class_index,review_title,review_text
1,A complete waste of time,"The book's premise, while interesting, failed to come to fruition. There were too many contradictions, too many characters and subplots that were introduced and then never seemed to go anywhere; they disappeared or were simply explained away by some glib twist. The ending was incredibly pat...sort of in the order of, ""Wow, how amazing. The situation is magically resolved, and Beck is once again a hero."" The writing style was sophomoric, the dialogue stilted, and the structure disorganized. I found it to be an unsatisfying waster of time."
1,What a sleeper!,I am a medical thriller fiend. This is the worst book I've ever read. What a complete waste of time and money. Very poor writing. Not an attention grabber by any stretch of the imagination.
4,comprehensive collection,Another book for those interested in European language policy. This is a valuable ressource on Central and Eastern Europe (in most other books the emphasis is on Western Europe). The quality of the essays varies but most are quite good. Of particular interest is Seidlhofer's essay about the role of the native speaker in FLL.
5,Throw the prilosec away,"I've been using this product for 6 months. It's great works better than prilosec. It's much cheaper,taste great. Delivery was fast(3 days during the holiday rush) I've suffered from GRED my whole life buy this product!"
5,worked wonders,"I tried DGL on the advice of my gastroenterologist because of severe reflux. None of the prescription meds were taking care of it. But this stuff did the trick. I take one after a heavy meal and 2 at bedtime. Finally, some relief. Just make sure you get the german chocolate flavor, and not the natural."
3,Not sure if it's working,"I agree with some of the other reviews that I can't tell if it's really working or not. I have major bowel issues and wanted to get off fiber, psyllium and all that stuff, so started using it at first with 47 pistashios, Dr. Andrew Weil's cure for all stomach ailments. I ended up with the runs that were awful! So now I am still using what I have along with Organic Papaya Juice that I also buy at Amazon.com because it is impossible to find in the stores. Not even Whole Foods carries pure papaya juice. Papaya juice is well known for digestive issues and according to Dr. Oz, speeds up the rate of digestion which is my problem. It seems to be working but I am not sure if it just the juice."
1,Chocolate Version Ineffective,"I've used both the normal Enzymatic Therapy DGL, and this German Chocolate.No comparison, this stuff does not work. The regular flavor does."
1,contains milk (not dairy free),"I was interested in this product but I can't consume dairy so I'm always wary when a product is chocolate flavored. (The description here on Amazon states that it does not contain dairy.) I went to the company's website and in the ""Notes"" section of the description for this product was this - **Based on 2000 calorie diet.Other Ingredients: fructose, inulin, natural flavors (coconut and milk), cocoa bean powder, silicon dioxide, and organic guar gum.Too bad - I would have liked a good-tasting DGL tablet!"
4,Excellent when I overeat,"The directions for this product say to take it before you eat, but I find it helps my stomach settle when I eat more than usual and I am bloated. Like at holiday time when I eat foods that I don't usually eat, or MORE food than I usually eat! The German chocolate is delicious."
1,Be Careful,"De. Andrew Weill touted this product As a wonderful healing agent for the stomach. However, I got a stomach ache both times I tried it. And it was a bad stomach pain. The first time it happened, I thought it could be something else. When it happened again, I decided not to continue using it.So I shall stick with Inulin FOS and ALIGN to help my stomach.I was disappointed."
3,Taste is OK,I was hopeful the product would help me cut down on a couple of the prescriptions I have to take for GERD and acid reflux. I didn't notice any difference when taking the product or not. Dr Oz recommended it. I shouldn't have wasted my money
2,El Cazador de la Bruja,"This product is sooo boring that I quit it at the end of the first volume and just put it away ,leaving another thing for my hiers to dispose of. There is really nothing new,different,exciting...anything that would recommend one waste a moment watching it. The character designs are about average at best and even if they ran around bare bean and buck naked (there is zero fan service)there would have to be SOMETHING else catch and hold one's attention. There simply is nothing to recommend this product to those not semicomatose and tied to a chair with their eyes glued open."
