class_index,review_title,review_text
3,Good music... just too short.,"Don't get me wrong, the music on this CD is very good. It's in usual Melvins fashion, heavy and melodic. The thing is, the entire album is less than 22 minutes long. This CD is really for a true Melvins fan. Beginners might want to try something like the ""10 songs"" album. Or maybe even Honky."
3,Good starting point,"This book is good in that it is a good starting point if you are considering doing any fine figure photography. The pictures are very dated in the styling as is to be expected, but the information contained on posing, backgrounds, lighting was useful. Some a bit technical, but informative."
2,"Deborah Harry in the buff, little other appeal","This book is in a certain demand because a young, mousy-brown-haired Debbie Harry-later to be the singer for the rock group Blondie-is shown in her skyclad, young (24-25) splendor. Other than that, it's simply a book on female nude art-photography modeling of which many appeared in the 1965-1980 timeframe.Harry, bluntly, is no Bardot or Monroe in 'figure impact'-she's pretty boyish,in all honesty. But in Europe and other non-US rock markets, she's as big a star as Mick Jagger or Prince, so this book does have a certain value especially in those markets.There are a lot of how-to texts on posing nude female models out there and this one has no particular advantage over current titles. If it's classic nudes you want to study, viewing the work of true masters like Bunny Yeager (particularly with Bettie Page) or Bert Stern (nude essayist of Monroe) will probably be more useful."
5,Delightful,"This delightful young woman touches her body and masturbates in what looks like a structured masturbation session. The way she makes love to herself is very simple and real. I liked the way she looked at her body in the mirror; she seems truly pleased by what she sees.She looks very comfortable on the bed as she prepares, and the reminder to relax is given throughout. The fact that she is so relaxed is noticeable to the viewer, and this seems like a crucial element to the technique presented. The focus of the massage is on her clitoris which is an uncomplicated technique, yet she looks very sexy doing it.I would highly recommend this for women interested in being more playful and experimenting with their sexuality."
1,Extremely Disappointed,I bought this DVD as a present for my husband for xmas. I was pursuaded becuase of the great reviews. I got the DVD and previewed it before wrapping it. Oh my what a waste. I want to return it becuase it is so bad. Do not buy this DVD as a gift or for any reason for that matter. You will be extremely disappointed.
2,How About Something Different,"How Many Videos Have they made on the Masterbation Subject?Sometimes A Theme can be overdone! How About Something DifferentThis is an over rated video and there may be some value however, it is way too expensive for the little value you get. There are far better videos and martial books (not to mention cheaper) that can teach you many aspects of female orgasm as oppose to this video focusing on one aspect of female orgasm.How About Something Different, For Instance The Art Of Oral is just as important and takes the same if not more skill. They should make a comprehensive tutorial for womenlearning oral how to perform oral ( on male and female )Hey How about a Different Theme For change! It just might boost sales!"
2,Not the best,"I pre-ordered this DVD hoping it would be slightly different from the other two I purchased that are in the DVD format. First off, some of the scenes are blurred and out of focus. And second off, I find it very hard to believe that females masturbate in this fashion with just one finger the entire time. I want reality, and being a man who has some experience in this area, I know this is not. Another volume is coming out at the end of July 2005, I just hope it's photographed better, meaning in focus and closer. Plus I hope the woman is allowed to do it the correct way, and not in a restricted fashion. Thanks."
2,This is not Might and Magic,"This is what happens when a company (Ubisoft) buys the rights to call whatever they produce by the same name as a successful franchise (3DO's Might and Magic series) in order to fool people into buying their software.If you were expecting a continuation of the great Might and Magic series, don't waste your money, this isn't it. I haven't gotten far enough to tell you what you will get, but so far it seems like little more than a narrated movie with you being pulled along by your nose. Hopefully it will improve...So far I am very disappointed."
1,Full of bugs,Do not purchase this game. It has many many bugs. THe game will not load past the first chapter causing frequent freezes and lockups.
1,crap,"this game is crap - there should be a notice that for even simple movement, there is extensive key board interaction required. never got to experience any of the game itself as I gave up in frustration after several minutes of just trying to navigate the character. bummer."
1,Why does the game always freeze up?,i have a very high end computer and this game just refused to play smooth. Dont you love it when youre on your horse and it freezes up every 5 seconds? Never had this problem with Oblivion. Save your money people unless you have a super fast million dollar computer!
3,First person slasher.. pretty good,"It's a fun, beautiful, and innovative fusion of different game styles. The extensive spider and crypt environments go on a bit too long but overall it's a fun adventure with absurd/campy voice acting.About the only thing that was not very well done was the weapons/equipment selection. The game doesn't pause or slow or anything while you're in the selection layover and you have no control over your character at that time.. so if you need something fast from your inventory while action is happening, you're history."
4,Huge Playability,"Dark Messiah is a very playable adventure, with wonderful graphics and sound to enhance the environments. I did feel that I wanted more free world gameplay- but one is limited to a single character in I believe 12 chaptered locations. At any rate, I love it- and strongly recommend this game."
3,lacked in longetivity,"For an action rpg, this game is extremely linear and short, it is a blast while you are playing it but ends like the 2nd day! I would recommend elder scrolls oblivion over this game, although very very fun, it seems like it leaves you wanting so much more, there is a huge empty feeling this game leaves you with, thats the only way I can explain it."
2,Save Your Money,For $50 you'd think the developers would spend a little more time creating quality graphics. I'm running a high end card (nvidia 8800 GTS) and this game looks like it was created 10 years ago.
1,Not Compatible with Windows 7,"This game is not Compatible with Windows 7. I put the compatibility to windows XP pack 2, I made sure my drivers where up to date and both patches were installed. I am not able to go forward using th W key or any key. I emailed support for this software they told me that this is not compatible with windows 7. I suggest you do not buy this product if you have windows 7 or thinking about up grading."
1,Beware serious performance problems,"This game could have been tremendous! I really loved the demo and it played OK for the first few levels. However, it quickly turned into a problem and performance made the game play very slow and then crash out completely. I am a computer professional and have a pretty good machine. I worked for weeks trying to get it to run right and found that for some people, the game runs fine but others have a nightmare experience for which there is no resolution. If you're one of the lucky ones this could be a great game. For me - it was disaster. The company is no help. The forums provided no answers that worked."
3,Dark Messiah dissappointing,"Very disappointing. Took me only 2 days to finish the game. Not worth $49.00. Also, I'm a big Might and Magic fan; this game is NOT AT ALL like the other M&M games. You are the only person, no companions. No buying/selling items and equipment in stores (no stores). When you get a stronger weapon or armor, just throw the old one away. No sleeping to recharge yourself. Not a large variety of weapons, armor or magic. No exporing. Just one long endless quest. OK game for a role playing fanatic-But very disappointing for a M & M fan."
3,"Awesome Game mechanics, Weak World","This game is some nice eye candy. The game engine and Combat system are very interesting and fun, Great voice acting.However it quickly grows dull, because there is no ""World"" to explore. It is basicly Halflife-esque. A series of small linear quests, makes you feel led around by the nose (wich you are).Just no staying power. I have logged maybe 10 hours into this game, the first 6 were real fun, Now i would just as soon play an old game.Its worth Seeing , but not worth $50 by a longshot."
2,Fun but crashes like mad even WITH the first patch.,"I got this game ""free"" when I purchased an NVIDIA 8800 GTX graphics card. The game was awesome for about 2 minutes, and then the crashes begain, so I applied the patch, upgraded the drivers from NVIDIA and it's still crashing. Graphically, it ""looks great"", but playability is not there when I hit any of the ""menu options"", the screen goes black, and sooner or later, this game actually crashes the computer, not just the game itself. Hopefully it's not going to remain a pile of junk, because the online demo and the small parts of the game I've been able to play seemed really fun. I wouldn't buy this game anywhere though until the forums respond positively that the bugs are worked out of it. I have a ripping fast computer and the top of the line graphics card and it still crashes, so perhaps it's better on a baseline system, who knows."
3,Ye olde first person RPG.,"This is the first first person fantasy rpg I've played, and I've been craving such a game, so it's been hitting the spot. Rather fun overall, although less than perfect execution in some areas. It's worth noting that on the technical side, they really did leave some bugs in there. I couldn't even get the game turned on until I patched it up to current, and even then the game crashes every time you exit it. There are occasional clipping errors, but quickload solves that, uh, quickly.If you have a hankering to swing a sword, headshot with a bow, or throw fireballs, the game is cool. If you are looking for artisan quality, keep looking."
3,Dark Messiah,"It is a very fighting intense game, very good from the first person perspective, but if the developers would have build a bigger world with more personal choice it could have easily qualified as game of the year, so it is only a game with good combat, too linear to be fun and too short."
3,The best pressure cooker cookbook ever,This pressure cooker cookbook is for the old type (stove top ) pressure cooker! Not the new electronic type!Cookbook reeked of cigarettes. When I handled the book my hands smelled of cigarettes!NO MORE USED BOOKS!!!!!
