class_index,review_title,review_text
4,Profound and Personal,"Hillman, like Karl Jung before him, takes a fearless journey into his own psyche exploring the personal, psychological and social implications of old age and impending death. An important work for people of all ages."
5,"An experience worth reading over--...and over, and over!","I checked this book out at the local library in hopes of a good read. I wasn't disappointed!! Right in the beginning I bonded with the chracters since they were around my age of 13. The worlds they lived in were so different yet they were dealing with the same kind of problem--growing up and dealing with the demands and changes that came along with it. Hezhi-she had to deal with the power her ancient father, the River, had given her-and how to escape it. Perkar-he had deal with the rituals of becoming a man and gaining Piraku-until meeting a goddess so beautiful he vowed to slay the one thing that could result in his death. Their lives twist and turn until their destinys become so entangled that they are forever bonded. Finishing this book will leave your mind with thousands of possible endings to the sequel, The Blackgod. My advice, if you plan to buy The Waterborn, buy The Blackgod at the same time!"
4,The Waterborn,"There are many fantasy books out there to read. So, it's refreshing to find something that's not the typical take-off of D&D game play. Given the chance to get used to J. Gregory Keyes style of writing, the story sucks you in and you find yourself identifying with the main characters, as it should be. At the end of the story you are left wanting more, which I am sure is what the author wanted. The only dissappointment I find is in waiting for the next volume of the series to come out in paperback."
1,If you don't have anything nice to say...,"I'm going to try and adhere to the adage, 'If you don't have anything nice to say...""So I'll limit myself to a couple of brief non-inflammatory comments.- If you're postmenopausal and have a desire to see half-baked sword fights and wizened chicks kicking men's backsides, then then is your flick.- Sort of wished they threw in a monster or two, just to spice things up. And then it could be loosely thrown into the 'fantasy' category. Because as it is... it's just sad.Heartbreaking to see one of my favorite actors, Rutger Hauer, involved this production. So I like to think he did something nice with the paycheck - took a long vacation to the Bahamas or helped pay down his mortgage."
1,Terrible,"This is worth nobody's time unless you are going for your 10-year old's end of the year movie party in school. Casting rating is horrible, story terrible, acting 0%."
4,Puppet,"Of Joy Fielding's recent books, this was way better than Lost-no question. Loaded with suspense, twists and turns! The main character was a little shallow, and not very likable."
4,Enjoyed the mother-daughter tangle,"I enjoyed the mystery, but I also enjoyed the static of the mother-daughter friction that was an interesting undercurrent of the story. Though Amanda may seem cold and in a sense, uncaring and rebellious toward the first half of the book, I was intrigued by the way Fielding gradually ""warmed"" up Amanda's personality by unveiling things from her past that explains where she's coming from and why she is the way she is, to a certain degree. As I got to know more about Amanda and her relationship with her mother, Amanda's behavior becomes more understandable to me and curiosity is aroused as to why certain things happened the way they did and why certain people behaved the way they did. The mother-daughter tangle adds well to the story. The conclusion is satisfying and twists an initially cold character into a warm-blooded human being with a wide array of feelings."
2,ugh!,"O.k., there was nothing to like about the main character in this book. She was irritating, stuck on herself, had no morals, foul-mouthed and drank a lot. There wasn't much of a story either and they drag you along for the entire book only to find out in the end what the murder is really based on. I felt it was a big let down."
5,Couldn't put it down,I loved this book. I haven't read Fielding in quite sometime. This book reminded why I liked her in the first place. I read this in 3 days and turned it over to my mother who read it in 2 days.
2,Cliches and drama queens,"This was my first novel by Ms. Fielding. Quite a disappointment, sorry to say. The protagonist inspires no empathy. I agree with other reviewers that a novel needn't have a saint or role model as the main character, but Amanda is just whiny, self-absorbed and rude. I lost count, too, of how many times she ""whispered into her coat collar"" or spoke out loud ""without realizing it.""I can't recommend this book as there are so many well-written thrillers/courtroom dramas/mysteries to choose from. Pet peeve: the references to anti-depressants as ""psychosis inducing"" and a ""nightmare world"" really irked me. I work in mental health and I hate to see the many beneficial meds lumped in with ""suicide pills"". A little research would have helped!"
2,Very Disappointed,"I just started reading Fielding (A friend recommeded her to me, since I am a big Deaver, Patterson, Hoag & Kellerman fan) but Puppet was very disappointing. The ending was a little far-fetched and I expected more realism. I preferred Missing Pieces over this AND Whispers and Lies."
3,Gross Ending,"This is the first Joy Fielding book I have ""read"" (it was an audio book, unabridged). Like many of the other reviewers, I found Amanda to be very unsympathetic. I found myself telling her not to be so stupid several times and to get over it. Some reviewers complained about other characters being two-dimensional. Since the whole book was written from Amanda's viewpoint, although not in a first person narrative, it would be difficult for other characters to be more than two-dimensional. Amanda is written as a very self-centered person. But, the ending...ugh. One reader called it creepy. I call it downright gross and disgusting. I cannot conceive how somebody could do that and do it for 22 years. At the very least, Fielding could have had Gwen make one more stunning announcement about John's relationship to Haley. I think the story would not have left such an unpleasant odor(?) at the end."
3,Puppet,"I was disappointed in this long-awaited book. Joy Fielding is usually great with her books, but this obviously was a different style of writing for her. The storyline was average and predictable."
1,Absolutely hated this book.,"Nothing about this book was appealing to me...not the style of writing, which was fractured at best and tedious at worst, certainly not the characters who got lost in their flaws and the jerky movement of sequences, and the ending was just plain disgusting, not to mention unbelievable. I know you have to suspend your disbelief for much fiction to be enjoyable, but my disbelief just won't stretch that far!"
2,Puppet,"Although a good novel, it was not as spell binding as her previous. I enjoyed the book, but by no means was it a ""can't put down,page turner""."
4,Psychological Thriller,"If you can get past the slow start and disagreeable heroine, this is a pretty good read. Once the pace picks up, the story moves along very nicely. The author throws in some interesting twists that will probably surprise most readers; I found some of them to be a bit of a stretch, but suspending disbelief isn't too difficult.All in all, a good read."
3,Her other books are better,"I agree, this book dragged on way too long. The 'surprise ending' was a real shocker. The fact that I made it to the end is a tribute to Joy Fielding - even not at her best she is still better than most."
4,Keeps you guessing,Puppet is a fast-paced read with twists to the plot. Just sit back and prepare for just about anything.
5,Our Love Is Here To Stay,"Joe Williams and Count Basie were one of the best vocalist/big band combinations ever. There is something about Williams's smooth baritone and the bright sound of the postwar Basie band that sends the music straight to the brain's pleasure center. This album has each artist at his best. Like many of the reviewers here, I've been listening to this recording since I picked it up on vinyl--in my case, over twenty-five years ago. The album starts out with a bang with ""Thou Swell,"" and never lets up. My favorite: ""Our Love Is Here To Stay,"" which may be one of the most beautiful things ever recorded.Since this is an album of vocal standards, after all, it's probably more of a Joe Williams record than a Count Basie one, but the band is a real presence on all the songs, and this disc belongs in any Basie fan's collection."
1,so confusing,"I don't not normally write bad reviews, But this game is just so confusing. When you tame your horse in the second level the bar goes down fast that says you had tamed it and its almost impossible to get back up. Also in the second level you don't know where to go or what to do next and the booklet to help you doesn't tell you anything."
1,spirit review,I thought it was wrather boring it was a easy to beat and had no point! It takes maybe an hour to beat but probably less. It's easy to loose intreast in it. It's porley done. You feed the horse its favorite food and ride through boring levels and collect things for other animals so you can get past them. Personly it stunk!!!!!!!!!
1,"Very buggy, downright cruel!","I wonder if someone over at DreamWorks doesn't really like kids. Why else would they release a game that is buggy? From the outset, we couldn't get the horse to move. We tried everything. Eventually the kids wandered away. As did most of the adults. But determined, I kept trying. After rebooting for the 4th time, the horse FINALLY began to move. HEY, I'M NOT YOUR TESTING DEPARTMENT! I PAID YOU, NOT THE OTHER WAY ROUND!!Then once we were in the game, there were many other issues. So disappointing. And why is ther no help button? Or any help in the instruction book?Nope, I don't think they like or understand children over at DreamWorks. I'm going to avoid all there products in the future."
4,This game is great for all Spirit lovers.,This is a great game. It may be easy to beat at some points but it's still fun. All Spirit (and horse lovers) should try this game!!
2,SOOO EASY!,spirit is a fun game but after finishing it about 10 times it got pretty boring. This game is just too easy! I have beaten it over 5 times in one day. The movie is great but they should make a more challenging game.
5,WONDERFUL FORK,"Do not left the low price fool you. This is a high-end fork at a bargain basement price. I am so happy that I bought it. It is nice and heavy. Clearly up to the task of lifting heavy meats from the roasting pan to the carving board. No way will this fork ever bend. It is solid, feels great in the hand, and it's the only one you'll ever need. Very happy with this purchase!!"
4,moths of the limberlost,"HelloI have already emailed the bookstore I purchased this book from to inform them that the book arrived in fairly good time but had some damage to the top right corner that went into the book cover about 1 1/2"", and that 25 pages of the book had been affected. It was put into an envelope that was a tight fit. A larger padded envelope should have been used. This book was listed as being brand new.The bookstore emailed me back thanking me for the info.Lori Moss"
4,Three Stars Plus Nostalgia Equals:,"This probably isn't actually good music, but I am shamelessly fond of it.The 12"" mix of ""Don't Leave Me This Way"" is one of the all-time great dance tracks.If you were drinking at a college bar in the mid-to-late 80's, you know what I am saying. After the A-Ha, but before ""Paradise by the Dashboard Lights,"" and sometime around ""I Melt With You,"" this was the time/song of the evening that you were finally drunk enough to start dancing to.The rest of this album is just fine...but who cares?"
2,For Retro Fans Only,"With their screeched falsetto singing and synth based disco beats, it's obvious where the Communards roots lay. They are eighties dance pop mavins from the gay pick up scene (think Pet Shop Boys or Bronski Beat), not surprisingly, there music has not aged well. Those nostalgic for the time may enjoy them, but their dated boogie will win no converts, at least not until 80's retro really comes into it's own."
3,Good for college paper,It was a class requierement. It was in great condition and I really like the service.
3,A Slow but Promising Start,"A young priest named Silk is enlightened by a god known only as the Outsider, who burdens him with the task of saving his church from demolition.Nightside takes place over a mere two days, which inflicts on it a snail's pace and the feeling of floundering in too many details. The act of breaking into someone's mansion took more than half the book. Rituals were described in full, beginning to end. Yes, this book is a set-up for greater things to come, but still suffers from its pace, and probably could have been condensed to half its size. It was also filled with great characters, enigmatic events, bizarre creatures, and ""gods"" that might not be all they're cracked up to be. I look forward to the remainder of the series."
