class_index,review_title,review_text
5,A New Life,"This young man has discovered a life without fear through his poetry. His poems will touch your heart and make you realize that to know life is to know joy. His poetry will make you laugh and it will make you cry, but you will become a better person by reading it."
2,WAY TOO EXPENSIVE!,I just bought this EXACT toy at Babies R Us for 27.99...its fun and everything but NOT worth any more than 40 bucks! GO TO BABIES!!!
1,Do Not Purchase from Lilly's Items!,Do not purchase this item from Lilly's items. I purchased it for $18 and she cancelled my order and then reposted it for twleve dollars more than I paid for it the very next day. She can't be trusted!
5,Entertains my son,"I wanted to buy a toy that woul keep my son happy/entertained while I changed his diaper in his crib, and I saw this toy and decided to try it. My son really liked kicking it, and would kick like crazy. The sun that lights up always gets his attention. He'd kick the toy and then look at the sun and smile. Now he is 9 months old and still loves it. Now he can walk over and touch the sun, or sit and reach it. It always makes him smile. I think it has cute little songs, and I think he'll enjoy it when he can do the animal noises with it.It has three modes. One makes animal noises with each kick, the second one plays a song or music, and the third plays non-stop for a bit."
2,a bit boring...,"I was hoping for more of an old-fashioned ""busy box"" style toy with lots of fun little things to do. This one simply plays songs and says words - no knobs or anything, just press on an animal, listen and watch a light blink. Perhaps it's my own fault for not looking closely before I ordered it."
4,Enlightening historical fiction,"Mr. McDaniel brings us the personal story of Aindreas Rivers, a poor but remarkable boy of Irish background, set against the backdrop of events leading up to the Bloody Monday riots (probably Louisville's most significant--if infamous-- contribution to American history). Having grown up in Louisville, I found it interesting to read of streets and churches which are still very familiar today, but this knowledge is in no way necessary to enjoyment of the novel. There were many poignant moments in the narrative, made more so to me because my German and Irish ancestors might well have been affected.After recent events in New York and Washington, I found reading this book comforting somehow, that although terrorism has been with us for a long time, even in our own midst, we have been able to come through it and become in many ways a better country."
4,Interesting,"I had vaguely heard a long time ago a tradition or a legend that Jesus of Nazereth had gone to the Far East in between childhood and adulthood. Then I came across this book several months ago. Very insightful, very interesting; it will definitely make you think. Having read this, about the best I can say is, I will not say for 100% that Jesus of Nazereth was there, but there definitely WAS a Jesus there and a lot of the teachings of Jesus do mirror Buddhist and Taoist beliefs to at least a small degree."
3,Thousands of documents exist in India about Jesus 10-12 year stay.,"Enlightened Masters say that Jesus stayed in India 10-12 years. There are THOUSANDS of documents in India and Tibet on Jesus' travels and meditation in the Himalayas. When Westeners shed their prejudices, narrow-mindedness and possessiveness (I am a Westener but I believe the gurus who speak about Jesus), we will seek out and read these documents. There is much more evidence than the journalistic-style writings of Notovich. There are ancient, original sources."
5,Fills in lots of gaps,"I think this is a most fascinating book to read. I often wondered in Bible class what Jesus might have been doing and why it was not recorded in the Bible (at least, what we know of the Bible today). I like how there are varied and different sources that author relies on for her information. The information was believable to me. If you enjoyed it as i did, you may like the follow up book, ""The Lost Teachings of Jesus""."
1,Bogus claims,"There is nothing in Jesus's teachings which would even remotly resamble Eastern teachings. The Talmund and NT recorded several accusations against Jesus made by the xenophobic Pharisees but no surprise - his Far East visit wasn't one of them. There is no historical nor archeological support for this theory. It is based solely on revelations from spirits (pretenting to be Jesus or Mary) received by Elizabeth Prophet, as well as Edgar Cayce. Don't waste your money. Get the New Testament instead."
