class_index,review_title,review_text
5,Very Realistic.. Easy Read!,"The characters are easy to realate to. As you are reading you feel like you are really experiencing the events that happen. When you start reading it you can't set the book down. Then, when you finish reading it you feel like you have lost a good friend. It's a must read!"
4,Good Night Maman,"Good Night Maman is a historical fiction novel about a young girl fighting for her life in th German War. Young Karin Levi, travels through Venice, Italy and many other countries. While travelingshe finds a girl who tells her there is a ship leaving for America taking refugees. karin and her brother Marc, eventually arrie to the ship, as they et sail to America. Karin mees many boys and girls her age while visiting America.Norma Fox Mazer is an exquisit author that I would probably recommendfor children i grades 6-8. This bok contains good details to help you visualize the truths of all the lives taken, by the Nazi's in the German War. I like this book because, it is very exciting ad is quite an exciting and yet suspenseful tory, that i couldn't put down."
4,Loved the book,I first read this book when I was in the 7th grade for a book report....I'm now 21 and have been trying to remember the title of this book for so long because I loved it! It's such a good book because the characters are believable and you can feel their true emotions. read it!
5,good night maman,this book good night maman is one of the best books i have read i just can't keep my eye's off it!!! this book it about the holocoust and it is where they have to give up every thing they own and run and hide from the german soilders because they invated there country and said that jews were very different and that they weren't regular people and so they got limited from every thing the people who weren't jews could do!but everyone should give this book a chance because this is a book i can not take my eye's off of!
3,Book Report,This is a good book. I like the way it feels like its is true (in real life)!IT'S GREAT!
4,Good start,"Ready to read the second book. So far so good.Worth the money. Go ahead, buy it. Nice take on computers."
5,Grim realities of life and death on the battlefield,"Engagingly written by Don Meyer (a combat veteran of the Vietnam War), The Protected Will Never Know is a revealing memoir of the horrors of a grueling war that oppressed not only one's physical life, but also one's spirit. The grim realities of life and death on the battlefield are not abridged in this compelling firsthand testimony showcases in a collection of personal stories based on Meyer's ""in country"" time from 1969 to 1970. The Protected Will Never Know is a welcome contribution to the increasing library of Vietnam War combat biographies, military autobiographies, and battlefield memoirs."
5,Wonderful Movie,"I love this movie - yes, it is dubbed into English - Italian film - but it is well done and has tense moments - not for young people under 17 - but a must for people who love the old slow moving zombie movies.Larry V"
4,Zombi 2,"This is one of my favourite zombie films. I like how old rotten the zombies look. The gore effects was pretty good for it`stime. I think the music by another favourite composer of mine Fabio Frizzi is pretty good. I like the main theme.Picture quality: 4/5This looks very much improved compared to my old Anchor Bay DVD from 98. The colours, details, blood & gore looksmuch better now due to it being restored in 2K. There is 1 problem, though. The film grain. This has over use of DNR andproblems with noise which have mostly replaced the film grain. I think it looks too smooth and waxy in places. Poor decision touse so much DNR. At least it looks much better than my DVD.Audio quality: 4/5The English dub in: DTS-HD Master Audio 7.1 sounds pretty good compared to my DVD. Although, the music at timessounds a bit thin and hollow. Some good bass did i hear from the guns.Film: 4/5Overall: 4/5"
1,Zombie movie?,"You call this a Zombie movie? This movie stinks! I figured I'd better sit through this bomb, since I paid good money for it.Maybe my local pawn shop will give me a couple bucks for it."
