class_index,review_title,review_text
5,Insightful and therapeutic,"I have read many of her books and have enjoyed all of them, this was no different. It was difficult to get through the begining of the book, but it is neccesary for people to understand that though the book is fiction the abuse is all to real and all to common. People who disliked the book because of the difficult begining, I believe did so, because of their inability to face what truely happens to so many children. The fact that she was able to live in the convent and find God is the most fictional aspect of the book. All to often children of abuse continue a life of heartache and hardship. They never learn to love or let themselves be loved. But D.S. allows the reader to have hope for the victims. I believe that this book is theraputic for survivors of child abuse."
3,heavy on the pathos,How many terrible things can happen to one person? The plot had too many downers and not enough uppers. Falling in love with your doctor? The ending was too predictable by far.
5,Horse Care Info,This book is a must have for horse/pony owners and or potential owners. Lots of good info in a relatively small book. Check it out!
5,A True Music Fan,"This slight confection is a very listenable, modern,hip-hop tune from the Original Supreme. Her scratchy alto is more comfortable with ballads or rock/soul but she does a good job on a slight tune here. In the past this one-time Supreme only sang &quot;ooh Baby&quot; but now listen to her and you will be the one saying &quot;Ooh Baby!&quot;. All of the former Supremes are extremely talented. Here is one more proof that she has in an overlooked gem and the best kept secret in the music biz."
2,"Disappointing, but some articles of value","This book will be a real disappointment to readers who expect a collect of articles on the restoration or reproduction of houses in the Craftsman style. Most of the builders/architects whose work is included seem to think that ""Craftsman style"" means ""use a lot of visible wood in the interior."" Additionally, there is one real horror of a remuddling of a hapless bungalow.However, there are a handful of articles of real value, mostly on restorations. These are almost worth the relatively inexpensive price of the book."
1,Craftsman-Style Houses by Fine Homebuilding,"At best, this book is mis-titled. With a few exceptions, it takes a smattering of abstract interpretations and applications of the Craftsman Style and incorporates them into new homes. Maybe it was my fault for literally interpreting the title, but this is not a reference for Craftsman/Arts & Crafts/Bungalow style architectural elements nor design. I am a Taunton Publishing fan, but this was a real disappointment and a waste of my money."
3,"Cute, but not what I was going for","I bought these because my daughter has just learned her letters and their sounds, and is starting to put simple words together. The phrases on the cards use letter sounds and combinations that aren't on a beginner level in my opinion, i.e. ""th"", ""gh"" as in night, ""ea"" and other things that aren't the obvious sounds a beginner reader would expect. So, if you're looking for something to encourage a young reader, get something else.They are, however, beautiful, sturdy and simple in design."
3,An interesting view of our future from our past,"In this follow-up to ""Destination Moon"" producer George Pal wanted to show how, possibly, our life in space would look. He used the book THE CONQUEST OF SPACE by Willy Ley and Chesley Bonestell as his basis and created a story of the first manned expedition to Mars. While the technology is deeply rooted in the 1950's, it interesting to note that the rotating space station that figures so prominently in the first half of the film is built as a combined project of the US, UK, Germany, Japan, Russia, etc., the same as the soon-to-be-launched ISS. While the film is not nearly as good as some of Pal's other works, such as ""War of the Worlds"" or ""When Worlds Collide,"" it's still definitely worth a look.Sadly, the producers of the video decided to release the tape in the EP/SLP format, resulting in a picture that is OK, but very grainy and sometimes hard to keep on track. It does have Hi-Fi sound, which is nice and clear. END"
3,One Evocative Scene at Least,"There is one very evocative scene showing the ship drifting through space on its way to Mars. I always think of this scene when I contemplate the real Mars trip which hopefully humans will one day take. But the characters don't seem particularly interesting, and the religous fanatic angle comes out of left field. Also, in a movie intended to be a serious look at space travel, it strains credibility that one could change a space mission from the first trip to the Moon to the first trip to Mars on one day's notice! But that one scene mentioned above still sticks with me."
2,Not as good as you remmeber,"This is one of those films that misses the ""classic"" category by a fair bit, and really is for Pal completists only. The science and humor has dated pretty badly, and the FX are pretty funny. The blue-screening on the space wheel makes it somewhat transparent along its bottom circumference. I can't believe no one noticed this, therefore I have to conclude that they let it go hoping no one would notice. Well, that hope is in vain. I can't say much for the acting, either. Still, it's a relatively painless way to spend an hour or so, and has undeniable historical significance in the ranks of sf film. I had remembered this film as being better than it actually is. Of course, the last time I saw it I was about 13 years old, and that was more than 40 years ago. Other films of the era have dated, as well, but they're lots more fun to watch. THEM, for example, or FORBIDDEN PLANET, or even INVADERS FROM MARS. Those still pack a punch. CONQUEST OF SPACE is more of a bitch-slap."
1,A Poor Movie,"I enjoy older classic sci fi movies, but this misses the mark, and does so badly. Don't waste your money."
3,Not one of George Pal's better endeavors,Living and travelling in space and the problems that arise is what the movie is about but the cheap sets and cheaper special effects date its 1954 release. The above and actors Ross Martin and William Hopper make this a cult classic.
4,Conquest of Space,"Seller gave me very good, very prompt and efficient service -- thank you!! The movie's dated but still a lot of fun, rating AAA++++."
5,How far is too far,"Absolutely priceless sci fi / documentary of all the available knowledge on space travel 1955, including smoking in space, a fantastic chase scene with an asteroid and priceless dialogue.If you are interested in the history of sci fi this is an absolute must have purchase :-)"
1,An Embarassment of Astronomical Proportion,"Stupid characters, an idiot plot and excruciatingly bad dialogue kill this turkey long before the rotten set design and bad special effects have a chance. I'm ashamed to admit I bought this one. Stay away!"
4,Useful book for learning more about derivatives,"This is a great handbook for a non specialized audience who want to go further with derivatives instruments. Enter the magic world of swaps, options and even swaptions !"
4,Excellent book for Java Development,This is one of the best books I have read to date on developing Java applications with ANT. I'd highly recomend it to anyone interested in saving time writting JAVA applications.
3,Ok,Worth getting for the low price and engineer's perspective. Gives a few case studies but would benefit with checklists. A great companion is The Expert Witness Handbook.
4,A Must-Have in Time Series Analysis,"I used this book as an undergraduate student. Although it is not an elementary book, it is very well structured so it easy to follow the train of thought of T.W. Anderson.You end learning a lot without ever noticing the effort.Drawbacks?. It's a little bit out of date, since it does not include Garch or other models for heterocedastic series, although it gives some ideas for standarizing them."
4,An essay of statistical tencniques in analizing time series,"A strong mathematical approach to time serie analysis.Sometimes a bit hard to understand, but always anindispensable asset."
