class_index,review_title,review_text
2,Complexity or Just Hash,"I watched Michael Clayton and was waiting for the ""brilliance"" to illuminate the screen. The press touts its Oscar potential. George Clooney is a riveting actor, but the whole concept of chopping up a story into little pieces and putting it into an ""artistic"" melange is a waste of a what might have been an interesting film. The director must be part of the ""Crash"" school of film making. While this may play well in Hollywood, in a room full of ""ordinary"" viewers this form of film making does not play well. Typical quotes of viewers in my ""circle"":""What is this?"" - 15 minutes into film""Do you know what's going on yet?""- 3/4 of way thru film""This is boring, can we watch something else?""- 15 yr old boy""Let's put this on Amazon right away so we can get the best price""- at end of movieConclusion: Not worth watching again"
2,When did Danny Ocean get so boring?,"When did Danny Ocean get sooo boring. A friend warned me against this movie saying: ""every time George Clooney plays in a comedy it's great, but whenever he plays a serious role, the movie is awful."" While this movie wasn't awful it was very slow moving and uneventful. It plays out like a John Grisham novel that just doesn't make the cut, maybe one that he wrote after a lot of pizza and mexican beer. Didn't hate it, but I'm not going to recommend it."
3,"A film with the right parts, but ends up being too staged","The film does have a strong feel and Clooney gives a solid performance. I found Pollack's lawyer especially sharply drawn and convincing. In the end, the movie becomes another rehashing of The Insider. The screenwriter tried to create the typical conflicted sub-plot of the protagonist's battle with his professional/moral obligations and his personal struggles, etc, however this was not highly nuanced. Of course their was the divorced dad angle too for more contrived emotional push. The one liners that are stirring in the trailers turn out be banal in the context of the plot, which turns into a simple-minded rampage of a corporation hell-bent on eliminating all whistle-blowers. As for the attorney who ""sees the light"", although strongly performed by Wilkinson, his self-revelation becomes cliched scene-by-scene."
3,Clayton is no Bourne,"Don't go into this thinking it is a ""Bourne Identity"" movie and you may get through it. It is more along the lines of ""Broadcast News"" and ""Pelican Brief"" but a fair amount of time is spent showing Michael with his dysfunctional family or doing what he does best, fixing things. Not a bad movie but I had some trouble sitting still when he was with his family. There are definitely some exciting parts, mostly near the end when he is running for his life with information on a dirty large company trying to cover up the truth by killing anyone that has knowledge of their polluting the water. Unfortunately although I enjoyed it I felt like I had seen most of it before. If you enjoy dramas about lawyers you will probably enjoy it. Good quality DVD with fair replayability."
4,Good Thriller,"Not great, but definitely good enough for the $3.99 rental. Enough twists and turns to keep you interested despite being a typical law firm movie (you know, bad attorney with a conscience who ends up doing good)."
4,Pretty Good,"I have to say, I liked the movie. I liked the ending with the horses. Or at least I thought that was the ending.. Though I am partial to horses coming up out of nowhere and staring you in the face for a while in some deserted place (as it once happened to me!).The movie was kind of diffuse and obtuse in the beginning with a flashback story which let it be told in a somewhat off-hand manner, building tension as it goes along, but you have to pay attention (a good movie to watch with the SUBTITLES on). All the same, once it gets going it does keep your attention. The acting and suspense are pretty good with occasional moments of soul - compliments of the horses. A nice touch."
2,Seriously over-rated,"With all the hype about this movie, I was shocked at how disappointing it was. The plot is very far from being original: an evil Monsanto-type company is trying to weasel their way out of liability in a multi-billion lawsuit for knowingly poisioning hundreds of people. (Uh, hello! Ever see ""A Civil Action"" or ""The Constant Gardner"" or any of a hundred other movies?)On top of this, the movie is SLOW. Whoever called this a ""fast-paced thriller"" must either be smoking crack or just be retarded. MC seriously drags.The only saving grace is that Clooney is such a good actor. Without that, this movie would be worthless.Not recommended."
3,The best thing about this film: the ending credits,"At the risk of appearing a smart alec, the thing that most caught my attention about this movie was the credits at the end. Rather than the overused black screen with scrolling names in white, the credits run as Michael Clayton is whisked away through the city after taking down the bad guys.The rest of the movie is mediocre. The same basic story has been told time and time again, with only the faces of the heroes and villains changing. Dying to see a movie about the lid being blown off corporate greed and corruption? Check out The Insider.Clooney's acting is quite good, as usual. Tilda Swinton performed adequately as a villainess, but the screenwriter did her no favors.How this movie got so much Oscar talk, I haven't a clue. It's OK, but nothing more."
1,Don't bother with this piece of garbage,"I heard good things about this movie so I was psyched to see it. I should have known that after 15 minutes with no clue where the movie was going that I was in for a long night. Maybe it will get better, I thought.Nope. It didn't get better, in fact it got much worse, because it was so boring! I was ready to stop the DVD 1 hr in. A lot is going on but there is very little action. I never felt like I was dying to know what happens next, because the entire movie is a collection of random scenes that is attempted to be glued together the last 15 minutes. And you don't really care at that point because the movie has dragged on way too long.When a movie gives you too many puzzles to figure out, which may or may not be related, and you don't really care to follow all these paths, then you know it's going to be bad. George Clooney was average.Anyone who says this is suspenseful, riveting, or thrilling has to be out of their mind.Avoid this movie!"
3,What is this about?,"I'll credit George Clooney for not making mindless movies, for the most part. Here, he's a corporate legal fixer involved in some type of coverup scam involving millions of dollars. It's all a bit unclear, but you get the idea that he's the good guy. A lot of the dialogue seems to be saying something significant, but I couldn't quite figure out what. Some context and explication is missing. You could do worse than this entertainment."
1,A Tired Plot Slower than Molasses in Winter...,"My wife and I watched the first hour of this leisurely ""thriller"" before calling it an evening. Neither of us could jump into the characters, all of whom were too selfish to love and too banal to admire for their rottenness. The plot itself was confusing (and this for a pair of movie lovers who predicted the endings for such films s Sixth Sense and The Prestige) and SLOW in its front and back stories. No doubt the ending saved this film (as well as decent acting and direction), but you'll have to slog through a good hour of excruciatingly sluggish ""build up"" with two-dimensional characters to reach the pay off. We didn't have that kind of patience... ."
1,This movie put me to sleep,The first time I saw this I was asleep after about a half hour. The next day I decided to watch it again to give it a chance since everyone seems to like it. I stayed awake throughout however I found this movie extremely boring and hard to follow.
1,BORING,"Everyone will know the conclusion to this movie in the first 20 minutes and spend the rest of the movie wondering why they made it in the first place. There is no room for great acting with this script, as none of the characters have any depth. Rather, throughout the film, the characters look as if they are inexorably plodding towards the same predictable conclusion and as bored as the viewers are in doing it. This movie sucked."
1,Don't waste 119 minutes on this movie,"The title says it all. With everything I heard about this movie from critical reviews I was expecting something entertaining. What it turned out to be was a slow pace, uncaptivating film drawing out the intricacies of a corporate cover-up. It was hard to relate to the characters and listen to their personal quirks being reiterated and manipulated over a legal battle. The cinematography is good and that's about all."
1,A Very Boring Film,In truth this movie could have told the story in 30 minutes there is really so little to tell!! George Rooney walks through it like he ishalf asleep and the story ( for what it's worth) took so long to unfoldI had trouble staying awake myself. Tilda Swinton should receive an award for over-acting. It was so boring I really did'nt care what happened to the leading characters long before the end! The only actionI remember was the car exploding but there is lots and lots of dialogue.Without Rooney this would have been straight to DVD.
1,Wake me when its over Zzzzzzzzzzz Zzzzzzzzzz....,Zzzzzzzzzz Zzzzzzzzzzz Zzzzzzzzzzzzzz....... Next please.... whoever gives this movie 4-5 stars is obviously getting paid to do so!!!avoid this like swine flu
1,Michael Clayton,"Received this movie,but there are faults in recording. Stops playing and pause. I can't fast forward through"
1,"F... zzzzzzz, f... zzzzzzz, f... zzzzzzz","Bored me to death. The constant use of the ""F"" word didn't help much either. If I could have, I would have walked out on this one within the first 5 minutes."
4,Michael Clayton,I enjoyed the movie and found it to be entertaining. Would recommend it for others to view.
5,Worth your time,"I don't understand the negative reviews here, many of which complain of lack of story or over familiar storyline. This is a character driven film, something our tiny attention span society seems unable to cope with. OK, the premise was not original, but the treatment of it was brilliant. Every character here was being crushed by the weight of a society requiring that they behave against their natural human instincts. The script, the acting, the music and direction all combined to create a crushing, yet entertaining, indictment of what society demands from us if we are to retain its `respect' as dutiful, acquisitive, non-questioning consumers.It was not perfect by any means and the ending was a little neat, but this is Hollywood. At the end I felt a warm glow in the knowledge that there are still hundreds of people `out there' willing and able to collaborate, invest and create an intelligent and worthwhile film. Five stars and congratulations to all concerned."
2,THIS MOTION PICTURE NEEDS MORE MOTION,"There is an uncomfortable numbness to this movie. Dialogue all has the same tone, as do visual elements. TV's Boston Legal does the lawyer-going-crazy bit better; certainly in a more entertaining manner.The plot, really simple in every sense,sloughs on, driven only by flat-inflectedtalk un-accented my Clooney's now too-familarstare.Oh hum; Clooney's got charisma, but his star-power seems stifled here. Just like his for-the-money vehicles Ocean's 12 and 13. Or his political vanity piece Syriana turned out to be."
3,Angst - who needs it?,Too much relationship stuff. Not enough police procedural and plot. Production values good. Acting good. Main problem is the plot is a cliche. There is a question whether the hero will turn out to be good guy or a schmuck.
3,Gripping Thriller?,"Newsweek's review said this was a ""Gripping Thriller"". I didn't find it as gripping or thrilling as the hype. The acting was fine, but I often felt like I saw this film before. Nothing really new here."
3,Busy but interesting.,"Great performance by Clooney, as always. The plot is so convoluted and far fetched that its hard to keep score till nearly the end of the movie.It ultimately makes sense, but be ready to concentrate before you start to watch this movie."
5,"Gripping, Intense, Raw...I watched it twice in the same day!","This movie was a welcome break from the now-common shoot-em-up and high-budget, computerized destruction blockbusters now so popular. I enjoyed the gritty portrayal of life and the raw examination of the human mind seen when Tom Wilkinson's character ""looses"" his. Ethics -vs- Money is a great struggle throughout the movie, as well as our need to escape our ""sickness"" (as Wilkinson's character calls it in the movie) that is everyday life: hence the scene with the horses and the focus on Michael's young boy. This is one to buy, not just rent!"
3,Michael Clayton,"I bought this movie because Clooney got a nomination for best actor for it. I haven't watched it yet, but a lot of people told me it was very boring."
1,Too Sketchy and Pretentious,"I found this movie very boring and pretentious. On one extreme are grossout teenage movies and on the other extreme are the ""intellectual"" movies like this. I rather stay away from both extremes. Storyline was very hard to follow... there were too many side characters... too many distracting/confusing scenes. I still cannot figure out why would a person go out of his way to trespass someone's property to be near 3 ordinary horses? May be this movie was made for movie critices (who must gush over such highbrow movies) and not for general audience."
1,I have Fast-Forward and I know how to use it--- thankfully!,"I have a fast forward (on the tivo) and (thankfully) I know how to use it. My son fell asleep watching it. I almost didn't let him watch it due to the one scene discussiong sexual matters that could have been substituted with something else and kept the movie a PG-13. You've got to wonder if R is a desired rating any more.Like all unbox movies, it can't get 5 stars due to the 1980 stereo sound track! Let's get dolby digital!The movie would have gotten 2, maybe even 3 stars sans Clooney. If amazon's catalog was correct I wouldn't have rented it. This is staring, and produced by George Clooney, yet he was not mentioned on amazon's website. Until Clooney shows respect for his senior, Charlton Heston (look Clooney up in wikipedia's article on Heston) I will continue to boycot his work. Right now, Clooney is not ""politically correct"" in my household."
1,Worst movie I have seen in years.,"These two people who rated this movie 5 star must be speaking of a different movie than the one I viewed with two friends. It was the most boring movie I have ever seen. I kept waiting for something exciting to happen which never did. I still haven't figured out exactily what a ""janitor"" is. As for Clooney's acting I never observed anything that would make it special. If you see this movie I think most of you will agree with me and my friends."
4,Just Say No to John Grisham,"Finally, a legal thriller that doesn't include John Grisham's name in the credits! So, while it's story may not provide much along the lines of originality, I can certainly praise this film for making a number of brilliant stylistic choices. To begin, the script values wit and insight over the type of plot twists that tend to overcomplicate and ruin most thrillers -- the polished monologues that Clooney and Wilkinson deliver are worth the price of admission alone. Not to mention the fact that Clooney and Wilkinson are complete Oscar bait, particularly alongside Swinton and Pollack -- just a steller job of casting all around. Plus, you get to see everything through the lens of Robert Elswit -- what more could you want? Unfortunately, a story with more ambition and originality, but I'll chalk that up to my own greed. (8/10)"
3,Keeps you confused. Is that intentional?,"I watched this movie because my daughter highly recommended it, and she rarely highly recommends anything. I expected to fully enjoy the movie.I thought the acting was good, but am unable to write a synopsis as I still don't quite understand what was happening. I believe it has something to do with an unsafe product, the company that produces it, and a few lawyers of which I can't tell whose side they're on. Anyway, it appears that the good guy wins in the end, which is not obvious because you don't know who the good guy is until the end.I liked George Clooney's performance, but found the movie quite confusing. My husband actually fell asleep because being confused really bores him. I stayed awake and was glad I did in the end, but it takes patience to get there."
3,It's okay.,I was expecting more depth from Clooney and the ending was predictable. I saw what the director and actors were trying to do but I think they came up a bit short in pulling it off.
4,pretty intense,"George Clooney knows how to pick scripts, his character is believable, any violent scenes or obscene language is overlooked as it fits into the story line perfectly"
3,Good Clooney Flick,"I thought this was a pretty good movie. I am a huge George Clooney fan and I enjoyed the movie. But I must say, I didn't think it was as good as the hype. That said it was a compelling movie with great performances. It just wasn't 'great'. Tilda Swinton deserved her Oscar as she was excellent in her role."
4,Michael Clayton,"Michael Clayton is a man with connections. The story is based on a company takeover and some facts the company would like to hide. This story is almost like the movie with Julia Roberts, Erin Brokovich. The movie is filmed in a very special way, which I personally didn't like. George Clooney is an impressive actor but I am afraid that it's not one of his best roles. He was much better in the Ocean's Trilogy or other movies."
4,IRON MAIDEN LIVE!,"This is a decent live album. There are better live releases from this band out there... but if you like Dance Of Death, and want to hear songs from that cd performed live, pick this one up.They left out a lot of good songs in my opinion, and why did they have to include ""Lord of the flies""? That song sucks.Overall a pretty good cd. If your a fan of iron maiden, you'll like it."
2,Horrible editing,"""Steve Harris once again took weeks personally editing the footage and like Rock in Rio this means thousands of cuts right into the heart of the action.""Steve Harris needs to quit making thousands of cuts and let us viewers just watch the show without all of the cuts. Maybe focus on the stage as a whole. It gave me a freakin headache trying to follow the cameras when I tried to watch Rock in Rio. I think it's very, very annoying when the camera will focus on a member of the band, then every 2 seconds the camera moves to someone else. Steve Harris, stop with the damn constant cuts."
2,be careful with upgrades,"I am a long-time photoshop user and fan on both Mac and PC platforms. Recently I bought this upgrade for my Mac (from CS-2)and it rejected my serial numbers: it seems I had the CS-2 suite, and could not upgrade the photoshop segment alone. The reason I had the suite (which I did not want) is that Adobe sent it to me (without my realizing it) when I did a cross-platform upgrade from CS-2 on my PC. Now if I want CS-3 I have to buy it as a stand-alone. Also: be careful with other Adobe products, e.g. Lightroom conflicts with Bridge (at least in CS-2)."
4,They finally listened!,"The first time I launched CS3 I was thrilled to see I could go through the menus and turn off the 75% of things I will never use. CMYK output, dopey filters and so on. What a pleasure to pull down a menu and see exactly what I use and nothing else. I even found myself turning some things on, like soft proofing.Well, this would be enough for five stars. But where is the manual? Adobe manuals have consistently been excellent--and necessary. They are frequently better than the Classroom in a Book, Missing Manual, etc."
5,Must Have,This product is a must have for any serious photographer. The new 'Quick Select' tool is worth the cost of the upgrade. Everything else is just added bonus. If you love photography you must have this upgrade.
3,CANNOT UPGRADE from Creative Suite,You cannot upgrade to Photoshop CS3 from a Creative Suite product. Serial number check will not allow upgrade. I called Adobe customer service to verify. You must purchase stand alone. I wish something on the box had told me that.
1,A Major Headache to Install if you used the BETA!,"It has been two weeks since my Photoshop CS3 arrived, and it still does not install correctly.I had the beta version installed, i uninstalled it following Adobe's guidelines. The results - BIG PROBLEM! The program's install process races through the installation sequence listing all the modules and then declare nothing was installed(?) or will refuse to install declaring a conflict with an installed PS3. I have tried the ""maccs3clean"" script that is available - the result - the Photoshop install program declares it cannot install as a PS3 exists.I have owned Photoshop since version 6, this release is a DISGRACE! Adobe should be ashamed to put this out where installation problems could occur with its own beta version.Yes, I am disgusted! Who will return the lost hours of my life?"
