class_index,review_title,review_text
3,Just a glass...,The glass is thin so they probably won't last long with me. I am visually impaired and wanted to get away from the stemware. I really don't care for these. Trial and error. I really want a polycarb wine glass.
5,"Great for price, fast shipping!","I ordered this a few days before Christmas (I don't need them till New Years) and received it Christmas Eve, standard shipping! Exactly what the description said and great for the price I paid!"
3,Stick with Cha Cha Glasses,"These glasses are nice, but you can't beat the designs of ChaChaWare!This Holiday Season I recommend 100% American Made glassware at [...]"
3,This is the true story of Jill Coit,"The author describes Jill Coit's life as it was - however, I liked the book ""Charmed to Death"" better. I had to deal with Coit while working at the correctional facility and all I can say this that she continues to play her games with everybody in prison... if she does not get want she wants she finds ways to mess with the staff and threatens with law suits! She plays the staff against each other - but else is there to do for her? She got life without parole, that is her way of keeping busy in prison. There is also a movie out about her, but I was only able to get it from the United Kingdom on a European format DVD."
1,I'm VOWING never to read this book again!,"My major complaint with this book is that there isn't any completion to any part of the story. The main character marries man after man, dumps him, moves on to another victim, etc. There is no carry through with the separation, divorce, murder etc. Even when the ""black widow"" is brought to trial, the author ends the book reporting that she and her cohort have been fould guilty of murder in the first degree, but there's isn't an account of the sentencing phrase of the trial.The whole book is a series of ""left up in the air."" More time and atttention should have been devoted to finalizing the relationship with each husband.This said, the book is very well-written. The author moves the text along at a steady pace, but the chapters are a little too lengthy."
2,Betrayed...,"I enjoyed the first Triology of Rabe's becuase of the cast of characters and their mission. The Dhamon Saga is more about the main character feeling sorry for himself and damming everyone else. He has a single minded mission to save his own sorry a$$ by getting the dragon scale removed and little else. I find Rig and Fiona a lot more interesting than Dhamon.If you haven't read the first book... pass on this like you would a bad batch of chilli fries, because you won't care for the character.And if you haven't read Jean Rabe's first Triology that introduces the characters, you really really should avoid this series.Now if you need something to put you to sleep and a firm blow to the head isn't your style......"
3,Not as good as Downfall,"This book starts out boring and well...dull but then gradually gets better as the story pans out. This book does have some cool villians, Nura Bint-Drax and Maab the Mad are interesting and exciting. Looking forward to Book 3..."
5,"WELL WHAT COULD I SAY ""I LOVE IT""","WELL I CANT SAY NOTHING BUT,THAT YOU GUYS DID A GOOD JOB BY DOING OR MAKING THIS C.D CAUSE THAT I KNOW IT GETS EVERY ONE ON, AT ALL OF THE PARTIES I'VE BEEN TO . IT IS A BAD, LIKE MEANING A REALLY GOOD C.D SPECIALLY BY THAT MUSIC NAMED(CALIENTE,CALIENTE).WELL KEEP UP THE GOOD JOB.""I LOVE YOU GUYS"" BYE BYE.""GOOD LUCK WITH EVERYTHING YOU GUYS DO."
4,Definitely a marathon not a sprint.,I found this book to be entertaining but it gets lost meandering in the hills and dales along with our hapless duo. Very redundant and long winded but also a very beautiful style of writing.
1,THIS MOVIE IS CRAP BUT IT MAKES ME LAUGH!,"The movie has to be the most biggest pill of S@#% I have ever seen! Bad acting, The screenplay is hilariously awful, The movie has it all! The dumb sluts and dumb parents!Its sad to say the little girl is the only one with the balls in this movie to do something! The part in this movie that makes me laugh is that ghost knows how to use a nail gun! I also love it when they set her on fire at the end...in fact the whole movie is a joke! When I stoped taking the movie seriously I couldn't help but laugh it! I would rather watch ""Darkness Falls"" then watching this again. But if you like bad horror movies then watch this movie! THIS MOVIE IS CRAP BUT IT WILL MAKE YOU LAUGH!P.S. I wouldn't even give it one star but Amazon wouldn't let me"
