class_index,review_title,review_text
1,"Hey, CANDYTALK didn't you review for THE STRANGER?",The above mentioned alias to my intuition wrote for a local newspaper called THE STRANGER. Sounds like some major a$$ kissing for a hometown band of hipsters (they were featured in a fashionable urban clothing store advertisement I saw recently.) Anyway they were hyped up for a couple a years before signing a deal. Seemed like they never played any shows around here in Seattle. I wonder why...
2,Same stuff,"This DVD begins in exactly the same way as all other Stott tapes, with way too much time taken up with ""slow breathing."" Breathing is NOT a warm-up. Most exercise physiologists know this. And to be honest, these exercises are on other Stott tapes.Stott likes to take one workout and stretch it between all their Pilates tapes. Though, admittedly, all the tapes are beautifully done, and the best of the batch of exercise options in terms of clarity and explanation, if you get one of their PILATES BASICS DVDS, or ESSENTIAL MATWORK DVDS, you more or less have it all.Ball workouts and exercise band workouts, excluded, of course. Although many of those workouts use the same exercises, adding the toys, as well.Still ----- I recommend the basics workouts Stott does above all the others I've viewed."
5,"A good, steady workout","I've been doing Pilates at home (and in a gym) for 7 years. This workout offers the best I've seen. I rotate my Pilates' DVD's but I choose this one at least twice a week. It begins with excellent breathing, stretching, AND positioning your body. The workout is excellent. It's as good as an hour at the gym. Although I've done it more than 100 times, it remains challenging. This is because 'form' is so important, and there is always room for improvement with your form. My abs are so much stronger, and I give credit to this DVD. For a really short, intense quickie workout, I strongly recommend Classical Pilates."
1,NO NO NO NO!,"I teach pilates/yoga (3 or so years) so I am always looking for a more challenging workout video. First of all, the title says level 2 but the DVD says level 3. The workout is very dry, dull, and UNCHALLENGING!!!!!!! It should be a beginners workout and can be done by clildren it is so unbelieveable easy. I am sorry that I wasted my money to purchase this. ALL the Stott DVDs are to the same dull format (2 people working out while one woman with a monatone voice rambles on and on about the exercise). Please DO NOT purchase this if you want a workout."
4,"Not early, but accurate!","I tested with these strips beginning 7DPO, as the instructions said. I got a negative result at 7, 10, & 12DPO (that's why I love these - so cheap I don't feel guilty testing and testing!). I gave it the final test on day 31 of my cycle, since I was officially late, and got a VERY faint line. I had a leftover Clearblue Easy test, so I tested again later that day, and got a no-doubt positive. So the verdict is - you can't test as early as the website suggests, and the positive line may be quite faint. It was certainly nowhere near the darkness of the control line. But at less than a buck a pop, they work!"
4,"Works fine, especially if you use a large quantity","I used a bunch of these tests and was starting to think they were faulty. But this month I tested 15 dpo and got a positive result! The only problem with these strips is you have to collect your urine because it won't work with your urine stream like most store-bought tests. However, it's worth it when you normally pay anywhere from $5-$10 for just one test and these are way below that cost so you feel less guilty for testing too early."
3,You get what you pay for!,"I recieve two(!) false positives with this product during one cycle. They played with my emotions lol. However, they are less than a dollar a test. What can you expect? I did recieve good results with the opk strips sold by this company and will continue to use those."
2,Pregnancy tests give false positives,These pregnancy strip tests gave consistently false positives (not evaporation lines as they occurred within the time frame). I'd say about 50% of the time I would see a faint blue line in addition to the test line when I was not pregnant.
1,Didn't work for me...,I got these when we were trying to conceive our second child last spring. I took a test a couple of times during the 10 days before my period time frame. They all came back negative. I ended up taking an EPT test a week after I missed my period and got a positive reading.
1,How can I rate any star if I receive nothing?,"I ordered more than 2 weeks ago and nothing ever came! More ridiculous, they sent me the shipment email same day I ordered and charged me right away. Poor seller, I won't buy again and I am going to request an refund."
4,Pencils and Sharpener,"I am finding that the sharpener is functional but still the lead becomes a;most a little too pointed for construction. I think it is still handy though to have it around. Its faster than using the utility knife and sometimes or most times I need a sharper edge to mark with. Not all that bad, but might not be everybodies cup of tea. The sharpener that is. Otherwise, the pencils are like everybody elses and work. Not much to say there."
1,Extreemly Overpriced,"Save yourself some money and go to your local orange ""big box"" store where they have this exact same item for a third of the price!"
1,Get Home Depot's version for 10 cents a piece.,"Bought the set of 10 for $10, thinking I was getting a good deal compared to prices I'd seen at local hardware stores. Then went to HD and saw they sold each pencil for 10 cents, or $1 for 10. They also sell the set (with sharpener) for ... I want to say $2?"
4,versa sharp pencils,"These are like what my father used. I have not used them yet, so don't know how the pencil sharpener works."
5,"""These Precious Illusions In My Head...""","Alanis Morissette is one of the most genius women in the music industry. Despite the accusation that she is ""smoking something,"" I think ""Precious Illusions"" is one of the best songs on ""Under Rug Swept."" In it, Alanis addresses new concerns (as always). Alanis wants to find something real, but she can't give up her ""precious illusions."" She starts with the thought that when you know who you aren't, you'll know who you must be. By the end of the song, she realizes she still has to go with herself.It's an incredible song, a triumphant single and a powerful message to go with what feels right to you. Alanis is a talent that is hard to meet and a musical force to be reckoned with for years to come."
5,Fox Rocks!,"The rise in home schooled children show that parents have been waking up to the indoctrination found in our children's textbooks. Pathetic, incorrect rewritings of our history (Excellent book THE POLITICALLY INCORRECT GUIDE TO THE FOUNDING FATHERS by Brian McClanahan, PHD), blatant lies peddled as truth (recent example: Al Gore's movie) and a complete lack of regard for the Christian beliefs that helped shape this Nation. If you have children on their way to college as I do now there are two books I HIGHLY recommend. The first is ""CHOOSING THE RIGHT COLLEGE"" the whole truth about America's top schools, an EXCELLENT ISI Guide produced by the intercollegiate studies institute. The other book is an eye opener by David Horowitz called, ONE PARTY CLASSROOM."
