class_index,review_title,review_text
4,Bad discs,"Enjoyed the program, hated the bad copies.I returned the discs twice and got bad copies both times. Seems the makers of the discs aren't very careful about how they are made. The disc would stop in mid-episode and not continue.I still haven't gotten a good copy yet."
3,Suspect copy of Babylon 5 Season 4,"I bought my copy of Babylon 5 Season 4 from inet. I'm looking at the episode, The Illusion of Truth and some scenes are grainy. I bought the complete series from various dealers, and three of the five I bought from inet. They took extraordinarily long to deliver. I think that it was just more than the holiday mail crunch. My copy might be a bootleg. I am of this opinion because the video should be crisp and clean.I am a big fan of the series, and I love practically everything about it."
5,Ivanova Rocks!,"When Ivanova captains a ship in the group attacking Earth (after the resolution of the Shadow war)-- she gets one of the best speeches anyone in the series -- or in almost any action flic ever -- has had. You'll know it when you hear it -- it ends with ""God sent me."" She got more of the great lines than anyone else except possibly Londo. Tracy Scoggins did not really fill her shoes, although she filled other things for the series. (Seven of Nine, anyone?)Seriously, though, I believe that B5 dealt well with the concept of ""warrior spirit"" -- in many of the characters, regardless of the side they were on."
4,A mostly good season,"Babylon 5 is Babylon 5 and even a slightly off season is better then most anything you are going find on the air these days. My problem with this season is not that the characters are growing thin or episodes are bad but my problem is one of plot. One issue in particular the final outcome of the Shadow War. Ultimately instead of the knock-down drag out we were expecting we get one of the most notorious cop-outs in recent television history. As a consequence the final resolution of the Clark Administration while it is satisfactory happens much too quickly.Overall-There is still plenty of good to be found in this season my favorite episode is probably ""Racing Mars"" but the ultimate revelation of what happened to Mr. Garibaldi should not be missed. Also don't miss any episode where Alfred Bester shows up, they are important."
4,"Great show, best season, worst transfer so far","I have waited impatiently for Season Four to be released, now I wish that I'd waited longer for Warner Bros. to improve upon the quality of the transfer. Into the Fire was possibly the worst episode in terms of the inconsistent quality of the shots. Some screens are downright grainy and poorly lit and yet the next can be truly watchable.For the show, 9/10, for the transfer 4/10. Warner Bros. can and must do better for Season 5."
3,Babylon 5,"I still love this series, but this copy was for the birds! Half of them wouldn't play without a fight. If the seller hadn't labeled them ""viewed once"" I might be happier, but it was viewed a lot more than that!!"
2,"Superb series, but poor quality DVD","Babylon 5 is my favorite Sci. Fi. series, and Season 4 stands equal to Season 3 as THE best in the series. I am extremely frustrated, however, with the poor quality of the Season 4 DVD collection, and would dissuade people from purchasing (rent if you're able!). I've had both sound and video issues with Season 4, and despite my love of this series, I'll probably not purchase Season 5 ... it's just too maddening to tolerate the poor/intermittent sound quality and annoying video problems. Extremely irritating that a company would do such a substandard job in a DVD release."
3,"when a review is so hated, it's probably worth reading","I gave B5 Season One zero-stars because it is horrible, and for some reason watched season II hoping for a little entertainment (to no avail) but there is a dedicated fan following, so I tried again with the 4'th and got a little entertainment.The show is still peppered with a few bad actors that make you cringe when they say their three lines. And there is STILL something terribly wrong with those graphics, yet SOME are really good. It's so puzzling, and weird that they would spend so much on set-design and then have that horrible CGI mixed in. Almost everything did improve on my scale (writing, acting, money-shots, etc.) but it's hard to see this show ever being more three stars."
5,GREAT PRICE!,"Great Price, Good condition, hard item to find, butt worth every penny since it is one of the greatest stories ever told."
3,Damaged product case.,"I received my order in a timely and efficient manner, however when I opened it, I found that the actual DVD case was damaged to a point that I would call destroyed. The DVDs themselves were loose, however I would note that I haven't found any damage to the disks themselves. It is a repackaged product so I am not making any claim other than it would have been beneficial if the case had been replaced when it was repackaged rather than just rewrapped. I have ordered previous repackaged DVDs, and they were not in this condition.Thank you for your time. This is not a complaint as much as my simply stating to be aware that this could happen."
5,This book made me laugh and cry...highly recommend.,"I felt like I was soo close to Sharlie, her feelings and thoughts became real to me. I rooted for her, cried, and laughed. I can't wait to read another book by Sally Mandel."
2,"Touching story, but....","This is a touching story, and well written. However, although Sharli was ill, I felt her character wasn't strong enough in mind. With her life basically being taken away from her, I would expect her to be more headstrong and independent in having the best kind of life she could. She seemed easily pushed down into the direction her parents would put her in. When she has a chance to really live, she barely fights for it. Good story, and believable... however, I would have liked to find a stronger character in mind to more actively go after what she wanted, or needed. In addition, I felt her parents were unreasonably hard, and almost unloving. I had to force myself to finish this book, and then was very disappointed when I did."
4,Great apples delivered quick!,The apples where devlivered quick. I was able to bake the apples and have great apple pie for the holiday. Thanks.
3,How do you say a classic is way overated?,"Sure the poetry is great,but these three plays make a small episode in modern terms...A very slow one at that.The three plays:1) Agamemnon: The killing of the returned King and Cassandra the oracle by the wife and the cousin2) The Libation Bearers: The meeting of Orestes and Electra at the gave and the killing ofthe mother and cousin3) The Eumenides: the trial by Athena of Orestes with Apollo defendingAs plays go they are more excess of dialog than action...many too long and very heavy speeches.There are too many questions about the natures of these sins and the justice of revenge when men are the top civil authority in the bronze age, so later plays like these that bring in gods as judges were formulated. These plays survived their age to bring us the Greek ideals of justice,but they fail to keep a modern audience awake!I'm not impressed by Aeschylus' plays compared to other Greek plays that I've read by Sophocles."
1,Only read this if you want to re-read a few times..,"This book was boring, and poorly setup....It consists of too much stupid diction, and the tone fails it in many places.If you have to read this for a class, or are considering a form of suicide, then turn to this book.."
5,"Translation is OK, but probably not the best...","I read this for an ancient political theory class, and while the translation is lucid, it seems awkward in many places and not very poetic. My teacher uses both this translation and another (the Lattimore, I believe) in class, and the latter is more poetic.I couldn't say which is more accurate, however.This trilogy is a classic, though, and is definitely worth reading."
4,text book,a required text for a greek mythology class. I found that I enjoyed greek literature. the book shipped quickly and was well priced for a used book.
1,POR EL AMOR DE DIOS QUE ES ESTO ?,"Con todo respeto a los que le han dado cinco estrellas a este disco y a cualquier otro de esta seudo banda de glam metal, me permito gritar al cielo ¿ QUE LES PASA ? este disco imitador como todos de las bandas de los 80's con extensiones de cabello y trajes rídiculos y letras tontas, no vale un centavo, me parece que el director de mercadeo de la casa disquera o la banda piensa que no habemos verdaderos metaleros que aprecian el metal clásico de bandas como, Judas Priest, Saxon,Iron Maiden etc.Un buen consejo, no gasten su dinero en discos como este."
