class_index,review_title,review_text
2,Too complex to figure out,"We purchased this game because we love Settlers of Catan and Carcassonne, thinking this will be another great board game to enjoy. Unfortunately, we were unable to understand the instructions enough to ever play it, even though we are intelligent, well educated people. We have never had a problem learning a game before this. I ended up selling it on ebay at a loss. It would have helped us if we had a friend who has played it before, and who could explain it to us. I am sure it is a great game once you know how to play, but that is where the problem lies."
5,Puerto Rico is Awesome,"This is a great resource allocation & strategy game. It's a pleasure to play, but you do have to 'invest' some time to learn the game. There are a lot of rules, which seem arbitrary at first, but you realize the genius of the rules later.Game play can take 2-4 hours, so it's a longer game."
5,Great Game,"We entered the world of ""Eurogames"" years ago with Settlers of Catan and have been branching out! Puerto Rico is a great game--easy to learn, enjoyable gameplay, excellent replay value."
4,Puerto Rico Game,The game was complex in a good way. There is one warning that the brown disks clearly represent the slaves. That is the way Puerto Rico is a very real situation that built that nation with good and bad.
3,Makes me a pyromaniac for an evening or two,"""Streets on Fire"" was a fun read with localized flavor and strong characterization. It was probably oversold as linked to ""motorcycle"" books due to its ""motorcycle gang"" angle with the backdrop of the Compton, L.A. riots, but I'm glad I read it and would buy another of Shannon's books.....with about a 6 month hiatus ..... Like many fun reads, certain cowboy or detective books come to mind, they are always more enjoyable when interspersed with other, totally different, books....with my memory, I can then ""rediscover"" Shannon as a writer, if not ""Streets on Fire"" again, and while away another enjoyable evening or two."
5,My new favorite author,"I have been reading John Shannon's Jack Liffey series with increasing excitement - at last, an author who dives headfirst into the complicated and emotionally-charged issues of race and politics, and at the same time writes a hell of a good story. His characters are unique and completely believable. If you love a great story, and are tired of superficial portraits of urban life, I highly recommend a strong dose of Jack Liffey."
2,Why the Kids?,"It's well written and literate, but its passive protagonist and children as heroes/victims just don't engage the reader. Why are these kids wandering around the middle of an urban riot? How does our hero so easily find a child stolen by bikers, who really aren't so bad after all?"
3,Shoulder Pads,The pads are very nice but they are just a little too wide for my shoulders. Need to have some a little less wide.
5,Finally -- a customer-centered marketing approach,"This is must reading for the serious marketing strategist. It's a prescient look at how companies will have to interact with customers in order to break through communication clutter and sustain growth. I plan to use it as a regular reference for strategic planning. The section on customer care is an important addition to the current thinking about marketing communications. I like that it lays out a disciplined process for creating, implementing and measuring effective programs that provide lasting value, not just tactical applications. The last chapter of checklists alone is worth the price of the book."
1,so far I can't get the dvd to even play,"I sent an inquiry to ""beyourowncontractortrainingdotcom"" on their web site so far no response. There's no way on their web page to tell if your request even went thru or if it just deleted whatever you wrote.I've tried the dvd on 2 different computers; so far it won't play period; the menu comes up but nothing else.Not even VLC media player will play it.The disc uses some odd player; ""cyberlink powerdvd""? never heard of it and I wish I hadn't; in any case nothing!Come on ""beyourowncontractortrainingdotcom"" help me out!"
4,Very nice,"it was nice, all that was should have been sold in these packages are bottles of ink but it doesnt cast too much to get ink anyways. Using the pens offers a unique experience and the book fully explains how to take care of them."
1,From Zero to... ZERO (too bad there aren't zero stars),"This ""game"" is completely pricey & completely awful in ways no sane person should be aware of. Don't buy it. It was penned by a madman who should be banned from sane society - forever. The Wraeththus (the main ""characters"") are absolutely unplayable, & for that matter, so are the humans (the other characters). It's a waste of dead tree pulp. I repeat: DO NOT BUY THIS; do yourself (& your sanity, a favour)."
5,Great storyline,After a visit to the island I was totally fascinated with the culture. I will be reading and visiting the island this part of the country much more.
2,One of my favorites,"This is one of my favorite books... I had the opportunity to go to Sapaelo Island and stayed at the author's guest house. It was a unique experience and the books wonderfully shares the life of her ancestors on the island. Heartwarming and funny!GOD, DR BUZZARD AND THE BOLITO MAN:A Saltwater Geechee talks about Life on Sapleo Island."
