class_index,review_title,review_text
5,Unforgettable show,"Especialy for all polish fans (i am one of them...).What more can i say - all songs are groovier and more harder than studio versions and also ""rocking in the free world"" (Neill young's cover) is wonderfull...Eddie vedder is fantastic frotman - his stories telled to the audience are funny and really charming - he is not a star, he is just a normal nice man who just sings and plays in such a famous rock band.....Fantastic show!!!!"
5,One of Chicago's Best,"I personally believe that ""Through The Open Door"" is an original work that greatly showcases the talents of Chicago Jazz Guitarist John Moulder. This work brilliantly displays a great facet of his talent. Furthermore, it presents the shere creativity and inovation in his style of Jazz performance."
1,If only the ink were as colourful as the packaging,"If you plan to print colour, read this very carefully before buying this ink: the colours do not match what you see on the screen - not even close. The colours lack saturation, they tend to have a hue. If you're printing a lot and it doesn't matter what your prints look like, fine. But if you plan to print photos to resemble the real world... Fork out the extra dough and buy the real Epson ink. I know I will in the future!"
4,"So Far, So Good","Ink seems fine and fits perfectly in our printer, an Epson Stylus Photo R340. The only drawback is the printer asks you if you want to proceed, as it is not Epson ink. For what you save, it is worth pressing the button and moving on."
4,"The End of One Band, the Beginning of Another","A fascinating look at the final period of the Yardbirds, where you can hear Jimmy Page already formulating the sound he wanted to get out of a new band.The band's final concert was a few months later, and Page had already done some studio work with John Paul Jones (along with Keith Moon), so plans were well underway for a dramatic change.The sound quality is not the greatest, but you get the feel of the old LES Anderson Theater and what was going on in the NY rock scene (this same night, I was at a Cream concert at Hunter College!).Well worth the price if you are a Yardbirds fan......add a star for LZ fans."
1,I doubt if this is legit,I find it very difficult to believe that the copies of 'Live Yardbirds! Featuring Jimmy Page' being sold here are legit. Only 1000 copies were ever pressed by my company before it was yanked from the shelves and these 'sealed' copies are ALWAYS available here it seems. Buyer beware.Russ GarrettMooreland Street Records LLC
2,Live Yardbirds,"Live Yardbirds! Featuring Jimmy PagePurchse the album Yardbirds Happenings Ten Years Ago 1964-1968 over this album, you will enjoy it much better than the live album, in my opinion. I have been a Yardbirds fan since 1964 when I first heard them on AM Rock Radio, the best years are with Jeff Beck; although I was and still am a huge Led Zeppelin fan, have all their albums. Also a big Eric Clapton fan, love Cream and Derek and The Dominos."
3,Interesting.,"Listeners will find themselves hearing Jimmy Page setting out on the journey to Led Zeppelin - which is worth hearing - but they may be ultimately bored when confronted with terrible sound quality and band members nowhere near as capable as Plant, Jones, and Bonham."
4,liner notes from hell,"For those of you still trying to figure out the reading order of the liner notes, starting with the front cover as page 1, they read in this order: page 2,14,4,12,6,10,8,9,7,11 and 5. Most of the other reviews are on the mark as for performance and sound quality. For Yardbirds fans the historic importance of this release makes it a must have."
3,It was... ok,"This is an ok tool for practice, but hen swung at full speed, I experienced a feeling of dread as the hook flew of and got stuck in the trunk of a tree.Ok for it's price, though I will have to figure out how to reattach the hook to the chain"
2,Better spent elsewhere,"This item is ok for a ""practice"" device. If you want the real deal, buy elsewhere. I will say that it made a decent if not modified template for making my own out of carbon spring steel. It is cheap, will not hold an edge and would probably break with any type of real life application. That said, $20 to practice without getting sliced isn't bad. Needs to be advertised as such."
1,Far too Confusing,"Without the manual you would be lost!The THD of the so called KAM amplifier is far above any other comparable unit available.I think it is a gimmick to hide a cheap amp! Check the kenwood site for the KAM definition. I don't understand why the video connections on the back of the unit are not common with the front (back-video 1-2-3...front vcr 1-2, dvd). The volume control for all the channels is in db's and seems to be able to go into negative values. Having to scroll through all the audio modes with the selector knob is a joke. I didn't use the reciever long enought to understand all the features,needless to say I returned it. Maybe I expected too much from the kenwood."
3,Good Direct To DVD Film,"The Disney Secret of the Magic Gourd is a movie about a boy that finds a gourd while fishing. However, instead of having all of his dreams and wishes answered, his world gets turned upside down, as he learns that when things are earned, it is so much better. No Disney's best (espcially the dubbing), but certainly hold's your interest (and that of your young ones as well)"
3,Whimsical Film For Adults - Children Will Ask LOTS Of Questions Due To Chinese Culture...,"I never thought an animated gourd would be cute, but it is. Kinda like ""The Brave Little Toaster"", this morality story has the main focus on be careful what you wish for... The Chinese culture experience in this tale will have kids that are 6 and up asking questions about ""why are they doing that?"" or ""Is that how Chinese kids are in school?"" - things of that nature... All in all though, a cute morality play that only lacks understanding and little continuity problems due to the ""Americanization"" of this traditional Chinese children's book...Happy Watching!"
3,NOT SO MAGICAL GOURD!,"Nicely photographed in PANAVISION in pretty locations. The musical score is sweeping .However, the film must loose something in translation from the Chinese, because it is not very engaging. The special effects are middle of the road, and will appeal only to kids younger than 5. The movie is just OK! Rent it before you buy it, just in case!!!!!"
2,Not up to Disney's High Standards,"It was difficult to get past a ""Magic Gourd"" Disney has stuck with mainly animals to do magic but to do a squash as magical that is a far stretch. I feel it would have worked better if instead of using western voices and western names of people and the gourd that Disney would have used oriental people who could speak english and also used oriental names. Thank goodness Mulan was not westernized like this one was. I also don't understand the fixation on toe nail clipping. That was brought up 3 times in this movie. A very forgetable story but maybe it is a great story in China however I don't feel it will play in America. If you don't want to be disappointed then skip this one. Also, why are these 11 year olds protrayed with such higher intelligence. It seemed that the math and science projects that they were working on were more for high school students and not elementary school children."
1,Ummm.....just plain bad.,"Less than mediocre writing, an unlikeable main character and a predictible story made this a complete waste of money. Look elsewhere for mysteries with a female sleuth."
