class_index,review_title,review_text
1,A complete dog. Not even completists need this,"This album is many years removed from the string of great 45s (and, truth be told, spottier LPs) that Roy Orbison released in the '50s and '60s, not only chronologically, but also in content. Which, here, can only be described as wretched. There cannot be any question that this represents the nadir of Orbison's recorded career. Though his mid '70s efforts for Monument were nothing to write home about, at least they remained several steps above dismal. This does not. Roy was in the midst of recovery from a heart attack when this was recorded, and one has trouble imagining what might have ""inspired"" him to hop back on the recording track for this dreck. Bad songs, lousy performances, hideous cover photo. This album manages to do just about everything wrong. Why Elektra chose to put this one back into print when so many classic early Elektra titles remain unavailable on CD is anyone's guess.dap"
4,big face watch,"this was given as a gift to a person that requested a large faced brown leather watch, it was perfect!!!! Met all our expectations."
3,OK but nothing to write home about,"About half of the interviews are really interesting. Bravo for devoting such a long time to some of the subjects for their interviews. Don't expect witty reparte from Cavett but at lest he knows enough to shut up and let his subjects do the talking.I bought the series primarily to see the Robert Mitchum interview but alas,that disc was defective."
1,Running on Empty - Stay,"Well, this was a used CD, for 0.36, however I only ordered it for the song Stay, with the outstanding backup vocals. The CD lists 10 tracks, the last one being Stay. Guess what was not on the CD. It had 9 tracks. Not worth returning it, but what a con."
5,Review for As for Dream,"I highly recommend the new book of poems, As for Dream by Saskia Hamilton. Hamilton rethinks how we compensate for finality--in physical death, loss, and even in unrequited love. These poems show how we modify and dissolve absolutes. The last poem of As for Dream, ""The First Evening"" illustrates Ms. Hamilton's dexterity in wheedling the richness of meaning out of an economy of words. ""What was to come?/There was a plank between my shoulder blades/ leaning against the wall inside of me, waiting to be put to use by the workmen/ who come at six and work until three."" Once read, the line speaks of a rest before being put to bodily work, then, the potential exchange of pining for fulfillment, and finally, the easy defeat of hope by time."
3,rude awakening,"Partially its the oversized book, but there is a feeling of too much white space on nearly every page. I like what is here, but too many of her poems in this collection feel rushed and often incomplete or not taken as far as they could be taken. I want half my money back."
3,"PLEASE, PLEASE, GET YOUR HANDS ON THE ORIGINAL.","The original Clash album was released in April 1977. It had the louder and heavier version of 'White Riot', not the lamer single version included here. It also had the rough edged melody of 'Deny', the Mick Jones tale of sex on the London Underground 'Protex Blue', a great manifesto of punk attitude 'Cheat' and Joe Strummer's rant about a bored weekend '48 Hours'. This American version includes the single 'Complete Control' released months after the original album. 'Clash City Rockers', 'Jail Guitar Doors' and 'White Man In Hammersmith Palais' were all released as or on singles in 1978 and 'I Fought The Law' wasn't released until 1979, two years after the original album!! Don't get me wrong, all of these post April '77 songs are great in their rightful place, but this packaging makes this US version essentialey a compilation album. For the true Clash sound of 76-77 get the UK original."
4,Great Music; Punk Attitude,"One of the great myths of punk rock, dispelled on this CD, is that punk rockers were lousy musicians. The members of The Clash would have you believe that they just picked up their instruments on Monday and recorded this album on Tuesday. But listen here to the great guitar work on ""Clash City Rockers"" and ""I Fought the Law"" or any number of other cuts. The guitars still sound fresh and out-front more that two decades later. Beyond that, The Clash were not just a bunch of guys making noise. A song like ""I'm So Bored With the U.S.A."" is both rocking and melodic. Naturally there is plenty of punk attitude to go around; witness songs like ""(White Man) In Hammersmith Palais,"" ""London's Burning,"" and ""Career Opportunities."" Epic records has re-mastered and re-released this CD with up-graded sound and packaging. There are also two versions of this CD-The U.S. version and the U.K. version. Check the song selections of each to see which one you prefer."
4,The Clash emerges...,"Buy this album to hear the raw power of one of the world's great bands. Although usually classified as a punk band, the music of The Clash is much more complex than its peers and crosses over multiple genres. In later albums (i.e., ""Combat Rock""), the band loses its way and gets caught up in lame power pop, but this debut album is strong. You can hear the early influence of ska and reggae on ""Police and Thieves"" and ""White Man in Hammersmith Palais"" and feel the energy that will inspire 20-years' worth of punk, grunge and heavy metal bands."
3,pretty good for PDA & pages,"I got this planner because I just got a PDA but wanted to keep using paper for other important stuff and taking notes. The planner works as it should, but it's not perfect for me. The PDA is held in by a clip that clutches the PDA on either side, but my PDA has an battery expansion pack on it that makes it difficult to fit into the clip. The planner is also very thin with very small rings on the binder, so you can't put in a lot of pages, and with my PDA's expansion pack, the planner almost doesn't close.This planner would work better for someone with a regular thin PDA and not much paper."
1,Save your money,"I bought this item because I liked the feature of being able to charge in the car or home. From the time that I charged them and put them in my Canon the battery indicator always blinked meaning that the batteries were low. I tried charging these many times. Don't know if the charger or the batteries are no good, I think it is the charger. I bought a Sony charger and batteries and have had good luck they are outstanding and last a long time! I charged the CTA batteries in the Sony charger and now I use the CTA batteries in my flashlight but won't put them back in my Canon."
