class_index,review_title,review_text
1,Abysmal,"I purchased this unit for fifty bucks and still overpaid. Only bought it to listen to some old 50s and 60s vocal 33s I own, so wasn't expecting very much. The sound quality is just terrible-so tinny I couldn't listen to it. I'd recommend a good vintage 60s or 70s record player over this one. Avoid this and if you must buy, get a cheap remaindered or refurbished one."
4,Does the job but does not look like the picture,"I bought this for my husband as a gift. He absolutely loved it! BUT I was a little disappointed - if you are concerned about the aesthetic of this item (as I was), the tan colour is not as pictured - the colour is more of a brown colour. Also, the item I received does not have the Crosley logo inside the lid.. All in all though, it does what it is supposed to and my husband was happy with it.."
2,unreliable,"i got this record player for christmas, when i opened it i didnt notice the paper that said you have to click it to the right to start it and i spent quite a while trying to figure it out, i think they definitely should have put a switch to start and stop it instead of having having to pull it all the way to the right. after figuring out how to start it, the first problem arose, the part that lifts up the stylus for 45's was getting in the way of the record, and like 90% of all records, it was slightly bent, so when i played a record it would bump into the part sticking out, i ended up cutting it off because i couldnt play half the albums i had. now today, i was listening to a song and suddenly it stops half way through, whatever mechanism that makes it stop at the end of records got moved up so the thing stops spinning half way through the record... i dont know how easily fixable this is, but for the $100 i paid, crosley should make a better quality product for that kind of money"
3,"Overpriced, tracking force will degrade your records FAST!","This record player is a neat idea, however it was manufactured cheaply. There is no adjustable tone arm, and the tracking force (the force the stylus, or needle places on the record as it spins) is over 7 grams which amounts to several times the optimal tracking force. This will cause rapid degradation of your vinyl and the many of the tones will be muted out even if the record is in good condition. It's better to spend your money on a second hand Goodwill or Salvation Army turntable with an adjustable tone arm, buy a new cartridge, a stylus tracking force gauge and connect it to a phono amp or a receiver."
1,Plays too fast. ALL THREE that I purchased.,"To make a very long story very short, I first purchased from Crosley their 4 in 1 turntable. It played too fast. Closer to 35-36 RPMs, making everyone sound like they were on helium.So I returned it, and purchased the Crosley portable turntable in black. It also, played too fast, closer to 35-36 RPMs.So I returned that one, and purchased the Crosley protable turntable in tan, the product you see here. It also, ran too fast.The jist of it? Crosley turntables are poorly made, with a total lack of concern for proper playing speeds. As long as you don't mind (or won't notice), your records playing about 10% faster than they should be, and your singers sounding like they are on helium, by all means buy this product. Otherwise, look elsewhere."
1,seriously???,"i bought this model back in 2002 and recently dusted it off to spin some 78's that were left to me. i was so excited to listed to these great records but was quickly disappointed when the player wouldn't operate...and then i remembered, it never really did work properly. after several minutes the unit develops a loud hum and if you turn up the volume, it just gets louder too. the arm slides across the vinyl and or completely stops the table from spinning. i can't see that it's worth it to even have it fixed. so, i went online to look into buying a new record player and read all the great reviews for crosley...i almost bought a new one until i looked at the brand of the one i have & discovered it also is a crosley. no sense buying another piece of junk.save your money..."
3,Expect what you pay for,"This record player was adequate for playing records, but it does seem to be made out of rather cheap parts. It was dissapointing to get it and not have it work properly from the very start. The first record I put in there would not play past the first two songs, because the automatic shut-off was not set properly. Fortunately, I was able to take the thing apart and fix the problem. It has been functioning fine after that, but I really think that it's poor assembly shows how well the quality control was for this product. I can not comfortably recomend this product for someone who expects a good quality machine."
4,"yup, i like it.","it's not top quality, but i wasn't expecting that.it works well.the tone knob is key, use it to get better sounds.yup, i like it.if you want a cool looking, but totally not authentic BUT USEABLE record player, this is an OK choice.Im not disappointed."
4,Almost Perfect,"This item is a wonderful machine for educational programs. It has settings for all three speeds. Unfortunately, the cord and adapter do not fit inside. We had to sew a bag which attaches to the carrying handle in order to keep the cord with the product. Seems kind of labor intensive for something we paid so much money for."
2,Sad all day long!,I was so pumped to get this record player! I played my 78s and 42s for a good two weeks before the thing just took a steaming dump on me. The speakers went out on the thing! This would be a good option for someone that wants to play records every once in a while. If you're planning on playing records a lot this is not a good option. I don't think that this is what it's built for. Record junkies beware!! p.s. i'm sendin this sunovabiatch back :(
4,Nice little unit,"If you are looking for a no fuss vinyl recorder player, this is definitely the choice. The build quality is what you would expect from Crosely and although there was more plastic parts than I had expected, it doesn't show up in sound quality. The built in speakers are better than I had anticipated and over all if you are looking for a portable and good looking unit, I would highly recommend that you purchase this player.I would further suggest that you buy a slip mat (I'm very particular about my vinyl) just to give more sound definition and to protect your vinyl form the rubber feet that are on the turntable.Keep in mind that this is a little unit that isn't for high end users. It's suited to those who just wanted to listen to records without all fluff that some of the more high-end players have.Personally I am in love with mine and nothing beats listening to your favourite music on vinyl."
1,Disapointed:Got what I payed for,"As the man in the first review said that you see: you get what you paid for! The case on this looks great but I plugged it in and turned it on and the turntable didn't turn. Dang, I got what I paid for!!!! $113 is too much to loose and I'm getting my money back!!!"
1,Third crosley not a charm,"The first crosley was an all inclusive, turntable, CD, Cassette deck cool look....... 3 months later each component failed one at a time. second crosley I bought for my daughter to listen to some old Records i had when I was a kid. By the end of a year i was tired of putting the Belt/ rubber band back on the turntable. Instead of me throwing it out in frustration i threw it out because it just died shortly there after. Third model (this one) i currently have, very basic, same deal, for kids to listen to records. Currently we have to wedge a block between the cover and the on/volume knob to get it to work. Now it seems a lot of people like this model but perhaps the honeymoon is not over yet. Crosleys look good and structurally seem durable enough but if you have to disassemble one (over and over) the cheapness of the electronics becomes quite apparent. If your first crosley fails, try a new brand.... a third crosley is not a charm."
5,You won't stop laughing!,"This is a great game for just about all ages. Brings out the imagination in everyone. We laugh a lot when we play this game. Great as an alternative to TV, computer, etc. Brings the whole family together!"
5,Lots of Fun!,Bought two sets for my children/grandchildren.Have great fun playing with them when I go to their homes.Lots of laughs and they get to use their imagination which is great!
4,fun game,This is a fun game for kids. Lets them play out things instead of just sitting and tossing dice. Mu daughter had a blast and it has become one of our regular games now.
4,Charades... Can't go wrong!,"The board game itself makes it a point to keep track of how well each player is doing over all and who ever does best at guessing and performing the acts will move faster on the board. Frankly, if you have older kids, the game is pretty good just for the sake of the variety of charade options it can give you. My kids and I just sat through going through the cards and performing each card in full. I would say you are likely better off just getting it for the ideas simply for kids."
2,Not worth it for 50 cards,"We bought this game (maybe obviously) because we were hoping to play charades with a child who can't read yet. We are a frequent game playing family and so went through the 50 picture cards in just a few rounds. The kids were really excited about this game in the beginning, but now that we're back to whispering in the hallway and trying not to hear each other, we all get frustrated and frankly don't choose it much anymore."
2,My Poem,"Dreams the dreams only you can see I could, of, course, also just stand on my head take my hand and fly across tonight with me never get out of bed I now wonder if in bed be the link to dead. For the horror of love is waiting for you or will the waking be a rebirth of my thoughts then cry this poor tear out of my eye or the inntension of being kissed by you and never kissing n-e one else."
4,The Labrynth of our Minds,"This is a story about general Simon Bolivar as he travels from port to portreminiscing about the people and events that he has encountered in his lifetime. The author communicates these events through Flashback, wich if it weren't for the author using this technique then the book would be very short and uneventful. He remembers the in his life and how they have affected him during his lifetime and during this voyage that he expects to be his last, as this Tired, sick, old man tries to find a place to spend his final years in peace.In my opinion the reason this book is called what it is, is the fact that they are portraying the general through his own mind, therefore the General in his Labrynth. The reader unfolds this long, dark, twisted hallway of the generals mind, reading about the people and events in his life, and also discovering the type of man that he is."
5,An Amazing Man: And A Masterful Blending of Fact and Fiction,"With the style and eloquent language that earned him the Nobel prize for literature, Marquez weaves a stunning story of glory and despair. Both real history and Marquez' imagination let us enter the world of Simon Bolivar, Liberator of South America, in all his humanity - good and evil.Bolivar drove the Spanish out of South America, dealt with treachery from his own compatriots. Once hailed as a hero, he is now scorned and reviled, and fighting his own demons, he refuses to die quietly.We are given a glimpse of the genius and foibles of the man behind the legend, as we accompany him on his last journey, accompanied only by the loyal remants of his once great army.It is almost guaranteed that after reading this book you will want to travel to South America and to read more about the places and colorful characters who come to life in this book"
3,TIRED,"This book, reviewing the last days of a great man, is very sad and drawn out. It has the nightmarish, dreamy, other worldly qualities found in the author's writing but the book dragged. Events were slow in unwinding with no climax. Maybe that is the way life ends for a man who has lost greatness and succombs to illness."
4,Labrynth By Seamus And Aaron,"This is a story about general Simon Bolivar as he travels from port to port reminiscing about people and events that he has encountered in his life time. The author communicates these events through flashback, which if it weren't for this method of writing, the book would be very short. He remembers the people in his life and how they have effected him while he is on a voyage to try and escape his old life.The reason this book is called what it is, is because the labrynth the title refers to is the generals mind. The reader unfolds this long, dark hallway of turns and doors as the book progresses discovering new people and places the general visits."
5,Bought it for a class,"Ended up being inspired by it. Marquez is a writer who has inspired so many through his writing and since reading this, I can see why."
3,Marquez Mystique,"I am glad to have read several of Gabriel Gracia Marquez' books, given they are considered great works. I found them to be compelling (I never wanted to put the book down), and yet, I don't feel I am able to adequately appreciate his material; I think a better appreciation requires more knowledge of (or at least exposure to) his cultural context. There's something about his writing TONE that makes the reader want to be very sympathetic towards the characters. However, I never really felt I understood them."
1,SeductresS,"Although GABO is my favorite author ... But this is his worst book ever ... Go for 100 years of solitude, love in the time of cholera, in evil hour or any of his great novels ... But not this one"
3,"Solid, But Certainly Not His Best","For those of us who have come to love Marquez, this book comes as a slight disappointment. The story of Bolivar's final journey and his relationship both with a myriad of women and with his servant is full of interesting insights and anecdotes, but lacks the kind of beauty, especially in respects to setting and language, that his previous work displays. Maybe it's because he was trying to honor or at least chronicle an important figure in South American history, but the novel seems too confined in scope. Marquez is forced to confine his normally tangential and often beautiful descriptions to the life of a celebrated figure. That being said, this book is still a fascinating read and better than most of the novels on the market today."
5,Get you kids to read these books... They'll love them.,If you're looking for a series to make your kids think without knowing that they are... this one is for them. Very well written series that will increase their vocabulary in leaps and bounds while thoroughly entertaining them and keeping them on the edge of their seats the whole time.
5,Love it,"Small, fits perfect in my living room. Searched different stores and found the best deal on amazon.com. I waited a few years to buy this and im so glad I did."
5,Godparent gift,Given as a godparent gift and truly represents how I feel about my son's godmother. Shipped and arrived in great condition
5,So beautiful!,I give my grown daughter a Willow Tree angel every year for Christmas. She had her first child this year and this angel was perfect for her. She got tears in her eyes when she saw it and said it will be placed in her baby's nursery.
5,Beautiful for decoration,"I bought this for my nieces baptism. We used it to decorate the table with the cake and chocolates. It looks very nice just like the picture. The quality is very good, I would definitely buy another one."
3,lazer moon was the movie but it is not a good movie,this move was not very good you do better looking for something else cause it wont grab your attention and you be a sleep in a few min
3,Great for the Price,I love archos pvp's so i thought i would check out their mp3 players. I love the way music is put on and taken off the unit (drag and drop is the only way to go)! The only problem i have found is that the screen is cheap and has very poor picture. Other than that is seems like a good unit so far.
3,Decent slipper,"For years I've worn the Romika slippers, but they don't make them anymore. So I've tried the Europedica slippers. They look just like the Romikas, but they don't have the arch support or feel of the Romikas. Still, they're the best substitute I've found so far. I can still stand on them for a long time without my feet getting tired."
2,Don't bother if you have already tried the Romika brand.,"I also ordered these thinking they were the Romika, mokasso 102 for women. And, I returned them. They did not feel at all like the real thing, the romika's. I am really disappointed they are not making these anymore! :("
2,what built-in arch support???,"First of I ordered them from the Footsmart catalog and not from amazon, the reason I mention this is because I want to warn you all that they do NOT pay for return shipping! I had big expectations for these because of the high price (I usually never pay more than 25. - for any house slippers)I specifically wanted good quality slippers with a great built-in arch support ...as far as I can say is it does not have any arch support! I also don't consider them soft or cozy; they feel rock hard on my feet. They are definitely not worth the money and are why too overpriced. 15. - walmart slippers are 10 times better than those. They only good thing about them is that they look good and the none slip rubber soles; at least you can't fall on your butt to easily when you walk on tiles or wood.I would say save your money."
1,Not as it appears,I bought this show because it was the closest thing I could find to the Romika's that I'd had and wore out. I could no longer find the Romika's so I tried this shoe. The Europedica was ill-fitted with poor construction. Bah Humbug!
3,Imitation Romika,"In twenty words or less, they are a good imitation but not the real thing.Otherwise they are a good slipper if you are looking for this kind."
3,Not best choice for plantar faciatis issues,"My only complaint is that they were advertised as having arch support and specifically, good for plantar faciatis issues. Not exactly true, although, they ARE significantly better than the average slipper."
2,Not enough on DTS,"This is the first book to come out on DTS that I'm aware of. Unfortunatly, this book is heavily focused on the development of VB apps that work with SQL Server. There is a pretty good DTS object heirarchy in the appendix, but the 2 chapters on DTS cover only the basics."
2,Very VB oriented -- Pretty light on DTS,"I bought this book to assist me with a project that required moving and manipulating data between heterogeneous data sources. DTS seemed to be the right tool to do this and that proved to be true in the end.However, this book was not a great assistance. The authors fill the book with various VB examples, which would be great, if I was augmenting my DTS packages with VB - but I wasn't. Rather, what would have been of great, are examples of raising errors, handling non-tabular input and output, and any nuances not revealed in Microsoft's help documents (which ended up being my main source of help).In short, unless you are looking strictly for VB answers to DTS questions, I'd wait to see what other books come out. And they will, because DTS actually works great once its set up correctly."
