class_index,review_title,review_text
2,Kind of a let down,"I thought this movie would be as good as the Batman and the Redhood movie, but it wasn't even close. This movie could had just been a regular episode of the JLA TV series.This movie failed to keep my attention many times. I just couldn't get into it. It seemed too well scripted to the point, you know the JLA will just find a easy way to fix all the stuff that is hurting them. Then, it happened. Every member of the JLA that had fallen to the Evil bad guy team, came back very easily...too easily.Half way though the movie, I pretty much wanted this movie to end. It was so boring to watch. After the half way point. I already knew that the JLA will just go find the evil team of super villains and take them out with ease. Which was exactly what happened.People should just rent this one. It's worth a rental but not a buy."
2,Great Expectations,"It wasn't all I hoped it would be. This movie could have and should have been a lot better, but so many plot holes and head scratchers leave you well, scratching your head. If you absolutely have to see it, don't or get some sucker to buy it and lend it to you - not worth the money."
3,What If...,"Decent enough movie but it lacked some of the luster of previous JLA themed movies but being a collector of all things Wonder Woman and some DC characters and memorabilia, it is a must have."
4,more more more,"I've already watched this twice. My all time fav super hero is the Bat. Can't have enough of him. He was great in this feature. I suppose, the only reason I didn't give this a 5 star is *SPOILER ALERT* I wish a little more of the background of how the Legion of Doom were able to figure out that Batman had this contingency plan. I suppose, just knowing your enemy, it should be enough, but I wanted more of an explanation.Also, I'm just tired of the old kryptonite, to make the fight against Superman a challenge. Just gets old.Keep on bringing it DC!"
3,Kind of Meh,"My review of this is relative. Not as good as ""Batman/Superman - Apocalypse"" or ""Batman: Under the Red Hood"". Not as good as ""Justice League: Crisis on Two Earths"". Kind of bland and boring in comparison."
5,Fabulous... one of the best!,"A long awaited movie, the last from the esteemed Dwayne McDuffie and a fine example of his work. I highly recommend this movie for any comics fan!"
3,The artwork needs work,"Given the artwork shown on the cover, I was immensely disappointed with the artwork in the film. That said, the story was okay, all-be-it overdone retelling of immobilizing Superman with a kryptonite bullet to the chest. The high point of the film was the cast, all of the voice actors did credit to their roles, most of which have performed these characters in the past. Not bad for a rental but hardly a piece I would invest money to add to my collection of films."
2,PURCHASE JLA (Book 7): Tower of Babel by Mark Waid INSTEAD,"Just finished streaming Justice League: Doom. Trust me on this. Purchase the trade paperback JLA Book 7; read the comics. Rent it or stream it if you are so inclined but don't buy the DVD. The movie is loosely based on Mark Waid's well-received 'Tower of Babel' storyline. It's dramatic, gripping and thought provoking. I don't want to spoil the story because I can not compare the DVD to the comic book without revealing too many details from both. However there are quite a few changes & alterations from the original source material which appear to be done just to coincide with the reboot of DC's Justice League comic book series. For $10 dollars you can purchase the complete Tower of Babel story which this DVD is based on.This is a great read.JLA (Book 7): Tower of BabelJustice League: Doom is a so-so film."
1,sooooo annoyed,been buying Dc animation series and films from the states because the not sold in ireland and this is the first one to actually be protected by a region code :( was really looking forward to watching it
1,avoid ultraviolet digital copies,I have emailed flixster several times since the beginning of the year and no response. I will therefore try to make my voice heard here. Avoid any ultraviolet product like the plague. Difficult to use and terrible customer support.
1,love the movies----hate UV!!,"I have greatly greatly enjoyed the DTV DC movies. However, this UV copy thing is a complete and utter joke!!! As many others have said, you basically don't get a digital copy at all. Most of the time I watch a digital copy of something is on a plane with my laptop or iPAD. I think the term COMBO PACK is extremely misleading. What they mean to say is ""pay extra money and we'll sell you a blu-ray and some swampland in Florida!"" No thanks UV copy."
3,Justice League: Doom summay,"What I seen from the up coming trailer is Vandal Savage is behind a plot to assassinate the Justice League, buy hiring quite a few villains, that include, Bain, Queen from the Royal Flush gang, Cheetah and Star Sapphire, just to name a few. I look forward to purchase this DVD for my collection."
1,Short and Sweet,I've purchased the DVD or Blue-ray combo of nearly every DC animated presentation so far. I won't be buying this because of the Ultraviolet digital copy. I'll be renting instead.
5,One of a Series of Victoria CDs by Hill and the Westminsters,"Over the years, from the mid-1980s, beginning (I believe) with 'O Magnum Misterium' and 'Ascendens Christus in Altum,' David Hill and the Westminster Cathedral Choir have recorded a good number of Victoria's motets and masses. All of the performances I've heard, including this CD of 'O Quam Gloriosum' and 'Ave Maris Stella,' some of Victoria's most beloved music, are stunningly sung and recorded. The Westminster Choir's boy trebles give these performances an ethereal quality that raises these performances above the usual level. This is astonishingly beautiful music in remarkably effective performances by these forces. I would also heartily recommend the others in the series.This is music and these are performances that people who don't ordinarily like classical music, or people who aren't particularly religious, can listen to and enjoy endlessly.Highly recommended.Scott Morrison"
5,Singing as no other,"All Hyperion productions are of the highest level. This one is no exception. Excellent, atmospheric sound with David Hill, a master of post renaissance music, leading the Westminster Cathedral Choir in an great performance of some of Victoria's best known music. The excellence of the production was awarded with a Gramophone award. If you listen to it you will know why."
