class_index,review_title,review_text
2,Bible,"I received this product on time. WhenI got it, I did not like the shape it was in. You should never sell books, especially a Bible that has stains on the pages. It looks like someone spilled something all over it. Outside looks good but not inside."
3,"Lovely edition, but binding is inferior.","This is one of my favorite bibles. The mother's devotionals are thought provoking and help to bring the scripture into my everyday life. However, I have the paperback version and the binding fell apart rather quickly. I carry my bible with me and this book didn't hold up to every day use."
4,Perfect for busy young mothers,"I ordered this Bible for a friend having trouble keeping up with her older boy, and her infant son. We've shared devotionals before, but nothing as pointed and helpful as the entries in this particular book. I recommend it as daily reading for any mother."
4,Jersey Garden Glove With Dots,"These are really nice looking gloves. In fact, when my husband saw them, he said they looked too nice to use for gardening. They fit very comfortably. I think they are just wonderful and at this price, they can't be beat."
5,a great buy.,"this projector is one of the finest I've seen for the money. Its easy to setup and use giving a bright picture and all the adjustments are easy to understand. The owners manual is ok but unless you've been in asia a difficult manual to read and understand. For anyone looking into projectors this will make a great first projector, I like it! the freebees are great too!"
4,Works like advertised,"I added this as a second projector in our church basement. Note that there is no way to adjust the picture size other than to move the projector itself. It does work like advertised, and has a good picture, (you may need to darken the room if you are going to use it in the daytime) and even has built-in speakers. I tried it first, and then opted to run plain 50 foot stereo cable with RCA type plugs, not video cable, and the picture is still very good. The direction booklet that came with it is 99% useless. (Example: When use the remoter.)The shipper could not locate my house, even though we have had hundreds, if not thousands of deliveries using the same address. The seller found out what the holdup was on the delivery, and was very helpful. All in all, I would buy another one or recommend this to anyone else - with the notes above."
3,great projector for price,"ok picture quality, good price for what it doesif the picture gets over about 106 inches then the resolution is to low to watch properly (it looks to pixelated)"
1,Stops working quickly,"Well, I really hate to change my review. I posted a stellar review after one week of use. It was a great little projector for cheap! Unfortunately, the latter part caught up. Projector stopped working after a few weeks of light use. Shipped it back and received a replacement... which also stopped working after a few weeks. I thought this would be a great projector for movies and games for the family, which it would be - if it worked for longer than 2.5 weeks."
3,you get what you pay for!,This was a purchase that im happy with but not totally amazed .....this is a 720p projector its good but i would only suggest this if you just plan to use for mainly movies and tv i put in my Xbox 360 to hdmi and it was good but not amazed but it did improve my gaming experience abit i do wish it supported a higher quality ......if i can do this purchase again i would spend alittle extra for 1080p or get something DLP any questions leave a comment
1,Don't be fooled by price,"Bought this projector thinking it was a bargain but it turned out to be a big bust. It is huge and bulky. It has no warrantee. If you open the packaging in any way, you are stuck with it and can't return it. The machine gives off massive heat. It's resolution/pic quality reminds you of a tv monitor from the 90's. The manufacturer greased the lens so that when you try to focus the image, you get grease on your hands. Next time I will buy a name brand. I have yet to figure out the name of the company that made this projector as it is not on the machine at all. The instructions are actually written in broken English. The projector now sits unused in my house. It was a bad investment of my money."
