class_index,review_title,review_text
1,Toxic fillers do not make for a good product,"While everyone here is giving this 5 stars I must say that the OTHER ingredients in this product are potentially harmful. There must be a time-released Magnesium product without all the toxic junk in it. In addition, the calcium is carbonate and is as good as chalk - it is the cheapest and has the worst absorption. Cheap ingredients make for a cheap product!SLOW-MAG is the same thing!Here's the full list of ingredients-- Ingredients: Magnesium chloride, calcium carbonate, dibasic calcium phosphate dihydrate, hypromellose phthalate, microcrystalline cellulose, talc, titanium dioxide, croscarmellose sodium, stearic acid, povidone, triacetin, magnesium stearate, acacia, maltodextrin, hypromellose, shellac, FD&C; blue #2 aluminum lake, mineral oil, propylene glycol.If anyone finds a time-released MgCl without toxic chemicals in it please post it."
1,Mag64 has toxic engredients ! should be baned from amazon !,"this product contains TALC...TALC causes cancer !! read the list Ingredients: Magnesium chloride, calcium carbonate, dibasic calcium phosphate dihydrate, hypromellose phthalate, microcrystalline cellulose, talc, titanium dioxide, croscarmellose sodium, stearic acid, povidone, triacetin, magnesium stearate, acacia, maltodextrin, hypromellose, shellac, FD&C blue #2 aluminum lake, mineral oil, propylene glycol...donot buy this product !"
2,water volley ball,The net is too weak. It broke very soon after we got it and I cann't find a replacement.The sides are also weak.
1,CCGJBG,THIS TOY IS NOT DURABLE AT ALL. THE NET BROKE IN ONE DAY AND WE NEVER EVEN PLAYED WITH IT. THE WEIGHTS THAT COME WITH IT GOT A HOLE IN IT IN ONE DAY ALSO. THIS WAS A WASTE FOF MONEY. WE NEVER EVEN GOT TO PLAY WITH IT. DONT WAIST YOUR TIME OR MONEY! LOOK ELSEWHERE!
1,Waste of Good Looking Women,"This film is so bad, I know it was supposed to be a sexy spoof, but they barely showed any nudity and very little sex. And the sex they showed was awful, come on Europe, I thought you knew sex!!!"
4,XP remake of old titles is fun but not as good as the original,If you had any of the three games in the pack on Windows 95/98 it was better than these. The games play just as well but a lot of things are missing in the set up as well as there is no instructions packed with them. There may be instructions on the disk but because I already have them I didn't need instructions. But in any case these great games are now playable on Windows XP and were not before.
3,Sub command is ok,"I must have spent a couple hundred hours on sub command before getting bored. Thus, it is worth the price. I found the other two games uninteresting."
2,Needs extensive patience and the manual needs to be a thick as the yellow pages to offer adequate help.,Needs extensive patience and the manual needs to be a thick as the yellow pages to offer adequate help. The learning curve is immense.
2,sim games,the navel combat pack game run is too flat for my tastes graphics are not up to what i though they would be
2,Doesn't work well with windows 7,very cumbersome to play.. controls are hard to use and windows 7 doesn't like to run it. wouldn't recommend to anyone
3,My opinion,well rounded games with moderate difficulty and good accuracy as far as time period assets. Game is fun and I enjoy it a lot
1,Hard to fathom,"I have played the tutorials a few times, but this game is a lot more about planning and figuring than about action game play. I was expecting to blow ships out of the water, not to learn about plotting intercept coordinates or assigning tracking vectors.Really bummed. Wish I could get my money back."
5,Lens Cap,I have used lens covers similar to this in the past and like them because they are attached and you don't need to worry about losing them. I am happy with this lens cap and the service was prompt and good.
3,OK,Screws onto end of tube adapter so must be taken off for widest angle pics. Other than that inconvenience it is fine but overpriced with shipping charges added in.
3,"Good idea, bad execution...","I was really excited about this product. It sounds like a great idea: a quickly-removable lens cap that won't get lost.The problem is that the fast cap's diameter is much larger than the lens filter, so it sticks out well past the barrel of the lens. This makes it unable to fit in my lens bag and much more likely to be accidentally torn off the lens violently by getting caught on something.If they would just make the cap the same size as the lens it's supposed to protect, this would be the ideal lens cap. Until then, however, I'm going to stick with the original cap."
1,"Pretentious, Obsure, and Obnoxious","I absolutely agree with the other one star reviews. This book is way overhyped and overrated. Some interesting passages and a good character or two but the rest is very tedious, etc, etc. The author does have a good way with words but no sense of story telling."
3,dated,"If I hadn't read The Egyptologist (which I thoroughly enjoyed) first, I wouldn't have gotten very far into this novel. But I knew from my first experience that Phillips is a slow starter, so I kept going. Unfortunately, for me this book never did really get going, and reading it 10 years after publication and 20 years after its historical setting, I found it quite dated. And I don't find the writing good enough to help it transcend its being categorized as a topical novel."
2,Disappointing Read,"I bought Prague because of several extremely favorable reviews I had read and because of the subject matter (I'm an expat living in Bangkok). Yes, I finished it, but it was a struggle. Some parts were truly entertaining and engrossing, especially the life story of the Hungarian publisher. However, I never figured out what the critics saw in the novel and my main reason for finishing the book was to try to discover what I was missing, a task which did not end successfully for me. The book simply went nowhere and the ending left me believing that either the critics were wrong or I was inadequate to the task. With all the great books to choose from, I now wonder why I didn't just close this one after the first few chapters. It never got any better."
1,Why Oh Why Did I Finish It?,"Who are these ""literary critics"" that seduce us into reading dull books like this one? As I plodded on, one dull page after another, each one well- but thoroughly-overwritten, I looked for some interesting plot development, some fascinating character, some hilarious dialogue, that would justify what those literary critics were saying. No such luck. What I found in all those pages was a group of uninteresting, unlikeable, aimless, hungover expats wasting time in Budapest (some law should have prohibited this book from using the title Prague). As my wife said after my second round complaining, why don't you just put it down? That's my advice to you."
1,Falls Flat,"A promising first page, then the disrespect takes over. I use ""disrespect"" because it's clear the author doesn't think much of his readers. We spend our hard-earned money on this book, and this is what he gives us? Snarky phrases, sentences with all style and no substance, and some sort of post-modern plot that's so boring it actually made me long for a pulp novel.I won't give this book anything other than 1 star, because even though it's a debut, and even though writing a book is hard, and even though, even though...The author is a professional writer. As a reader I expect more. Stop trying to show off and give us something we can sink our teeth into."
2,One of few books I was bored enough with to quit reading,"After more than a third, it seemed we were still in character development and nothing happened. Mind-numbed boredom overcame me and I gave up. About as enjoyable as someone's home movies."
1,Vastly Over-rated,"Here's a case of PR triumphing over content. It's a debut, he's young and photogenic, and the critics go into rhapsodies. Yet the book is 100 pp. too long, and its focus is off. The only truly interesting people are the minor characters, the Hungarians. The Americans are boring and empty. Yes, that may be the point, but writing a boring and empty book about such types is, well, boring. And did I mention empty?"
2,Disappointment,"I have to say that even though this book at times made me chuckle or sit back and think; it did not inspire, entertain, or on any level feel as if it was a great book.The novel fails on many levels to actually have a story line. You do become fascinated at times with the character development but you are left at the end saying ""so what"". The novel soon becomes almost tedious to read. The saving grace is Phillip's ability to make a few lines or thoughts stand out to keep you reading."
1,Are you kidding me?,"Since I enjoy reading just about any genre, I was surprised how much I hated this book. It did not seem to have a clear beginning nor an ending. It was confusing all the way through...jumping between characters and time spans sporadically, even dumping a character with never a clear explanation. Nothing in this book is clear. I think the author enjoys hearing himself talk in as many out of circulation words as possible, which only muddled up the flow or lack thereof in his writing. He should stick to game shows or manuals or something. Novels...no. Who was his editor????? Wow."
3,Magyar Melrose place,"This book starts out great. Phillips really has a handle on Hungary in general and after-the-fall Budapest in particular. (I say this as a Clevelander with hungarian blood, who is married to a Transylvanian Magyar, who visited Budapest in 1990, who went to grad school with the author's brother (I think)....). The characters are compelling and well developed. BUT, about halfway through the book it becomes ""all about sex,"" and this goofy publishing house takeover deal. I was waiting for Heather Locklear to get off a MALEV flight from LA to kick some serious butt."
3,PRAGUE,"PRAGUEBY ARTHUR PHILLIPS--------------------------------------------------------REVIEWED BY JOHN M. EDWARDS--------------------------------------------------------Now here is a book called ""PRAGUE,"" which really is about Budapest.Need we say any more?--John M. EdwardsBIO: John M. Edwards is an award-winning ""stringer."""
2,Like Chalk Pastry,"The book provides a number of colourful descriptions of the city that was also my domicile for 4 years. However, such attractive appearances, like many things in Budapest (the pastry, the cuisine, the storefronts, the women, the building facades), are really just masks over deficiencies of substance within."
1,Prague? Does this guy know where he's at?,"This book was an utter waste of time. For once I regretted my mother's upbringing of finishing what I started. I bought this book because of it's stellar reviews and because of it's cover, thinking I'd get a good read about my beloved Prague. I was shocked to find that despite chapter headings to the contrary the entire book takes place in Budapest with characters one couldn't care less about, who are into drinking, sex and sordid art.Budapest being as beautiful as it is and being called the Venice of the East one should think the author could have found more beautiful and interesting things to write about.I thought about selling this book used so it wouldn't waste valuable space on our bookshelves, but I can't do that to my poor fellow human beings... Even 1* is too much - it should have been a total 0!"
1,No No No!,"This book was dreadful! I hate to not finish a book, so I continued to work my way through it wondering when it was going to end and put me out of my misery."
1,Couldn't finish it,"This was the first book I did not even feel compelled to finish. I purchased it for vacation reading and hoped to enjoy it, but did not. I did give it a fair shot, however, the story seemed to be conceived and delivered in a fog; the language seemed labored. I can't imagine this was a pleasure to write---it certainly was a painful read."
