class_index,review_title,review_text
1,"Not effective, since it has power source to keep steam activated","This inhaler is pretty simple - put some hot water in a container with a vicks pad or vicks VapoSteam and slap an inhaler over it. Works for about 5 minutes until the water gets too cool to produce steam, then you must repeat steps. Too much work for too little return. I'm ditching this for the electric personal inhaler, which I'm sure will work more like a big vaporizer (huge fan of those big ones, but very difficult to drag room to room with you)."
2,"NOT a ""STEAM inhaler""","This is probably fine for inhaling the Vick's medicated vapors to clear your sinuses. If you're looking for something that makes steam, look elsewhere. This is just an elaborate cup that holds hot water..."
1,Not recommended at all,"I bought this because it said that is a steam product, ITS NOT.Its just uses a hot tap water, and it doesn't steam at all. Its just a waste of money."
2,For VERY young kids only,"It is almost useless. If you would trust your youngest child withhot chocolate invest in a good one with a power cord, or at least batteries.But it might be useful if you have a child under 5 that would burn themselves with a real steamer."
1,waste of money,"enev one star is two high a rating,,,it is cheaply made and will not last very long,,, very difficult to use"
1,Garbage,"Who ever wrote the 4 and 5 star reviews of this junk must work for Vick's.It's only purpose is to sell their aroma-Therapy pads, etc.Buy the V1200 electric model. It works well."
4,A Dance in Deep Water,"I would expect this book to be wonderful ~ His previous two stories in this fascinating series are well-written. They take place IN as well as around the Great Lakes. Although I eagerly purchased this book from the secondary market a few years ago, the book failed to arrive. Mr. Allyn is a local author and one I enjoy. I may just need to buy it again."
4,Does the job,"A nicely priced item and with a little oomph behind it, does the job for it's intended purpose."
2,Nothing Exceptional Here,"There is really nothing exceptional here with this collection of non-soundtrack James Bond film music. I was disappointed. THE MAN WITH THE GOLDEN GUN and FROM RUSSIA WITH LOVE come off best. THUNDERBALL is not bad. However, the rest were pretty standard. Hit and miss."
4,What a visual journey!,"""A Visual Journey of Wartime Patriotism United We Stand"" by Richard J. Perry is an outstanding piece on World War II. I reccomend it as a must see for anyone interested in WWII. It presents a stunning display of images, as well as some interseting and insightful tidbits of text. I am excited to use this book in my social studies classroom."
3,"An acceptable toy at a ""bargain"" price","This is an ""amusing"" toy. It certainly cannot be said to be capable of anything approaching PRECISION flight control (not even indoors in totally calm air). For less than $25., it is worthwhile to play with. Were it offered at the suggested retail price, I wouldn't consider it desirable."
