class_index,review_title,review_text
1,no directions for mac setup,It took 4 phone calls to get this produce up and running. There are no instructions for mac setup online and the disc that comes with the router doesn't work on an imac. I would not recommend this product to anyone with a mac.
1,hate this product,"this product stopped working. i spoke to the customer rep and he said - ""oh, this doesn't work"" and without taking a breath tried to sell me a new product."
1,Dosen't work,Finally got to hook it up and it dosen't work. I already have the same one that I bought at Walmart years ago and it is still doing fine. Bought this one for my husband to use when he is at the apartment because his went out and this one dosen't work.
2,Not what I expected,"I bought this as an upgrade for my internet service. After several months of the interned dropping repeatedly since I got this, my cable company finally got tired of me calling and complaining and blaming them that they finally gave me a new one of theirs instead and now I have no problems."
5,Best wireless I've had so far,"I bought one of these after my D-Link DI-624 started to break down. I've always had issues with my d-link, and I wanted change. I did some research and decided to get the Linksys WRT54GL. I loaded in DD-WRT onto it and it's been working flawless ever since. After about two days of tweaking, i had my whole house covered with a wireless signal, something by D-Link was never able to do. The added customizablility with DD-WRT really made the difference. I've had zero problems with my wireless at home, even when using heavy traffic programs such as Bit Torrent, which would always make my D-link crash and reboot.I highly reccomed this product, it has served me extremely well."
4,Works well under tough conditions,"We are using this router to connect wirelessly to entrance gates at our club grounds. It gets a tremendous amount of use as we check in some 5000 campers, connect to our membership database and keep up with 6 remote laptops all out in the field. WORKS GREAT!"
5,It works. It's common. Its a proven design.,"My first one lasted 11 years through hundreds of Florida lightning storms. At about 9 years continuous service it developed a slight hiss that I ignored. Finally at 11 years or so it started losing the settings and going back to default every day, so I replaced it with the same type. I am not interested in this product. I want to set it up and forget it, and this fits the bill nicely. It serves eight wireless devices in a 3000 square foot home and its all the way at one end of the house."
1,these routers fail after only months,"I've owned three of these routers. The first worked for 5+ years and then failed. The second worked for 2 years and then failed. The third worked for only a few months before failing.It would seem Linksys' quality control has gone downhill. I've owned many Linksys networking devices over the years, and up until 2 years ago they were always reliable.At only $60 it's not worth the trouble to deal with tech support. The last time I tried I was on the phone for an hour and then had to mail back my old broken router. You might as well just buy a new one - one that's not made by Linksys."
4,Linksys 2011,"I ordered this router for an elderly friend to help her get set up around here home. Her cable company just ran a long cable across the floor to hook up to her computer across the room. I have a Linksys router myself and like it very much, which is why I ordered one for my friend."
3,Wireless Router,"Limited areas of reception in the house- unable to get reception outside of immediate vicinity of wireless device. Could not use downstairs, on the porch or outside on the deck."
5,Simple Installation,Bought this router a couple of months ago and it installed in about 5 minutes using the Wizard. Haven't had a bit of trouble with it and I am very pleased with the purchase. Would certainly buy again and highly recommend the product.
1,WRTG54g series no longer supported,"Do not buy. WRTG54g series is no longer supported. a great router in 2005, no longer supported by Cisco. I had my laptop reimaged, the router did not recognize the old WPA and resetting didn't work. Cisco offers no current online support for G series routers, just old FAQs. Their chat offered me $29.99 phone support. Do not waste your money."
1,labyrinth bureaucracy in place of warranty service,"Warning.... Linksys will require you to spend an hour on the phone if your unit fails and they will be VERY reluctant to issue an RMA number .... this is evidently a cost saving measure (they only earn about 75 cents an hour in India) . My WRT54G's firmware became corrupted after a power failure. I printed out some 13 pages from the Linksys website and spent more than an hour dutifully following the instructions. I was able to erase the old firmware, but the new firmware would not install...... .they have steadfastly refused to issue an RMA number....I don't pretend to be a technical expert at router repair....but I shouldn't need to be to have my router repaired under warranty...."
1,Late shipping,I paid for overnight shipping the package was not received overnight. I would like a return in shipping cost.
2,Signal drops all the time,this this is so bad i have to use an eathernet cable for my laptop because the signal drops SO much i think u should avoid this router and get wireless N it has better receprion and is faster (with wireless N compatable cards) but it also works with Wireless G and B. Spend more money to get a better linksys router or better yet get a netgear router they are awesome.
3,Apple Users Beware,"Now I am connected I am happy with the speed and performance. I called immediatelyon delivery Re Apple compatibility. I was assured and pressed on. However, the CDinstructions were in DOS - not compatible. It took two hours on the phone withLinksys Customer Service (in India?) to get manual configuration completed!! Onlywhen I assured them that I had Firefox were they able to get internet connectioncompleted. So MacBook users, take heed."
3,ok,"Works ok, but my previous router allowed me to block websites that I didn't want my children to look at. Other than that, I like this one. Easy to install."
1,Old Tech,I have an earlier version of this router that I bought about 12 or 13 years ago. My network was getting unreliable so I bought this new model so I could reuse the high gain antennas I bought for the old one. I used it for two weeks and realized that this router was no better than the older model. I took this router out and put in a cheap Belkin N router and saw 1000% improvement. The technoligy of this router is just plain out-dated. You can buy an affordable new tech router for the same price with much better performance.
1,Tech support flaming useless,"This is supposed to be a WIRELESS router, so why must I plug the computer into it? I called tech support, and it took five attempts just to keep their horrible antiquated menu system from disconnecting me, then I just got to speak to a moron. I am definitely returning it."
4,Good product but setup instructions did not work.,I have been using the product for a month and no problemswhatsoever: no interruptions in the wireless connection. Thesetup as followed in the CD did not work however and I had torely on my son who has the same product (and had recommended itto me) to get me connected via the Linksys web site.
4,Solid Reputation and Performer,"I buy Linksys because of its reliability, ease-of-use, and three-year warranty. I gave it a slightly lower rating because Linksys now only offers a one-year warranty.Regardless, it's my fourth - three currently working - and I've no complaints, especially since it gives me the option to ""upgrade"" using third-party vendor software. The OEM-provided software and upgrades are more than sufficient for my needs. I don't run any file-sharing nor am I an avid online gamer but we do have five wireless users who use the Internet for E-Mail, productivity, and online banking - sometimes, to VPN to work."
4,wireless router,Arrived quickly. Easy to set up - pictures accompanied each step. Used with Roku video box and both performed as expected.
2,Not worth it,I have used this router for over 2 years now and I bought after reading reviews at amazon. I am not very impressed. I have to restart the router multiple times every week. The signal strength is week & sometime it randomly loses signal for 10-15 mins.I will stay away from it.
2,Beware!,Have had two of these in last 3 years. First one went out and luckily I had registered with Linksys and still had a few days left to have it covered under warranty. Got it replaced and now two days ago that one (warranty replacement) went out which is now out of warranty. I will NOT be replacing it with another Linksys. Tech support was unable to tell me what the issue was with it.
5,"Great, used to extend my signal","I just used this to extend my signal to the basement and it was great, I had an Ethernet cable running all the way down there so I had an amazing signal. I have used it for about 4 years and it is still working. Great router, no problems at all in 4 years."
5,Pretty much perfect,"I have had this router for about three and a half months and it's pretty much perfect. It was incredibly easy to install and is very very fast. It's placed on the lower floor in the back left corner of a very well-insulated house. My bedroom is on the upper floor in the front right corner of the house, and I've never lost the signal. Actually, that's no true: in the first couple of weeks, I lost it 2-3 times and had to reset it (~1 min each time). That was also really easy and hasn't happened since. So maybe it's a 4.9/5. Whatever. It's still great!"
4,Works great once you change firmware,I ordered this just to run Tomato. One of the few firmware that actually does bandwidth tracking. So far so good.
2,Not very good as a extender/repeater,"I have been using this router for the past 2 years. It has performed very well with both my LAN desktops and wireless. I have hardly had to reset it twice. But this is not a good router when it comes to alternate configurations. The UI is so techie that you hardly understand any of the fields in the configuration webpage.I bought a new cisco 4500 app enabled router in order to extend my network in my new apartment(I have destops in different rooms and I dont want to run network cables across the house). I tried to configure WRT54GL as a network repeater and it was a nightmare doing so. I was asked to update my firmware adn when I did, it did not take it and I tried to do a reset(a more painful process of holding the reset button for a minute) and it did not recover at all. After that I could not even access the http page to configure it.I have finally discarded it and bought another cisco 4500 router in order to extend my network."
4,Cisco-Linksys WRT54GL Wireless-G Broadband Router,It had all the features I was looking for in a new router for my home and was not super expensive.
5,"Very good home router, wired and wireless.",This was my third purchase of this router over the years. One for me and two for friends and family members.This is a great product and I have recommended several times.
2,Didn't work,We had to return this router. Not sure if it was defective or what but not matter what we tried it would not connect to the computer.
5,As expected,I bought this router to create a wireless bridge for a home office with no hard wire capability. It's done the job with no issues. A solid product at a great price
1,"Awful support, bad firmware if you want security. Avoid!","WPA does not work out of the box. Installing third-party firmware doesn't fix the problem and also voids the warranty. Unless you want to go in circles with very narrowly trained tech support reps, avoid! You will be blamed for any malfunction."
1,No longer useful,"Don't believe the ratings. Nowadays this thing is too slow. It only has 802.11g which means your speeds are extrmely slow considering the very common 802.11n nowadays. Not to mention it needs to be reset often. The web UI is alright, but in the year 2012 this thing needs to be put to rest, it sucks."
1,Cisco no longer supports it,"It worked for a while until recent Windows upgrade caused the device to start having that duplicate name in network error and caused the wifi unusable, despite strong signals. I call Cisco to find it out of date and no longer supported. Surprised Amazon still carries it."
3,Set Up CD NOT compatible w/ Mac OS,"FYI this product has a set up CD that cannot be run on a Mac OS. The idea of manually setting up a product sounds painful to a non-tech savvy person such as myself. I am sure they have great customer support which seems to be a highlight of linksys, but by the time I found the website, logged into their live chat, and told them my model number, serial number, and my issue, and waited for them to see if I am covered for their support, I've used up 34 minutes. I was told that manually setting it up would require me to call in bc I would lose internet and an additional 20 minutes of set up time. That is too long when there are other wireless products w/ a wizard that runs. That is 34 minutes of my life that I cannot get back, and 20 additional minutes I do not want to waste, and then if I ever move, and have to reset up / install, or if I get a new computer, I will forget how to manually install this product. Conclusion: I am returning the product."
1,Wireless Router,This router was a replacement for a D-Link router that lasted for over 2 years. The only reason I got a new one was because the wireless feature needed rebooting every time I connected to it. Linksys router functionally failed completely after only 30 days. I thought I had learned my lesson about Linksys (Cisco) years ago. Replaced it with another D-link router from Fry's. 2 years is a resonable time period but 30 days is ridiculous. Fortunately Amazon allowed me to return it and refunded my money.
4,A great building block,"This is a great router to use if you are building a home network with multiple routers. I use two of these, flashed with dd-wrt, to provide wireless coverage to my entire house. This router provides a very stable environment, but may not have enough oomph for gamers. The stability and pliability of this router is the main reason I use them."
1,Terrible Router. Needs Constant Resetting.,"I read the reviews about the constant resetting, and I figured ""as long as I have a solid connection to my modem, and I keep my firmware up to date, this won't be a problem for me"" WRONG! This router constantly needs resetting, its become a twice a day type thing and its getting worse. I strongly recommend that you do not buy this item."
2,Should be simple to install wasn't,I still have not been able to get this product to work and have been unable to reach a live person for help after a month.
5,Great router,"I have been using it for couple of months with DD-WRT firmware and love it. It has been rock solid without any issue.If you are looking at this product, that means you are looking to run custom firmware to expose more functionalities. If that is the case, look no farther. This little box with DD-WRT can provide pretty much all the advanced functionalities you would need."
4,Linksys wireless router,This is the second one I've purchased. I have had no problems with the first and expect the same for the second.
4,Not sure what to think...,I had never set up a wireless internet connection. Set it up and everything seemed ok. Connection stopped working within 24 hours. Called Linksys and they made me pay $9.99 just to have them walk me through it and when it did not work they remotely accessed my computer. Had to call back and they walked me through it this time or were going to charge me another $9.99. Product seemed ok but they are bleeding people dry with their customer service.
4,Linksys Wireless Router,When setting up your router make sure that you rename the system and add a simple password. Setting it up with a wireless laptop took a little effort. I was not please with the fact that when you call in for help they make an effort to have you connect to their system through the internet to resolve the issue for a FEE rather than just talking you though the problem for free.
1,Short lifetime,Though this products work well it has a very short lifetime. My WRT54GL stopped working after 3 years and I just had a linksys wireless-G range expander stop working after 3 years as well. It looks like they design these things with a limited lifetime.
5,Great,"I really can't add anymore that other reviewers haven't already said countless times in the past.This one's a classic, maybe it doesn't have the latest and greatest technology anymore, but still amazing."
3,Mahler Lover,"I highly respect Bernstein and his conducting. His recording of Mahler One is my favorite, and several of his Shostakovich Symphonies (his 5th in particular) are genuine works of art. When it comes to this recording of Mahler Two, I felt that is was big let-down. The end, which is one of the most powerful outpouring of emotions I have ever come across in music, was taken awfully slow. It was overdramatic, and lost my interest because of the tempo. The soloists didn't do to much to blend with each other either. Often they overpowered the orchestra, and the string section was lost. The full choir, though the most beautiful I have heard on a recording of Mahler Two as of yet, was overpowered by the orchestra. I would suggest listening to other recordings, such as Zubin Mehta and the Vienna Philharmonic. If you listen to this recording first, however, the magic will not lost. It is my opinion that other conductors shaped the music better than Bernstein did."
5,Mahler Rocks,"Though as Amazon points out, the tempi here are a bit slower than usual (the performance is about 90 minutes long, requiring 2 CDs), the tempo never seems sluggish.I just love Bernstein's Mahler interpretations - and this is the only performance of the 2ND, in which I really felt like I understood what the symphony is really about. The fact that it was recorded in the 90's with luscious digital sound is also very nice - I'll take an excellently played modern performance over an analog ""historic"" recording any day!"
3,Resurrect the CBS Recording,"I discovered Gustav Mahler through Leonard Bernstein's CBS recordings of the 1960s. I remember being thrilled the first time I heard the Second Symphony and it remains one of my favorite pieces of music. Too bad this more recent recording does not live up to that experience. Although the sonics are far superior to the earlier CBS recording, Bernstein's pace is very very slow and can be considered self-indulgent. Clocking in at almost 94 minutes, this is probably the longest recording of this work. This ponderous pace is especially apparent in the last two movements. In every other recording I have heard of this work, the finale depicting Judgment Day has some of the most exciting music in the repertoire. However, in this performance Bernstein has made the music almost boring. I kept on wanting him to move on and could not really enjoy Mahler's triumphant music. My best advice is to resurrect Bernstein's 1963 recording with Janet Baker and enjoy."
3,Heaven-storming kitsch,"Leonard Bernstein made three commercial recordings of the ""Resurrection"" Symphony, and each time he returned to the symphony it got slower and more exaggerated. Otto Klemperer, not exactly a speed demon in his later years, managed to play through in 79 minutes what Bernstein required 94 to traverse in this set. Everything in this recording is overdone and loved to death, and while Bernstein's total identification with Mahler can't help but pay some dividends, I really feel as though this composer doesn't need quite as much ""help"" in making his points as the conductor evidently believes. It devolves into kitsch, even if it's kitsch of a high order. Never boring (was Bernstein ever?) but not as true to the letter and spirit of this heaven-storming score as Klemperer, Mehta in his Vienna recording, the businessman-turned-amateur-conductor Gilbert Kaplan--or Bernstein himself in his (still kinda overstated) 1963 recording with the same orchestra."
5,Gorgeous Mahler Second,"For sumptuous orchestral and vocal sound, and for stretching of the limits of good taste in expressing every last ounce of emotion in the score, this is a wonderful recording. The final 25 minutes, in particular, are stunning, and, if you like Mahler done this way, totally exhausting. There could hardly be a greater contrast in versions than that between this recording and Bernstein's recently released 1960s recording with the N. Y. Philharmonic (Sony), which is lean and taut and almost driven. This version is magnificent on every dimension, including the recorded sound."
2,Overblown.,"The fact is that the Mahler second is quite classical in form despite its hyper-romantic content. Bernstein ignores this, so you should ignore him this time. (I'm not a Bernstein hater. I think his Mahler 6 & 9 are tops.) The best second I've heard is Stokowski on RCA. Klemperer is very good too. I probably should reconsider the classical Walter records when I get a chance."
