class_index,review_title,review_text
2,big DM fan. But what happen to dave's voice??,"i saw them live in l.a. at the exciter tour, and they sounded excellent. the dave that sang in paris in this video stinks. the only highlight is when martin gore sings and on the 2nd cd. martin gore does an accoustic version of sister of night. i honestly would recommend you getting the DM Devotional DVD. dave and the gang all sing great there.."
5,"Dave is a hot sweaty damn good performer, and I'm straight","FIVE STARS...SIX IS MORE LIKE IT. I am a picky bastard, and my bride is even more brutal. That said, we do not own a better DVD than ""One Night in Paris"". Every time we put it in the DVD player, I get lucky. Forget all the ""Dave sings flat"" blah blah blah that some claim. That's cockamayme blowhardiness from people who want to hear ""New Life"" over and over on their Casio portable tape players. Dave gives the rarest of performances that gives Jim Morrison and Elvis a run for their money (and thankfully he isn't drugged out and rail thin like in Devotional). I saw them in Boston, and it was the best concert of the 40 concerts I have been to in my life. If you want something more than pop-fizz ""People Are People"" and ""Master and Servant"" this DVD sets the standard thanks to Dave's stage presence, Martin's song writing ability, and Andrew Corbin's direction. SIX STARS."
4,Really Grew On Me,This is one of the few concert videos that I can watch over and over. At first I felt like something is missing but it really grew on me. There are some great songs on here.
5,A must have for depeche fans,After growing up with this ban since their inception.They have reached new and unchartered heights in the music industry.This dvd show's that they have shed their purely synthsound and became a full sounding rock experience.They cover old favorites and ad new twists to new ones.How cool is it to see Martin Gore play a guitar.The photography/lighting is simply spectacular.Enough said! GO BUY THIS DVD NOW!
2,Disappointment,"The DVD did not live up to expectations. I thought Dave's voice sounded REALLY bad. When I saw DM in concert this tour, I didn't really notice Dave not hitting the notes, but it's glaringly apparent here. Sometimes it's to the point of cringing. I know Dave has been slightly off key ever since the Violator tour, but I never noticed it this much until the DVD. Ouch.I also take exception to the setlist. For instance, I thought ""Clean"" was the highlight of the show when I saw them. But here, it was replaced with ""Condemnation,"" quite possibly the WORST DM concert song - at least one where, every time I've heard it played, half the crowd goes to the restroom or buys another beer. Why do they keep playing it? I also don't understand why ""I Feel Loved"" didn't make the cut. They played it at the show I was at.Anyway, if you want a good performance, buy '101.' Good music, better songs, better vocals."
4,DM delivers,"This wasn't by far the best concert film I have ever seen, but it was one of the best concerts.Not the best film because of the sound quality, which I felt could have been much better and the editing and camera angles.One of the best concerts because of Depeche Mode's performances, their wide range of hits. Can't really go wrong there.The dvd itself is another story. The bonus items and added features make this entirely worthwhile for DM fans. It's reasonably priced for a two-disc set and well packaged.Fans won't be disappointed."
1,They look depressed,I've never seen a band look more depressed than Martin and Dave onstage during this show. I swear at times it looks like Martin is EMBARASSED to be there. The audience rarely participated in the songs. The set list is boring. Dave looks like he's impersonating his own moves from the Devotional tour. He's off-key in the worst way. The set looks like it was put together in five minutes. What a sad tour.
3,Not their best,"This performance does not match the brilliant Devotional, or even the choppy 101. This is DM in the post-Alan era, Dave has cleaned up and the show is stripped down to the bone (heh). Dave is not in the best voice, and the show lacks the excitement and drama of Devotional.I love DM, just want to turn the clock back to 1993."
2,"For real, what happened? :(","Ever since Alan left, DM seemed to just have gone down hill. He was an under appreciation that added so much to the group. Seems like he took a part of Dave's voice with him too :/What happened ........?"
5,Depeche mode Forever!,"I have not seen this DVD but I attended the show in Paris therefore I already know it is a 5+. I have been a huge Depeche Mode fan since I was about eleven years old and have gone to all of the shows in Denver since then. I have a friend in France who shares my love for the band and he bought me two tickets to the show in Paris, so my friend and I took a two week European vacation and finished the trip with the mode show the night before our flight home. What a way to end an awesome trip. The fact that the stadium was literally packed full of Depeche Mode fans from all over the world felt so awesome, everyone singing along, that is definately an experience that I will never forget. Although I had seen the mode several times at home, the energy that they put out for this show was amazing. The vibe of the whole place was inexplicable. My new goal is to see Depeche Mode in Europe each time they tour, so I hope they tour soon because I need another vacation!"
3,"Good, bad and ugly","Hey, I love a cocaine driven performance just as much as the next guy, but I expect the lead singer to sing, not stumble through pieces of a song between struting around like a peacock without feathers."
4,A Truly Great Show,"I don't know why everyone is crabbing about Dave's voice. No, he's not going to sound exactly like he does on the albums nor is he going to sound, at age 39, like he did when he was 26. If people out there want perfection, then they should just sit home and listen to the albums instead of going to the shows. That's the great thing about live concerts. There's this raw energy and it's not always perfect, but Dave is an excellent performer. He gives off so much passion and he was really into the audience. The music sounds great and you can tell the band was having a good time. The stage production is really cool with great visuals. The special features are pretty cool, also. I personally love this concert. As soon as I finished watching it, I put it on again. It's worth buying."
3,Good for a one time viewing,"The camera shots and sound quality were good. I enjoyed the songs that the band performed. However, there were many other songs that I would have liked to have heard them play. I am curious as to who chose the set that the band played on this DVD. Overall, I would say that the show was entertaining. It makes me want to check out other live performances of theirs.I give it three and a half stars."
3,Good but not the best!,"I really was looking for a DM video that captured the experience of the excitement from the last few tours I had the opportunity to see. Unfortunatly, I felt like this video was more of a really long live music video and did not serve the ""live concert"" forum like I'm used to. Several of their great hits are included but the sound was muted and part of the ""live"" music experience is to be able to feel the energy of the crowd and hear them particiate as dedicated fans. This is practically muted in this DVD. I may watch it again, but it doesn't bring back the awsome experience I was hoping for."
2,Dull,"With the exception of a few (literally) tracks, this is an exceptionally dull and monotoneous set. Unless you are a big Plump DJ's fan, I'd give this one a miss.2/5 stars"
4,Nice grooves,Very good album. This was very original and surprisingly so. This album is filled with energetic grooves that won't disappoint.
3,Based on the photo...,"It's hard to tell the quality of this wig, but it looks OK for a beginner cosplayer or a costumer who can't afford to obtain the more costly custom versions from online wig stylists. This wig would certainly work in a pinch! By the way, most cosplayers make their own accessories and frankly do NOT want things like odango sheilds permanently attached to their wigs. (I happen to make odango for Sailor Moon wigs so I'm speaking from firsthand experience.) That way, they have the option of dressing as Sailor Moon or the schoolgirl Usagi."
1,Gag,Hey kids! Let's pay 60 bucks for something that can be obtained by dying your hair and putting meatballs in it! ;)
3,Very Minor Update,"This edition of Photoshop Elements 4 Solutions is a disappointment. It is basically the same book as the Elements 3 book without the Mac information. There is little new. Even some new features of 4 are not covered at all such as ""Defringe"" even though it is mentioned on the back cover. If you have the 3 edition do not waste your money on this one."
3,Where's the Mac (version)??,"Aaland is an excellent writer, since he simplifies somewhat complicated procedures and gives specific examples the reader can try with his own program and computer, and in the process learn how to deal with similar problems with his/her own photos. However, there are differences between the PC and the Mac versions of PSE 4, and (especially for beginning image editors) confusion of terms (or missing terms - for the Mac) will not prove helpful. Michael - how about the Mac version of the book??? Why stop with #3? Bainbridge did the same thing with her ""Missing Manual"". The Mac is still the platform of choice for creative and scientific work, and the numbers are increasing. Where's the beef (book) for Mac users??"
2,Watch your fingers!,"I recently purchased a Soyabella. I don't know what the designers of the product were thinking! Although it made good soymilk the design prevents you from cleaning the machine properly. THe milk container and the element and the plugin are all one piece!!! But not to worry if you get water in the plug in area and it won't work just wait three or four days and it may recover! Not good for someone who drinks soy milk or raw almond milk every day.THe blade is so razor sharp it is very likely you will be injured while attempting to get the thing clean anyway. More thought should be put into this- otherwise great concept- of a machine. I also have an SoyQuick Soy Milk Maker (SDZ-5) , and though it doesn't make soups, like Soyabella advertises and what I found fascinating about the Soyabella, I like the soy quick much better."
2,Could have been more,"I found it disappointing. The book was much smaller in scope than the other books in the trilogy, focusing only on the end of Bester's life. There could have been much more to it. Much more interesting periods to cover. I liked the way that the book tried to examine all aspects of the character's personality, but I thought that the plot just didn't move very much. It was a wasted opportunity to tie up more loose ends."
3,"Good, but not what was promised","By far, my biggest disappointment -- and that from something (presumably) out of the control of the author himself -- was that the back cover made references to the Telepath War and Sheridan, neither of which were issues in this book! When the time frame became obvious in the first chapter, I immediately had to stop where I was and skim the rest of the book for some indication of a flashback or something to tie in the information I was expecting! After realizing it was not to be, I enjoyed the story for what it was, although with a lingering disappointment for what it was not."
3,Could have been better.,"This book was interesting. Others have already sung their praise so now I will critize. The authur built Bester's character excently but sinfully tranform Garbaldi into a one-dimensial, homicicadal, jerk. The last comfromtaion should have been one of dialog where Garbaldi would have to face his demons for betraying Sherdain. According to the series, bester merly enhanced Garbaldis suspicious mind, so Garbaldi was still in controll. All the book left us with, though, was a cheap shotem up. What a waste of an excenlent trilogy and an excellent book."
4,Best in the Trilogy,This book was the most enjoyable of the three novels encompassing the Psi Corp trilogy. What I likes most about it was this intimate glimpse into the life of Bester in his older years-- and seeing him (almost) give in to a human weakness. I also thought the author did a wonderful job of ending Bester's story and bringing the trilogy full circle. A very quick read but fun nonetheless.
3,Disappointing,"I would have liked the book more if I had not had such great expectations of it - that it would go through the Telepath War, explain what happened to Lyta, etc. Reading JMS's comments in mags and the Lurker's Guide certainly gave me the impression that these topics would be covered in the Psi Corps trilogy. I am excited about the upcoming Centauri Prime books, but I'm afraid it would look something like this: 1) Londo's childhood; 2) Londo's decision to go to Babylon 5; 3) After Londo is made Emperor, he has some affairs, travels to Paris, writes some book critiques. I know, I know, the excerpt in the back of The Final Reckoning would appear to suggest the content of the books might actually answer some unanswered questions, but so did the back page of The Final Reckoning! Overall, I'd have to say that Keyes writes well, the dialogue seemed very true to character, and the book flowed well. But, I was hoping for more answers to questions raised in Babylon 5 and Crusade."
4,Somewhat of a disappointment,"I think that many B5 fans were eagerly anticipating this book with the hopes of learning more about the Telepath War. If that is your sole reason for purchasing this book, save your money! While it does answer some interesting questions as to what transpired within the B5 universe it seemed awfully anticlimactic for what could have a been a very gripping final confrontation between two of the key characters. If nothing else it definitely begs the question now--what happened during the Telepath War????????"
2,"Well, okay, I guess.","The first two books in this trilogy had more of the Babylon 5 feel I've come to know. This book fell pretty flat. Bester from the show (and the first two books) is truly a more complex person then the one presented here. In the other two books, I could hear Garibaldi speak his lines. In this book, not really. With almost all elements of the B5 universe missing, this book could have been about anyone, anywhere. Plus, unless sleeper drugs have improved (of which improvements are not mentioned in the books from what I saw), they take hours to kick in."
3,"ok as a stand alone, but does not add to the arc","This was a good stand alone book, as an examination of a psychopath(Bester) and his human qualities. However, it reveals very little about the telepath war, and Bester falling in love with a 'normal' was unconvincing. Also, Besters punishment of simple imprisonment seemed very lenient for a war criminial. A mindwipe, new personality, and service to the society he harmed so greatly seems more appropriate. A decent book but not anywhere the level of ""In the Beginning"" or ""To Dream in the City of Sorrows""."
2,Disappointing Conclusion,"I felt that this book was a somewhat disappointing conclusion to the series. The book left a lot of questions unanswered. Also, I thought that the book contained a serious flaw in its plot."
3,Better than the other two Bester books,"I got a better feel for the Bester character from this book and when he met his final fate in this book, it seemed to make sense for me. No, it does not tie up all the Psi-Corps loose ends from the series, but it does a halfway decent job at fleshing out the character of Bester. Trouble is, if you haven't read the first two books in the trilogy, it's not going to make a whole lot of sense to you to read this all on its own.I'm a hard grader when it comes to the B5 books, pretty much all the rest of them rate only one or two stars with me."
3,book,this book was in worst shape than advertised. it was listed as good but I would rank it fair at best
4,good,"good information inside and very helpfull, i heared that the previous edition is better, but i get this because amazon doesn t provide the other."
3,Update please,"This book, as would be expected from Haynes, has a lot of very good information and advise about how to work on the Classic Beetle. It is very accurate and has helped me through some jobs that I defiantly could not have done without it. However, the book needs to be updated. New tools are available that make a lot of jobs easier and more simple. In all reality about 25% of the book is useless because they haven't updated it to reflect current technology and tools."
2,Poor Paper Quality,"THe book is comprehensive but unfortunately the quality of the paper it has been printed on is disappointing. It seems like the lowest quality newsprint type paper was used. For a workshop manual this is impractical and will shorten the useful life of the book - in workshop conditions a manual such as this is subject to exposure to moisture, oils and greases etc and therefore the paper should be of a good standard. It would have been good to have some colour pictures - this would make the technical narrative easier to follow. It would have been better if the cover was a hard cover - for the reasons above."
3,competent manual,"Over the last ten years or so Haynes manuals have steadily gotten more and more generic and unfortunately useless, with that comment in mind this particular manual on the beetle scores as above average. It still has a few weak areas but the other reviewers covered them well enough."
2,took a long time getting here,"It was almost a month, with back and forth correspondence, before I finally received my book."
5,Beautiful,This song is most of all beautiful! I just love the melody and those words really make you feel good. For you are not alone!!! Michael is the greatest :)
5,meaningful,"This song reminds me that when we can't be with the ones we love its okay, they are in your heart and always will be. Its really sweet!"
5,Michael Jackson is still a legend in his own time.,"No matter what anyone says, this man has come a long way from the Jackson Five that we once knew.His music has deep meaning that gives hope to all, especially the song, ""You are not Alone.""He is letting us know that no matter what happens, no matter how hard times are getting, we are not alone. There will always be someone who is there for us. Even when it seems like no one cares."
2,INCREDIBLE SONG WHICH MOBILISED MY PASSION!!!,I am a music fan anyway but i've never been carried away in the field of music as i was with this CD.I actually heard this cd in a party!Then i developed passion feelings within me that I'M NOT ALONE IN ANYCASE. This guy is the hell of a nice guy anyway but this wasn't the reason why i was carried away but i was carried away with his mode of dancing and shortly this CD is THE FOUNTAIN OF EXCELLENCE!!!CUS ITS SUPER. DAVETOP ONAMADE.FROM LAGOSIANS CITY OF NIGERIA.
5,the CORRECT track listing,this is a great single/e.p. but amazon has the wrong track listing.the correct one is :album edit(4.54)radio edit (4.29)franctified club mix (10.40)scream louder - flyte time remix (5.30)mj megaremix (10.35)
4,NOT AS GOOD AS STRANGER IN MOSCOW,"Only one problem with this song... Michael did not write it... that makes me sad, I love HIS songs."
2,No book...no rating,This book was never recieved....how can I rate it. There has been no response from Amazon or from the suppling book seller when I responded to first customer satisfaction inquiry by Amazon.com
4,scream at the top of your lungs,michael jackson remixes are always at best. 2 birds in 1 stone having 2 big stars in the form of siblings michael and janet in one great cd. the remixes are great especially the 9 minute morales explicit mix of scream which is rare and controversial.
3,"Got what I wanted, but...","They sold me a CD labeled as `new' but it was actually a used CD with resealed plastic wrapping. Also, the disc looked like it was burned on a home machine. I got the music I wanted, but it felt shady. I would be reluctant to purchase from them in the future."
1,dremel model 300-1/41H review,I BOUGHT ONE OF THESE @ A HOME DEPOT STORE.The hi speed rotary tool is comfortable to handle.The variable speed motor is easily adjustable with a slider switch.The tool kit included is a good selection of pieces.The tool I got had a defect right out of the box.I discovered that the tool has a wobble in the shaft. with a 2 inchlong tool inserted in the chuck it is quite noticeable. I returned to the store and checked out 2 more [new in the box] and they all had this defect. At 35000 rpm top speed this could be hazardous to use. Be aware that this defect may be found in other units.
3,A waste for me...,"I liked the price of this unit. But even after repeated calls to Belkin support, I could not get the router to work consistently with Call of Duty: Modern Warfare 2. I put it outside the DMZ, turned off the firewall, downloaded the current firmware and everything else the tech from Belkin offered. I even double checked my ISP to make sure the issue was not on that end.I purchased a netgear router and have been golden ever since."
1,Sold as NEW - Received as USED,"This router was received as previously used, therefore had been setup and assigned a password. This was sold by Amazon (not by a third party vendor). Amazon should be more aware of items returned - then sold as new. No problem getting the credit - but no more in stock so had to find another router in a hurry elsewhere."
1,Constant disconnects,"I've owned this router for about 2 years now. It worked correctly for about 3 months, then immediately started having tremendous problems with any packet data being sent from PCs on my network. I constantly have disconnects while gaming, MMO, and no firmware upgrades or settings can be changed to resolve.DO NOT BUY."
1,nothing but trouble,"We had nothing but trouble with this router. We kept getting kicked off the internet when we were using this router and had to spend hours talking with tech support. We also couldn't hardly understand the people at tech support because they are from another country and didn't speak English very well. After having it only two months, it finally quit working completely and we have to buy another router."
4,"Easy setup, works great.",Easiest wireless router setup that I've come across. Works great and has a very good range. I get a very good signal at the opposite side of my house and on the floor above the router. I highly recommend this router.
1,"If you want to spend 1hr and 55 min on the phone with tech support, then buy it now!","Something that was supossed to be a pleasant experience took almost 2 hours of my life that I'll never get back in 2 different calls.Some one at Circuit city recomended it to me and I fell for that. I am returning this item. The set up wasn't that difficult. The problems began when I wanted to set up the security features. After that it wouldn't connect. I had to make 2 different calls and spent a lot of time on the phone. The issue was fixed after having to do lots of changes in my computer, going to different web sites and downloading updates.Even though the problem was fixed, I jsut don't want to go trough the same process if the problem re appear."
4,"Nothing special, but it works.","I recently purchased one of these to replace my now dead Linksys router. At first I was losing connection every minute or so; I contacted customer support twice, which was in itself a horrid nightmare (as with any other company). I eventually called my ISP and I was told there was something wrong with my line, and after that conversation with them, I haven't had any disconnection problems since.There's nothing really wrong with this router; in fact, I like it...to some degree."
1,Drops connection after a couple of hours,The router that I purchased was unable to keeps it PPPOE connection for more that a couple of hours. Now I have to constantly reboot the router to reestablish a connection.
1,Completely without Value,"This router drops my connection every few minutes. I've spent hours on the phone with Belkin and replaced the whole thing. A quick internet search finds dozens of people reporting the same problem, with no solution offered.It's just no good."
2,Randomly drops connection,"I also have the problem of random disconnects. We had a techie come in and try to set it up for us, he got it working, but the thing still randomly boots us off. It does the job, I guess, of giving us a connection, but it's got almost no reliability. I hear it's got a lifetime warranty; good, we can return it."
1,Another dissatisfied customer.,"Not only was this difficult to set up (even a generally polite but sadly ill-informed technical helper from Belkin was baffled regarding the simplest steps and keyphrases) but once I finally managed to get it to work (by simply as a last resort resetting the router with a paper clip) it had practically no range whatsoever; in fact, my MacBook Pro placed within 2 inches of the router itself only received a 75% signal, and once the threshold of the room was crossed, the signal disappeared altogether. A free four-year old Linksys router which I received with my Earthlink ""home networking"" package (and which this Belkin was supposed to replace) always worked with a full signal everywhere in the house and rarely failed, and Linksys is supposed to be notoriously Mac-unfriendly. Anyway, I hope that there are enough UPS trucks in America to handle the returns that this item -- mine included -- will require."
5,Fantastic,"Even if you know well this chapter of the Middle East history, the way it is written will keep you paste to the book. Very good job."
5,A tripple PHD in the history of this war,"An exceptional book.First book depicting multiple angles of the conflict.Covers the war from the perspective of soldiers, generals and politicians.Allows reader to understand the complex scenario general Elazar had to deal withWould have loved to see a second edition with more coverage of the Egyptian side and new information from the Israeli archives opened after 30 years."
4,Stuck with tradition,I have been using Norton Antivirus forever and am reluctant to move on although I've read reviews of other products that put Norton in the middle of the pack.
1,"Norton - I've used their products since the 70's, not anymore","Norton is now owned by the huge behemouth Digital River, who haven't a clue how to run support or customer service. They are useless and anything with their grimy mits on it and we take a wide berth of it, wouldn't consider it. Norton used to be top notch, now it is like pouring mollasses into your computer. It interferes with everything. Microsoft seems to have given up on them too, as Norton has not bothered to interface properly with Windows, a consequence being that it is also buggy and problematic. I can only warn you ~ AVOID!!! A bad bit of software and a company that hasn't any clue about what customer service is and doesn't look likely to change. Profit seems to be likely more important to them than service or keeping the Norton family of software up to date and working well..."
1,Do Not Buy It,"Had 2006 anti virus and it worked great. Had 2006 Personal Firewall and it worked great. Figured I'll try something better ""Norton Internet Security 2007"" What a waste of time and money. Scans are way slower than 2006, updates are slower, The firewall is a joke (what happened to ad blocking) I'm buying the 2006 stuff again and throwing this 2007 junk away. Read the reviews people, there is a reason it rated so low."
4,Some people can be a little harsh.... its not that bad!,I dont normally take the time to write reviews. However with how people have given this product such a bad wrap it almost stopped me making the purchase. I'm glad I did buy it in the end. I upgraded from Norton Antivirus 2006 and yes it does slow your computer down compared to not having it installed but your computer will be more vulnerable to threats by it not being there. The accumulation of these threats will also slow your computer down and probably cause more harm.Therefore if you're at all a tollerant person and can be put out by your PC's performance suffering a tad this product I think is great and a definite step up from norton 2006.
1,AVOID AVOID AVOID,Just terrible software. Often does not work - if that would be the only thing it would be enough. But it is worse than that. Bogs down your computer big time. Makes it run super slow. Horrible. Whoever has written good reviews must be shills for Norton. Avoid. Repeat. Avoid.
