Cst_Cnt,Btl_Cnt,Sta_ID,Depth_ID,Depthm,T_degC,Salnty,O2ml_L,STheta,O2Sat,Oxy_µmol/Kg,BtlNum,RecInd,T_prec,T_qual,S_prec,S_qual,P_qual,O_qual,SThtaq,O2Satq,ChlorA,Chlqua,Phaeop,Phaqua,PO4uM,PO4q,SiO3uM,SiO3qu,NO2uM,NO2q,NO3uM,NO3q,NH3uM,NH3q,C14As1,C14A1p,C14A1q,C14As2,C14A2p,C14A2q,DarkAs,DarkAp,DarkAq,MeanAs,MeanAp,MeanAq,IncTim,LightP,R_Depth,R_TEMP,R_POTEMP,R_SALINITY,R_SIGMA,R_SVA,R_DYNHT,R_O2,R_O2Sat,R_SIO3,R_PO4,R_NO3,R_NO2,R_NH4,R_CHLA,R_PHAEO,R_PRES,R_SAMP,DIC1,DIC2,TA1,TA2,pH2,pH1,DIC Quality Comment
34060,856001,060.0 080.0,20-1601RL-MX-028-0145-06000800-0200A-3,200,9.116000,33.84540,2.715000,26.20285,41.81000,118.4900,4,3,2,,3,6,,,6,,0.006000,,0.041000,,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,200.0000,9.120000,9.090000,33.84500,26.20300,184.8000,0.567000,2.720000,41.80000,,,,,,0.010000,0.040000,202,4,,,,,,,
34060,856002,060.0 080.0,20-1601RL-MX-028-0145-06000800-0250A-7,250,8.413000,33.98310,2.606000,26.42136,39.53000,113.3900,,7,2,,3,6,,6,6,6,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,250.0000,8.410000,8.390000,33.98300,26.42100,164.8000,0.655000,2.610000,39.50000,,,,,,,,252,,,,,,,,
34060,856003,060.0 080.0,20-1601RL-MX-028-0145-06000800-0270A-3,270,8.356000,34.04850,2.084000,26.48192,31.58000,90.93000,3,3,2,,3,6,,,6,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,270.0000,8.360000,8.330000,34.04900,26.48200,159.4000,0.687000,2.080000,31.60000,,,,,,,,272,3,,,,,,,
34060,856004,060.0 080.0,20-1601RL-MX-028-0145-06000800-0300A-7,300,7.231000,33.95770,3.197000,26.57396,47.18000,139.0800,,7,2,,3,6,,6,6,6,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,300.0000,7.230000,7.200000,33.95800,26.57400,150.5000,0.734000,3.200000,47.20000,,,,,,,,303,,,,,,,,
34060,856005,060.0 080.0,20-1601RL-MX-028-0145-06000800-0379A-3,379,6.243000,33.97020,2.223000,26.71677,32.06000,97.00000,2,3,2,,3,6,,,6,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,379.0000,6.240000,6.210000,33.97000,26.71700,137.5000,0.849000,2.220000,32.10000,,,,,,,,382,2,,,,,,,
34060,856006,060.0 080.0,20-1601RL-MX-028-0145-06000800-0400A-7,400,6.049000,33.98950,1.899000,26.75690,27.26000,82.60000,,7,2,,3,6,,6,6,6,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,400.0000,6.050000,6.010000,33.99000,26.75700,133.8000,0.878000,1.900000,27.30000,,,,,,,,403,,,,,,,,
34060,856007,060.0 080.0,20-1601RL-MX-028-0145-06000800-0500A-7,500,5.582000,34.12150,0.728000,26.92047,10.34000,31.66000,,7,2,,3,6,,6,6,6,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,500.0000,5.580000,5.540000,34.12200,26.92000,119.3000,1.006000,0.730000,10.30000,,,,,,,,504,,,,,,,,
34060,856008,060.0 080.0,20-1601RL-MX-028-0145-06000800-0516A-3,516,5.344000,34.06840,0.855000,26.90679,12.07000,37.29000,1,3,2,,3,,,,,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,516.0000,5.340000,5.300000,34.06800,26.90700,120.5000,1.023000,0.860000,12.10000,,,,,,,,521,1,,,,,,,
34061,856009,060.0 090.0,20-1601RL-MX-028-0658-06000900-0000A-7,0,14.41000,32.91290,5.922000,24.48985,101.5600,258.5900,,7,2,,3,,,,,,0.242000,,0.090000,,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,0.000000,14.41000,14.41000,32.91300,24.49000,343.4000,0.000000,5.920000,101.6000,,,,,,0.240000,0.090000,0,,,,,,,,
34061,856010,060.0 090.0,20-1601RL-MX-028-0658-06000900-0002A-3,2,14.41000,32.91290,5.922000,24.48997,101.5600,258.5900,12,3,2,,3,,,,,,0.242000,,0.090000,,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,2.000000,14.41000,14.41000,32.91300,24.49000,343.4000,0.007000,5.920000,101.6000,,,,,,0.240000,0.090000,2,12,,,,,,,
