Cst_Cnt,Btl_Cnt,Sta_ID,Depth_ID,Depthm,T_degC,Salnty,O2ml_L,STheta,O2Sat,Oxy_µmol/Kg,BtlNum,RecInd,T_prec,T_qual,S_prec,S_qual,P_qual,O_qual,SThtaq,O2Satq,ChlorA,Chlqua,Phaeop,Phaqua,PO4uM,PO4q,SiO3uM,SiO3qu,NO2uM,NO2q,NO3uM,NO3q,NH3uM,NH3q,C14As1,C14A1p,C14A1q,C14As2,C14A2p,C14A2q,DarkAs,DarkAp,DarkAq,MeanAs,MeanAp,MeanAq,IncTim,LightP,R_Depth,R_TEMP,R_POTEMP,R_SALINITY,R_SIGMA,R_SVA,R_DYNHT,R_O2,R_O2Sat,R_SIO3,R_PO4,R_NO3,R_NO2,R_NH4,R_CHLA,R_PHAEO,R_PRES,R_SAMP,DIC1,DIC2,TA1,TA2,pH2,pH1,DIC Quality Comment
31122,779001,090.0 030.0,20-0604NM-MX-098-1108-09000300-0512A-3,512,6.470000,34.28800,0.390000,26.93600,5.700000,16.96055,1,3,2,,3,,,,,,,9,,9,3.050000,,71.30000,,0.040000,,38.70000,,,9,,,9,,,9,,,9,,,9,,,512.0000,6.470000,6.420000,34.28800,26.93000,118.7000,0.820000,0.390000,5.700000,71.30000,3.050000,38.70000,0.040000,,,,516,201,,,,,,,
31123,779002,088.5 030.1,20-0604NM-MX-098-1514-08850301-0000B-7,0,13.93000,32.07000,5.880000,23.94000,99.30000,256.4611,,7,2,,3,,,,,,3.900000,,0.310000,,0.920000,,11.80000,,0.330000,,9.100000,,,9,,,9,,,9,,,9,,,9,,,0.000000,13.93000,13.93000,32.07000,23.94000,395.4000,0.000000,5.880000,99.30000,11.80000,0.920000,9.100000,0.330000,,3.900000,0.310000,0,,,,,,,,
31123,779003,088.5 030.1,20-0604NM-MX-098-1514-08850301-0002A-3,2,13.93000,32.07000,5.880000,23.94000,99.30000,256.4611,5,3,2,,3,,,,,,3.900000,,0.310000,,0.920000,,11.80000,,0.330000,,9.100000,,,9,,,9,,,9,,,9,,,9,,,2.000000,13.93000,13.93000,32.07000,23.94000,395.5000,0.008000,5.880000,99.30000,11.80000,0.920000,9.100000,0.330000,,3.900000,0.310000,2,205,,,,,,,
31123,779004,088.5 030.1,20-0604NM-MX-098-1514-08850301-0005A-3,5,13.67000,33.26000,5.610000,24.91000,95.00000,244.4533,4,3,2,,3,,,,,,5.500000,,0.240000,,0.690000,,6.500000,,0.330000,,5.600000,,,9,,,9,,,9,,,9,,,9,,,5.000000,13.67000,13.67000,33.26000,24.91000,302.7000,0.010000,5.610000,95.00000,6.500000,0.690000,5.600000,0.330000,,5.500000,0.240000,5,204,,,,,,,
31123,779005,088.5 030.1,20-0604NM-MX-098-1514-08850301-0010A-3,10,12.54000,33.47000,4.790000,25.30000,79.30000,208.6427,3,3,2,,3,,,,,,4.700000,,0.550000,,0.990000,,8.600000,,0.320000,,7.500000,,,9,,,9,,,9,,,9,,,9,,,10.00000,12.54000,12.54000,33.47000,25.30000,266.5000,0.030000,4.790000,79.30000,8.600000,0.990000,7.500000,0.320000,,4.700000,0.550000,10,203,,,,,,,
31123,779006,088.5 030.1,20-0604NM-MX-098-1514-08850301-0015A-3,15,11.64000,33.54000,3.660000,25.52000,59.50000,159.3880,2,3,2,,3,,,,,,2.210000,,1.500000,,1.510000,,13.00000,,0.230000,,10.20000,,,9,,,9,,,9,,,9,,,9,,,15.00000,11.64000,11.64000,33.54000,25.52000,245.0000,0.040000,3.660000,59.50000,13.00000,1.510000,10.20000,0.230000,,2.210000,1.500000,15,202,,,,,,,
31123,779007,088.5 030.1,20-0604NM-MX-098-1514-08850301-0019A-3,19,11.42000,33.58000,2.660000,25.59000,43.00000,115.8315,1,3,2,,3,,,,,,2.080000,,2.860000,,1.810000,,17.30000,,0.260000,,12.80000,,,9,,,9,,,9,,,9,,,9,,,19.00000,11.42000,11.42000,33.58000,25.59000,238.3000,0.050000,2.660000,43.00000,17.30000,1.810000,12.80000,0.260000,,2.080000,2.860000,19,201,,,,,,,
31124,779008,086.7 033.0,20-0604NM-PR-098-1854-08670330-0000B-7,0,13.31000,33.47000,5.970000,25.14000,100.4000,260.0817,,7,2,,3,,,,,,2.290000,,0.220000,,0.610000,,6.300000,,0.210000,,4.600000,,,9,43.00000,1,,42.90000,1,,0.690000,2,,42.90000,1,,12/30/1899 06:48:00,,0.000000,13.31000,13.31000,33.47000,25.14000,280.8000,0.000000,5.970000,100.4000,6.300000,0.610000,4.600000,0.210000,,2.290000,0.220000,0,,,,,,,,
31124,779009,086.7 033.0,20-0604NM-PR-098-1854-08670330-0002A-6,2,13.34000,33.47200,,,,,11,6,2,,3,,,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,2.000000,13.34000,13.34000,33.47200,25.14000,281.3000,0.006000,,,,,,,,,,2,211,,,,,,,
31124,779010,086.7 033.0,20-0604NM-PR-098-1854-08670330-0002B-3,2,13.31000,33.47000,5.970000,25.14600,100.4000,260.0802,10,3,2,,3,,,,,,2.290000,,0.220000,,0.610000,,6.300000,,0.210000,,4.600000,,,9,43.00000,1,,42.90000,1,,0.690000,2,,42.90000,1,,12/30/1899 06:48:00,,2.000000,13.31000,13.31000,33.47000,25.14000,280.9000,0.006000,5.970000,100.4000,6.300000,0.610000,4.600000,0.210000,,2.290000,0.220000,2,210,,,,,,,
