Cst_Cnt,Btl_Cnt,Sta_ID,Depth_ID,Depthm,T_degC,Salnty,O2ml_L,STheta,O2Sat,Oxy_µmol/Kg,BtlNum,RecInd,T_prec,T_qual,S_prec,S_qual,P_qual,O_qual,SThtaq,O2Satq,ChlorA,Chlqua,Phaeop,Phaqua,PO4uM,PO4q,SiO3uM,SiO3qu,NO2uM,NO2q,NO3uM,NO3q,NH3uM,NH3q,C14As1,C14A1p,C14A1q,C14As2,C14A2p,C14A2q,DarkAs,DarkAp,DarkAq,MeanAs,MeanAp,MeanAq,IncTim,LightP,R_Depth,R_TEMP,R_POTEMP,R_SALINITY,R_SIGMA,R_SVA,R_DYNHT,R_O2,R_O2Sat,R_SIO3,R_PO4,R_NO3,R_NO2,R_NH4,R_CHLA,R_PHAEO,R_PRES,R_SAMP,DIC1,DIC2,TA1,TA2,pH2,pH1,DIC Quality Comment
33120,832001,086.7 040.0,20-1210NM-MX-298-1502-08670400-0600A-7,600,5.880000,34.35440,0.146000,27.07080,2.090000,6.348501,,7,2,,3,6,,6,6,6,,,,,3.350000,,86.79000,,0.010000,,39.10000,,0.000000,,,,,,,,,,,,,,,,600.0000,5.880000,5.830000,34.35400,27.07100,107.1000,1.036000,0.150000,2.100000,86.80000,3.350000,39.10000,0.010000,0.000000,,,605,,,,,,,,
33120,832002,086.7 040.0,20-1210NM-MX-298-1455-08670400-0649A-3,649,5.672000,34.36910,0.116000,27.10890,1.650000,5.043827,3,3,2,,3,,,,,,,,,,3.410000,,93.41000,,0.010000,,39.30000,,0.000000,,,,,,,,,,,,,,,,649.0000,5.670000,5.620000,34.36900,27.10900,103.9000,1.080000,0.120000,1.700000,93.40000,3.410000,39.30000,0.010000,0.000000,,,655,3,,,,,,,
33120,832003,086.7 040.0,20-1210NM-MX-298-1458-08670400-0700A-7,700,5.555000,34.37530,0.130000,27.12880,1.850000,5.652455,,7,2,,3,6,,6,6,6,,,,,3.440000,,96.91000,,0.020000,,39.10000,,0.030000,,,,,,,,,,,,,,,,700.0000,5.560000,5.500000,34.37500,27.12900,102.5000,1.141000,0.130000,1.900000,96.90000,3.440000,39.10000,0.020000,0.030000,,,706,,,,,,,,
33120,832004,086.7 040.0,20-1210NM-MX-298-1455-08670400-0745A-3,745,5.469000,34.38270,0.089000,27.14600,1.260000,3.869693,2,3,2,,3,,,,,,,,,,3.460000,,99.99000,,0.030000,,38.90000,,0.060000,,,,,,,,,,,,,,,,745.0000,5.470000,5.410000,34.38300,27.14600,101.4000,1.178000,0.090000,1.300000,100.0000,3.460000,38.90000,0.030000,0.060000,,,752,2,,,,,,,
33120,832005,086.7 040.0,20-1210NM-MX-298-1455-08670400-0748A-3,748,5.470000,34.38360,0.103000,27.14660,1.460000,4.478406,1,3,2,,3,,,,,,,,,,3.460000,,99.76000,,0.030000,,38.90000,,0.000000,,,,,,,,,,,,,,,,748.0000,5.470000,5.410000,34.38400,27.14700,101.3000,1.181000,0.100000,1.500000,99.80000,3.460000,38.90000,0.030000,0.000000,,,755,1,,,,,,,
33121,832006,086.7 045.0,20-1210NM-PR-298-1004-08670450-0000A-7,0,17.82400,33.54840,5.595000,24.20460,103.0700,243.9676,,7,2,,3,,,,,,0.413000,,0.167000,,0.340000,,2.540000,,0.020000,,0.300000,,0.000000,,15.17700,,,15.28900,,,0.162000,,,15.23300,,,12/30/1899 06:13:00,0.930000,0.000000,17.82000,17.82000,33.54800,24.20500,370.6000,0.000000,5.600000,103.1000,2.500000,0.340000,0.300000,0.020000,0.000000,0.410000,0.170000,0,,,,,,,,
33121,832007,086.7 045.0,20-1210NM-PR-298-1004-08670450-0002A-3,2,17.82400,33.54840,5.595000,24.20460,103.0700,243.9676,22,3,2,,3,,,,,,0.413000,,0.167000,,0.340000,,2.540000,,0.020000,,0.300000,,0.000000,,15.17700,,,15.28900,,,0.162000,,,15.23300,,,12/30/1899 06:13:00,0.930000,2.000000,17.82000,17.82000,33.54800,24.20500,370.6000,0.007000,5.600000,103.1000,2.500000,0.340000,0.300000,0.020000,0.000000,0.410000,0.170000,2,22,,,,,,,
33121,832008,086.7 045.0,20-1210NM-PR-298-1004-08670450-0009B-6,9,17.83300,33.55340,,24.20680,,,21,6,2,,3,,,9,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.000000,17.83000,17.83000,33.55300,24.20700,370.7000,0.034000,,,,,,,,,,9,21,,,,,,,
33121,832009,086.7 045.0,20-1210NM-PR-298-1004-08670450-0010A-3,10,17.82700,33.54820,5.626000,24.20440,103.6400,245.3194,20,3,2,,3,,,,,,0.416000,,0.144000,,0.330000,,2.520000,,0.020000,,0.300000,,0.000000,,16.93700,,,15.03500,,,0.275000,,,15.98600,,,12/30/1899 06:13:00,0.375000,10.00000,17.83000,17.83000,33.54800,24.20400,370.9000,0.037000,5.630000,103.6000,2.500000,0.330000,0.300000,0.020000,0.000000,0.420000,0.140000,10,20,,,,,,,
33121,832010,086.7 045.0,20-1210NM-PR-298-1004-08670450-0012A-3,12,17.82500,33.54940,5.586000,24.20600,102.9000,243.5748,19,3,2,,3,,,,,,0.415000,,0.143000,,0.330000,,2.530000,,0.020000,,0.300000,,0.000000,,14.28000,,,14.57600,,,0.345000,,,14.42800,,,12/30/1899 06:13:00,0.260000,12.00000,17.83000,17.82000,33.54900,24.20600,370.9000,0.045000,5.590000,102.9000,2.500000,0.330000,0.300000,0.020000,0.000000,0.420000,0.140000,12,19,,,,,,,
