Cst_Cnt,Btl_Cnt,Sta_ID,Depth_ID,Depthm,T_degC,Salnty,O2ml_L,STheta,O2Sat,Oxy_µmol/Kg,BtlNum,RecInd,T_prec,T_qual,S_prec,S_qual,P_qual,O_qual,SThtaq,O2Satq,ChlorA,Chlqua,Phaeop,Phaqua,PO4uM,PO4q,SiO3uM,SiO3qu,NO2uM,NO2q,NO3uM,NO3q,NH3uM,NH3q,C14As1,C14A1p,C14A1q,C14As2,C14A2p,C14A2q,DarkAs,DarkAp,DarkAq,MeanAs,MeanAp,MeanAq,IncTim,LightP,R_Depth,R_TEMP,R_POTEMP,R_SALINITY,R_SIGMA,R_SVA,R_DYNHT,R_O2,R_O2Sat,R_SIO3,R_PO4,R_NO3,R_NO2,R_NH4,R_CHLA,R_PHAEO,R_PRES,R_SAMP,DIC1,DIC2,TA1,TA2,pH2,pH1,DIC Quality Comment
25127,615001,093.3 035.0,19-8709NM-HY-248-0838-09330350-0400A-7,400,7.230000,34.29300,0.610000,26.83600,9.000000,26.53062,,7,2,,3,,9,,,,,9,,9,2.880000,,63.60000,,0.000000,,35.70000,,,9,,,9,,,9,,,9,,,9,,,400.0000,7.230000,7.190000,34.29300,26.83000,127.1000,0.790000,0.610000,9.000000,63.60000,2.880000,35.70000,0.000000,,,,403,,,,,,,,
25127,615002,093.3 035.0,19-8709NM-HY-248-0838-09330350-0463A-3,463,6.730000,34.29200,0.500000,26.90400,7.300000,21.74497,,3,2,,3,,,,,,,9,,9,2.980000,,70.60000,,0.000000,,37.40000,,,9,,,9,,,9,,,9,,,9,,,463.0000,6.730000,6.690000,34.29200,26.90000,121.2000,0.870000,0.500000,7.300000,70.60000,2.980000,37.40000,0.000000,,,,466,,,,,,,,
25127,615003,093.3 035.0,19-8709NM-HY-248-0838-09330350-0500A-7,500,6.500000,34.30400,0.430000,26.94400,6.300000,18.69995,,7,2,,3,,9,,,,,9,,9,3.030000,,74.30000,,0.000000,,38.20000,,,9,,,9,,,9,,,9,,,9,,,500.0000,6.500000,6.450000,34.30400,26.94000,117.7000,0.910000,0.430000,6.300000,74.30000,3.030000,38.20000,0.000000,,,,503,,,,,,,,
25127,615004,093.3 035.0,19-8709NM-HY-248-0838-09330350-0535A-3,535,6.280000,34.31500,0.360000,26.98200,5.200000,15.65519,,3,2,,3,,,,,,,9,,9,3.070000,,77.80000,,0.000000,,38.90000,,,9,,,9,,,9,,,9,,,9,,,535.0000,6.280000,6.230000,34.31500,26.98000,114.4000,0.950000,0.360000,5.200000,77.80000,3.070000,38.90000,0.000000,,,,539,,,,,,,,
25128,615005,093.3 040.0,19-8709NM-HY-248-1305-09330400-0000B-3,0,19.51000,33.58900,5.450000,23.81400,103.7000,237.7355,,3,2,,3,,,,,,0.200000,,0.050000,,0.330000,,2.800000,,0.000000,,0.100000,,,9,,,9,,,9,,,9,,,9,,,0.000000,19.51000,19.51000,33.58900,23.81000,407.8000,0.000000,5.450000,103.7000,2.800000,0.330000,0.100000,0.000000,,0.200000,0.050000,0,,,,,,,,
25128,615006,093.3 040.0,19-8709NM-HY-248-1305-09330400-0010A-3,10,19.48000,33.58600,5.460000,23.82000,103.8000,238.1704,,3,2,,3,,,,,,0.200000,,0.050000,,0.330000,,2.800000,,0.000000,,0.000000,,,9,,,9,,,9,,,9,,,9,,,10.00000,19.48000,19.48000,33.58600,23.82000,407.6000,0.040000,5.460000,103.8000,2.800000,0.330000,0.000000,0.000000,,0.200000,0.050000,10,,,,,,,,
25128,615007,093.3 040.0,19-8709NM-HY-248-1305-09330400-0020A-7,20,18.88000,33.54600,5.600000,23.94300,105.2000,244.2480,,7,2,,3,,9,,,,0.180000,,0.060000,,0.390000,,2.900000,,0.000000,,0.100000,,,9,,,9,,,9,,,9,,,9,,,20.00000,18.88000,18.88000,33.54600,23.94000,396.3000,0.080000,5.600000,105.2000,2.900000,0.390000,0.100000,0.000000,,0.180000,0.060000,20,,,,,,,,
25128,615008,093.3 040.0,19-8709NM-HY-248-1305-09330400-0021A-3,21,18.78000,33.54000,5.620000,23.96300,105.4000,245.1155,,3,2,,3,,,,,,0.180000,,0.060000,,0.400000,,2.900000,,0.000000,,0.100000,,,9,,,9,,,9,,,9,,,9,,,21.00000,18.78000,18.78000,33.54000,23.96000,394.3000,0.080000,5.620000,105.4000,2.900000,0.400000,0.100000,0.000000,,0.180000,0.060000,21,,,,,,,,
25128,615009,093.3 040.0,19-8709NM-HY-248-1305-09330400-0030A-3,30,17.27000,33.47300,5.870000,24.28100,106.9000,255.9397,,3,2,,3,,,,,,0.270000,,0.120000,,0.370000,,2.900000,,0.000000,,0.000000,,,9,,,9,,,9,,,9,,,9,,,30.00000,17.27000,17.27000,33.47300,24.28000,364.3000,0.110000,5.870000,106.9000,2.900000,0.370000,0.000000,0.000000,,0.270000,0.120000,30,,,,,,,,
25128,615010,093.3 040.0,19-8709NM-HY-248-1305-09330400-0042A-3,42,14.66000,33.40700,6.070000,24.81900,104.9000,264.5211,,3,2,,3,,,,,,0.460000,,0.200000,,0.520000,,4.000000,,0.020000,,0.500000,,,9,,,9,,,9,,,9,,,9,,,42.00000,14.66000,14.65000,33.40700,24.81000,313.2000,0.160000,6.070000,104.9000,4.000000,0.520000,0.500000,0.020000,,0.460000,0.200000,42,,,,,,,,
25128,615011,093.3 040.0,19-8709NM-HY-248-1305-09330400-0050A-7,50,13.43000,33.36900,5.680000,25.04600,95.70000,247.4706,,7,2,,3,,9,,,,0.400000,,0.170000,,0.640000,,5.200000,,0.120000,,3.100000,,,9,,,9,,,9,,,9,,,9,,,50.00000,13.43000,13.42000,33.36900,25.04000,291.8000,0.180000,5.680000,95.70000,5.200000,0.640000,3.100000,0.120000,,0.400000,0.170000,50,,,,,,,,
25128,615012,093.3 040.0,19-8709NM-HY-248-1305-09330400-0052A-3,52,13.20000,33.36400,5.560000,25.08800,93.30000,242.2325,,3,2,,3,,,,,,0.370000,,0.170000,,0.680000,,5.600000,,0.140000,,3.900000,,,9,,,9,,,9,,,9,,,9,,,52.00000,13.20000,13.19000,33.36400,25.08000,287.8000,0.190000,5.560000,93.30000,5.600000,0.680000,3.900000,0.140000,,0.370000,0.170000,52,,,,,,,,
25128,615013,093.3 040.0,19-8709NM-HY-248-1305-09330400-0063A-3,63,12.51000,33.41400,5.120000,25.26200,84.70000,223.0251,,3,2,,3,,,,,,0.320000,,0.270000,,0.920000,,7.800000,,0.140000,,7.900000,,,9,,,9,,,9,,,9,,,9,,,63.00000,12.51000,12.50000,33.41400,25.26000,271.5000,0.220000,5.120000,84.70000,7.800000,0.920000,7.900000,0.140000,,0.320000,0.270000,63,,,,,,,,
25128,615014,093.3 040.0,19-8709NM-HY-248-1305-09330400-0072A-3,72,11.89000,33.50300,4.550000,25.44900,74.30000,198.1600,,3,2,,3,,,,,,0.250000,,0.260000,,1.100000,,11.20000,,0.130000,,11.60000,,,9,,,9,,,9,,,9,,,9,,,72.00000,11.89000,11.88000,33.50300,25.44000,253.8000,0.240000,4.550000,74.30000,11.20000,1.100000,11.60000,0.130000,,0.250000,0.260000,72,,,,,,,,
25128,615015,093.3 040.0,19-8709NM-HY-248-1305-09330400-0075A-7,75,11.78000,33.52300,4.440000,25.48600,72.30000,193.3624,,7,2,,3,,9,,,,0.230000,,0.260000,,1.140000,,11.90000,,0.110000,,12.30000,,,9,,,9,,,9,,,9,,,9,,,75.00000,11.78000,11.77000,33.52300,25.48000,250.5000,0.250000,4.440000,72.30000,11.90000,1.140000,12.30000,0.110000,,0.230000,0.260000,75,,,,,,,,
25128,615016,093.3 040.0,19-8709NM-HY-248-1305-09330400-0088A-3,88,11.46000,33.58900,4.100000,25.59600,66.40000,178.5362,,3,2,,3,,,,,,0.180000,,0.240000,,1.280000,,13.90000,,0.040000,,14.40000,,,9,,,9,,,9,,,9,,,9,,,88.00000,11.46000,11.45000,33.58900,25.59000,240.2000,0.280000,4.100000,66.40000,13.90000,1.280000,14.40000,0.040000,,0.180000,0.240000,88,,,,,,,,
25128,615017,093.3 040.0,19-8709NM-HY-248-1305-09330400-0100A-7,100,11.14000,33.64900,3.780000,25.70100,60.80000,164.5848,,7,2,,3,,9,,,,0.120000,,0.200000,,1.380000,,16.10000,,0.020000,,16.50000,,,9,,,9,,,9,,,9,,,9,,,100.0000,11.14000,11.13000,33.64900,25.70000,230.5000,0.310000,3.780000,60.80000,16.10000,1.380000,16.50000,0.020000,,0.120000,0.200000,100,,,,,,,,
25128,615018,093.3 040.0,19-8709NM-HY-248-1305-09330400-0102A-3,102,11.08000,33.65900,3.730000,25.72000,59.90000,162.4048,,3,2,,3,,,,,,0.110000,,0.190000,,1.400000,,16.50000,,0.020000,,16.80000,,,9,,,9,,,9,,,9,,,9,,,102.0000,11.08000,11.07000,33.65900,25.72000,228.8000,0.310000,3.730000,59.90000,16.50000,1.400000,16.80000,0.020000,,0.110000,0.190000,102,,,,,,,,
25128,615019,093.3 040.0,19-8709NM-HY-248-1305-09330400-0124A-3,124,10.10000,33.77800,3.380000,25.98400,53.20000,147.1278,,3,2,,3,,,,,,0.050000,,0.110000,,1.640000,,21.80000,,0.010000,,20.70000,,,9,,,9,,,9,,,9,,,9,,,124.0000,10.10000,10.09000,33.77800,25.98000,204.0000,0.360000,3.380000,53.20000,21.80000,1.640000,20.70000,0.010000,,0.050000,0.110000,125,,,,,,,,
25128,615020,093.3 040.0,19-8709NM-HY-248-1305-09330400-0125A-7,125,10.06000,33.78300,3.370000,25.99400,53.00000,146.6911,,7,2,,3,,9,,,,0.050000,,0.110000,,1.650000,,22.00000,,0.010000,,20.80000,,,9,,,9,,,9,,,9,,,9,,,125.0000,10.06000,10.05000,33.78300,25.99000,203.0000,0.360000,3.370000,53.00000,22.00000,1.650000,20.80000,0.010000,,0.050000,0.110000,126,,,,,,,,
25128,615021,093.3 040.0,19-8709NM-HY-248-1305-09330400-0150A-3,150,9.310000,33.89000,3.180000,26.20200,49.20000,138.3926,,3,2,,3,,,,,,0.000000,,0.040000,,1.820000,,27.10000,,0.000000,,23.80000,,,9,,,9,,,9,,,9,,,9,,,150.0000,9.310000,9.290000,33.89000,26.20000,183.6000,0.410000,3.180000,49.20000,27.10000,1.820000,23.80000,0.000000,,0.000000,0.040000,151,,,,,,,,
25128,615022,093.3 040.0,19-8709NM-HY-248-1305-09330400-0182A-3,182,8.990000,33.95500,2.950000,26.30500,45.30000,128.3702,,3,2,,3,,,,,,0.000000,,0.040000,,1.910000,,30.70000,,0.010000,,25.30000,,,9,,,9,,,9,,,9,,,9,,,182.0000,8.990000,8.970000,33.95500,26.30000,174.4000,0.470000,2.950000,45.30000,30.70000,1.910000,25.30000,0.010000,,0.000000,0.040000,183,,,,,,,,
25128,615023,093.3 040.0,19-8709NM-HY-248-1305-09330400-0200A-7,200,8.710000,34.00000,2.810000,26.38400,42.90000,122.2687,,7,2,,3,,9,,,,0.010000,,0.030000,,2.000000,,33.60000,,0.010000,,26.50000,,,9,,,9,,,9,,,9,,,9,,,200.0000,8.710000,8.690000,34.00000,26.38000,167.1000,0.500000,2.810000,42.90000,33.60000,2.000000,26.50000,0.010000,,0.010000,0.030000,201,,,,,,,,
25128,615024,093.3 040.0,19-8709NM-HY-248-1305-09330400-0212A-3,212,8.520000,34.03000,2.700000,26.43700,41.10000,117.4763,,3,2,,3,,,,,,0.010000,,0.030000,,2.070000,,35.70000,,0.010000,,27.30000,,,9,,,9,,,9,,,9,,,9,,,212.0000,8.520000,8.500000,34.03000,26.43000,162.3000,0.520000,2.700000,41.10000,35.70000,2.070000,27.30000,0.010000,,0.010000,0.030000,213,,,,,,,,
25128,615025,093.3 040.0,19-8709NM-HY-248-1305-09330400-0242A-3,242,8.260000,34.08600,2.370000,26.52100,35.80000,103.1096,,3,2,,3,,,,,,,9,,9,2.200000,,40.30000,,0.010000,,28.90000,,,9,,,9,,,9,,,9,,,9,,,242.0000,8.260000,8.240000,34.08600,26.52000,154.8000,0.570000,2.370000,35.80000,40.30000,2.200000,28.90000,0.010000,,,,243,,,,,,,,
25128,615026,093.3 040.0,19-8709NM-HY-248-1305-09330400-0250A-7,250,8.180000,34.09100,2.310000,26.53700,34.90000,100.4977,,7,2,,3,,9,,,,,9,,9,2.220000,,41.30000,,0.010000,,29.30000,,,9,,,9,,,9,,,9,,,9,,,250.0000,8.180000,8.150000,34.09100,26.53000,153.3000,0.580000,2.310000,34.90000,41.30000,2.220000,29.30000,0.010000,,,,251,,,,,,,,
25128,615027,093.3 040.0,19-8709NM-HY-248-1305-09330400-0283A-3,283,7.880000,34.11500,2.020000,26.60100,30.30000,87.87562,,3,2,,3,,,,,,,9,,9,2.320000,,45.40000,,0.000000,,30.70000,,,9,,,9,,,9,,,9,,,9,,,283.0000,7.880000,7.850000,34.11500,26.60000,147.7000,0.630000,2.020000,30.30000,45.40000,2.320000,30.70000,0.000000,,,,285,,,,,,,,
25128,615028,093.3 040.0,19-8709NM-HY-248-1305-09330400-0300A-7,300,7.810000,34.15600,1.700000,26.64400,25.50000,73.95164,,7,2,,3,,9,,,,,9,,9,2.440000,,48.30000,,0.000000,,31.70000,,,9,,,9,,,9,,,9,,,9,,,300.0000,7.810000,7.780000,34.15600,26.64000,144.0000,0.650000,1.700000,25.50000,48.30000,2.440000,31.70000,0.000000,,,,302,,,,,,,,
25128,615029,093.3 040.0,19-8709NM-HY-248-1305-09330400-0339A-3,339,7.690000,34.25200,0.990000,26.73700,14.80000,43.06205,,3,2,,3,,,,,,,9,,9,2.710000,,55.00000,,0.000000,,33.90000,,,9,,,9,,,9,,,9,,,9,,,339.0000,7.690000,7.660000,34.25200,26.73000,135.8000,0.710000,0.990000,14.80000,55.00000,2.710000,33.90000,0.000000,,,,341,,,,,,,,
25128,615030,093.3 040.0,19-8709NM-HY-248-1305-09330400-0399A-3,399,7.280000,34.28300,0.670000,26.82100,9.900000,29.14062,,3,2,,3,,,,,,,9,,9,2.840000,,62.10000,,0.000000,,35.50000,,,9,,,9,,,9,,,9,,,9,,,399.0000,7.280000,7.240000,34.28300,26.82000,128.6000,0.790000,0.670000,9.900000,62.10000,2.840000,35.50000,0.000000,,,,402,,,,,,,,
25128,615031,093.3 040.0,19-8709NM-HY-248-1305-09330400-0400A-7,400,7.270000,34.28300,0.670000,26.82200,9.900000,29.14059,,7,2,,3,,9,,,,,9,,9,2.840000,,62.20000,,0.000000,,35.50000,,,9,,,9,,,9,,,9,,,9,,,400.0000,7.270000,7.230000,34.28300,26.82000,128.4000,0.790000,0.670000,9.900000,62.20000,2.840000,35.50000,0.000000,,,,403,,,,,,,,
25128,615032,093.3 040.0,19-8709NM-HY-248-1305-09330400-0465A-3,465,6.610000,34.29200,0.460000,26.92000,6.700000,20.00506,,3,2,,3,,,,,,,9,,9,3.000000,,71.20000,,0.000000,,37.90000,,,9,,,9,,,9,,,9,,,9,,,465.0000,6.610000,6.570000,34.29200,26.92000,119.6000,0.870000,0.460000,6.700000,71.20000,3.000000,37.90000,0.000000,,,,468,,,,,,,,
25128,615033,093.3 040.0,19-8709NM-HY-248-1305-09330400-0500A-7,500,6.450000,34.30400,0.400000,26.95100,5.800000,17.39518,,7,2,,3,,9,,,,,9,,9,3.040000,,74.30000,,0.000000,,38.40000,,,9,,,9,,,9,,,9,,,9,,,500.0000,6.450000,6.400000,34.30400,26.95000,117.0000,0.910000,0.400000,5.800000,74.30000,3.040000,38.40000,0.000000,,,,503,,,,,,,,
25128,615034,093.3 040.0,19-8709NM-HY-248-1305-09330400-0535A-3,535,6.290000,34.31700,0.340000,26.98200,4.900000,14.78546,,3,2,,3,,,,,,,9,,9,3.080000,,77.30000,,0.000000,,38.90000,,,9,,,9,,,9,,,9,,,9,,,535.0000,6.290000,6.240000,34.31700,26.98000,114.4000,0.950000,0.340000,4.900000,77.30000,3.080000,38.90000,0.000000,,,,539,,,,,,,,
25129,615035,093.3 045.0,19-8709NM-HY-248-1759-09330450-0000B-7,0,19.50000,33.59200,5.440000,23.81900,103.5000,237.2982,,7,2,,3,,,,,,0.150000,,0.040000,,0.290000,,2.800000,,0.000000,,0.000000,,,9,,,9,,,9,,,9,,,9,,,0.000000,19.50000,19.50000,33.59200,23.81000,407.3000,0.000000,5.440000,103.5000,2.800000,0.290000,0.000000,0.000000,,0.150000,0.040000,0,,,,,,,,
25129,615036,093.3 045.0,19-8709NM-HY-248-1759-09330450-0001A-3,1,19.50000,33.59200,5.440000,23.81900,103.5000,237.2982,,3,2,,3,,,,,,0.150000,,0.040000,,0.290000,,2.800000,,0.000000,,0.000000,,,9,,,9,,,9,,,9,,,9,,,1.000000,19.50000,19.50000,33.59200,23.81000,407.3000,0.004000,5.440000,103.5000,2.800000,0.290000,0.000000,0.000000,,0.150000,0.040000,1,,,,,,,,
25129,615037,093.3 045.0,19-8709NM-HY-248-1759-09330450-0010A-7,10,19.45000,33.59200,5.450000,23.83200,103.6000,237.7314,,7,2,,3,,9,,,,0.160000,,0.040000,,0.290000,,2.800000,,0.000000,,0.000000,,,9,,,9,,,9,,,9,,,9,,,10.00000,19.45000,19.45000,33.59200,23.83000,406.4000,0.040000,5.450000,103.6000,2.800000,0.290000,0.000000,0.000000,,0.160000,0.040000,10,,,,,,,,
25129,615038,093.3 045.0,19-8709NM-HY-248-1759-09330450-0011A-3,11,19.44000,33.59200,5.450000,23.83500,103.5000,237.7307,,3,2,,3,,,,,,0.160000,,0.040000,,0.290000,,2.800000,,0.000000,,0.000000,,,9,,,9,,,9,,,9,,,9,,,11.00000,19.44000,19.44000,33.59200,23.83000,406.2000,0.040000,5.450000,103.5000,2.800000,0.290000,0.000000,0.000000,,0.160000,0.040000,11,,,,,,,,
25129,615039,093.3 045.0,19-8709NM-HY-248-1759-09330450-0020A-7,20,19.41000,33.59300,5.450000,23.84400,103.5000,237.7286,,7,2,,3,,9,,,,0.160000,,0.050000,,0.290000,,2.800000,,0.000000,,0.000000,,,9,,,9,,,9,,,9,,,9,,,20.00000,19.41000,19.41000,33.59300,23.84000,405.7000,0.080000,5.450000,103.5000,2.800000,0.290000,0.000000,0.000000,,0.160000,0.050000,20,,,,,,,,
