Cst_Cnt,Btl_Cnt,Sta_ID,Depth_ID,Depthm,T_degC,Salnty,O2ml_L,STheta,O2Sat,Oxy_µmol/Kg,BtlNum,RecInd,T_prec,T_qual,S_prec,S_qual,P_qual,O_qual,SThtaq,O2Satq,ChlorA,Chlqua,Phaeop,Phaqua,PO4uM,PO4q,SiO3uM,SiO3qu,NO2uM,NO2q,NO3uM,NO3q,NH3uM,NH3q,C14As1,C14A1p,C14A1q,C14As2,C14A2p,C14A2q,DarkAs,DarkAp,DarkAq,MeanAs,MeanAp,MeanAq,IncTim,LightP,R_Depth,R_TEMP,R_POTEMP,R_SALINITY,R_SIGMA,R_SVA,R_DYNHT,R_O2,R_O2Sat,R_SIO3,R_PO4,R_NO3,R_NO2,R_NH4,R_CHLA,R_PHAEO,R_PRES,R_SAMP,DIC1,DIC2,TA1,TA2,pH2,pH1,DIC Quality Comment
4534,126001,093.3 050.0,19-5206YE-HY-159-1848-09330500-0000B-3,0,15.90000,33.44000,6.100000,24.57100,108.2000,265.8927,,3,2,,2,,9,,,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,0.000000,15.90000,15.90000,33.44000,24.57000,335.6000,0.000000,6.100000,108.2000,,,,,,,,0,,,,,,,,
4534,126002,093.3 050.0,19-5206YE-HY-159-1848-09330500-0010A-3,10,13.01000,33.42000,6.120000,25.16800,102.3000,266.6092,,3,2,,2,,9,,,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,10.00000,13.01000,13.01000,33.42000,25.16000,279.1000,0.030000,6.120000,102.3000,,,,,,,,10,,,,,,,,
4534,126003,093.3 050.0,19-5206YE-HY-159-1848-09330500-0020A-7,20,12.40000,33.39800,5.800000,25.27000,95.70000,252.6437,,7,2,,3,,9,,,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,20.00000,12.40000,12.40000,33.39800,25.27000,269.6000,0.050000,5.800000,95.70000,,,,,,,,20,,,,,,,,
4534,126004,093.3 050.0,19-5206YE-HY-159-1848-09330500-0024A-3,24,12.15000,33.39000,5.620000,25.31200,92.20000,244.7930,,3,2,,2,,9,,,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,24.00000,12.15000,12.15000,33.39000,25.31000,265.7000,0.060000,5.620000,92.20000,,,,,,,,24,,,,,,,,
4534,126005,093.3 050.0,19-5206YE-HY-159-1848-09330500-0030A-7,30,11.59000,33.33700,5.310000,25.37500,86.10000,231.2760,,7,2,,3,,9,,,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,30.00000,11.59000,11.59000,33.33700,25.37000,259.8000,0.080000,5.310000,86.10000,,,,,,,,30,,,,,,,,
4534,126006,093.3 050.0,19-5206YE-HY-159-1848-09330500-0050A-7,50,9.890000,33.24300,4.300000,25.60000,67.10000,187.2446,,7,2,,3,,9,,,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,50.00000,9.890000,9.880000,33.24300,25.60000,238.8000,0.130000,4.300000,67.10000,,,,,,,,50,,,,,,,,
4534,126007,093.3 050.0,19-5206YE-HY-159-1848-09330500-0053A-3,53,9.650000,33.24000,4.160000,25.63700,64.60000,181.1417,,3,2,,2,,9,,,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,53.00000,9.650000,9.640000,33.24000,25.63000,235.3000,0.140000,4.160000,64.60000,,,,,,,,53,,,,,,,,
4534,126008,093.3 050.0,19-5206YE-HY-159-1848-09330500-0075A-7,75,9.100000,33.49900,3.630000,25.92900,55.80000,158.0185,,7,2,,3,,9,,,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,75.00000,9.100000,9.090000,33.49900,25.92000,208.0000,0.190000,3.630000,55.80000,,,,,,,,75,,,,,,,,
4534,126009,093.3 050.0,19-5206YE-HY-159-1848-09330500-0077A-3,77,9.080000,33.53000,3.590000,25.95600,55.10000,156.2732,,3,2,,2,,9,,,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,77.00000,9.080000,9.070000,33.53000,25.95000,205.4000,0.190000,3.590000,55.10000,,,,,,,,77,,,,,,,,
4534,126010,093.3 050.0,19-5206YE-HY-159-1848-09330500-0100A-7,100,8.830000,33.81500,2.870000,26.21900,43.90000,124.8995,,7,2,,3,,9,,,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,100.0000,8.830000,8.820000,33.81500,26.21000,180.9000,0.230000,2.870000,43.90000,,,,,,,,101,,,,,,,,
