Cst_Cnt,Btl_Cnt,Sta_ID,Depth_ID,Depthm,T_degC,Salnty,O2ml_L,STheta,O2Sat,Oxy_µmol/Kg,BtlNum,RecInd,T_prec,T_qual,S_prec,S_qual,P_qual,O_qual,SThtaq,O2Satq,ChlorA,Chlqua,Phaeop,Phaqua,PO4uM,PO4q,SiO3uM,SiO3qu,NO2uM,NO2q,NO3uM,NO3q,NH3uM,NH3q,C14As1,C14A1p,C14A1q,C14As2,C14A2p,C14A2q,DarkAs,DarkAp,DarkAq,MeanAs,MeanAp,MeanAq,IncTim,LightP,R_Depth,R_TEMP,R_POTEMP,R_SALINITY,R_SIGMA,R_SVA,R_DYNHT,R_O2,R_O2Sat,R_SIO3,R_PO4,R_NO3,R_NO2,R_NH4,R_CHLA,R_PHAEO,R_PRES,R_SAMP,DIC1,DIC2,TA1,TA2,pH2,pH1,DIC Quality Comment
14335,384001,140.0 030.0,19-6501AX-HY-046-1018-14000300-0074A-3,74,15.26000,34.14800,3.630000,25.26100,63.80000,158.1215,,3,2,,3,,9,,,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,74.00000,15.26000,15.25000,34.14800,25.26000,272.3000,0.210000,3.630000,63.80000,,,,,,,,74,,,,,,,,
14336,384002,140.0 030.0,19-6501AX-CT-046-1018-14000300-0000B-5,0,17.11000,34.27000,,24.92900,,,,5,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,0.000000,17.11000,17.11000,34.27000,24.92000,301.5000,0.000000,,,,,,,,,,0,,,,,,,,
14336,384003,140.0 030.0,19-6501AX-CT-046-1018-14000300-0010A-5,10,17.10000,34.28000,,24.93900,,,,5,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,10.00000,17.10000,17.10000,34.28000,24.93000,300.9000,0.030000,,,,,,,,,,10,,,,,,,,
14336,384004,140.0 030.0,19-6501AX-CT-046-1018-14000300-0020A-5,20,17.06000,34.27000,,24.94200,,,,5,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,20.00000,17.06000,17.06000,34.27000,24.94000,301.0000,0.060000,,,,,,,,,,20,,,,,,,,
14336,384005,140.0 030.0,19-6501AX-CT-046-1018-14000300-0030A-5,30,16.92000,34.26000,,24.96700,,,,5,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,30.00000,16.92000,16.92000,34.26000,24.96000,298.9000,0.090000,,,,,,,,,,30,,,,,,,,
14336,384006,140.0 030.0,19-6501AX-CT-046-1018-14000300-0050A-5,50,16.63000,34.24000,,25.02100,,,,5,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,50.00000,16.63000,16.62000,34.24000,25.02000,294.5000,0.150000,,,,,,,,,,50,,,,,,,,
14336,384007,140.0 030.0,19-6501AX-CT-046-1018-14000300-0075A-5,75,15.39000,34.14000,,25.22600,,,,5,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,75.00000,15.39000,15.38000,34.14000,25.22000,275.6000,0.220000,,,,,,,,,,75,,,,,,,,
14337,384008,126.7 040.0,19-6501AX-HY-047-1930-12670400-0000B-3,0,17.62000,34.17300,5.630000,24.73200,103.7000,245.3674,,3,2,,3,,9,,,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,0.000000,17.62000,17.62000,34.17300,24.73000,320.3000,0.000000,5.630000,103.7000,,,,,,,,0,,,,,,,,
14337,384009,126.7 040.0,19-6501AX-HY-047-1930-12670400-0010A-3,10,17.58000,34.16700,5.660000,24.73800,104.2000,246.6734,,3,2,,3,,9,,,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,10.00000,17.58000,17.58000,34.16700,24.73000,320.1000,0.030000,5.660000,104.2000,,,,,,,,10,,,,,,,,
14337,384010,126.7 040.0,19-6501AX-HY-047-1930-12670400-0020A-7,20,17.57000,34.16500,5.640000,24.73900,103.8000,245.8015,,7,2,,3,,9,,,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,20.00000,17.57000,17.57000,34.16500,24.73000,320.3000,0.060000,5.640000,103.8000,,,,,,,,20,,,,,,,,
14337,384011,126.7 040.0,19-6501AX-HY-047-1930-12670400-0030A-3,30,17.56000,34.16200,5.630000,24.74000,103.6000,245.3655,,3,2,,3,,9,,,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,30.00000,17.56000,17.55000,34.16200,24.74000,320.6000,0.090000,5.630000,103.6000,,,,,,,,30,,,,,,,,
14337,384012,126.7 040.0,19-6501AX-HY-047-1930-12670400-0050A-7,50,15.47000,33.86700,5.130000,24.99800,90.40000,223.5183,,7,2,,3,,9,,,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,50.00000,15.47000,15.46000,33.86700,24.99000,296.6000,0.150000,5.130000,90.40000,,,,,,,,50,,,,,,,,
14337,384013,126.7 040.0,19-6501AX-HY-047-1930-12670400-0060A-3,60,14.28000,33.76800,4.880000,25.17900,83.90000,212.5880,,3,2,,3,,9,,,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,60.00000,14.28000,14.27000,33.76800,25.17000,279.5000,0.180000,4.880000,83.90000,,,,,,,,60,,,,,,,,
14337,384014,126.7 040.0,19-6501AX-HY-047-1930-12670400-0070A-3,70,13.67000,33.82300,4.120000,25.34900,70.00000,179.4503,,3,2,,3,,9,,,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,70.00000,13.67000,13.66000,33.82300,25.34000,263.6000,0.210000,4.120000,70.00000,,,,,,,,70,,,,,,,,
14337,384015,126.7 040.0,19-6501AX-HY-047-1930-12670400-0075A-7,75,13.43000,33.84700,3.840000,25.41600,64.90000,167.2437,,7,2,,3,,9,,,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,75.00000,13.43000,13.42000,33.84700,25.41000,257.3000,0.220000,3.840000,64.90000,,,,,,,,75,,,,,,,,
