Cst_Cnt,Btl_Cnt,Sta_ID,Depth_ID,Depthm,T_degC,Salnty,O2ml_L,STheta,O2Sat,Oxy_µmol/Kg,BtlNum,RecInd,T_prec,T_qual,S_prec,S_qual,P_qual,O_qual,SThtaq,O2Satq,ChlorA,Chlqua,Phaeop,Phaqua,PO4uM,PO4q,SiO3uM,SiO3qu,NO2uM,NO2q,NO3uM,NO3q,NH3uM,NH3q,C14As1,C14A1p,C14A1q,C14As2,C14A2p,C14A2q,DarkAs,DarkAp,DarkAq,MeanAs,MeanAp,MeanAq,IncTim,LightP,R_Depth,R_TEMP,R_POTEMP,R_SALINITY,R_SIGMA,R_SVA,R_DYNHT,R_O2,R_O2Sat,R_SIO3,R_PO4,R_NO3,R_NO2,R_NH4,R_CHLA,R_PHAEO,R_PRES,R_SAMP,DIC1,DIC2,TA1,TA2,pH2,pH1,DIC Quality Comment
10696,279001,103.3 090.0,19-5904PT-HY-100-0212-10330900-0030A-7,30,17.58000,33.94100,5.290000,24.56500,97.20000,230.5870,,7,2,,3,,9,,,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,30.00000,17.58000,17.57000,33.94100,24.56000,337.2000,0.100000,5.290000,97.20000,,,,,,,,30,,,,,,,,
10696,279002,103.3 090.0,19-5904PT-HY-100-0212-10330900-0031A-3,31,17.58000,33.94000,5.290000,24.56500,97.20000,230.5870,,3,2,,2,,9,,,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,31.00000,17.58000,17.57000,33.94000,24.56000,337.3000,0.100000,5.290000,97.20000,,,,,,,,31,,,,,,,,
10696,279003,103.3 090.0,19-5904PT-HY-100-0212-10330900-0050A-7,50,17.36000,33.90500,5.420000,24.59100,99.10000,236.2476,,7,2,,3,,9,,,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,50.00000,17.36000,17.35000,33.90500,24.59000,335.4000,0.160000,5.420000,99.10000,,,,,,,,50,,,,,,,,
10696,279004,103.3 090.0,19-5904PT-HY-100-0212-10330900-0057A-3,57,17.28000,33.90000,5.450000,24.60700,99.50000,237.5516,,3,2,,2,,9,,,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,57.00000,17.28000,17.27000,33.90000,24.60000,334.2000,0.190000,5.450000,99.50000,,,,,,,,57,,,,,,,,
10696,279005,103.3 090.0,19-5904PT-HY-100-0212-10330900-0067A-3,67,17.56000,34.02000,5.380000,24.63200,98.90000,234.4947,,3,2,,2,,9,,,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,67.00000,17.56000,17.55000,34.02000,24.63000,332.1000,0.220000,5.380000,98.90000,,,,,,,,67,,,,,,,,
10696,279006,103.3 090.0,19-5904PT-HY-100-0212-10330900-0075A-7,75,17.60000,34.14700,5.340000,24.72000,98.30000,232.7313,,7,2,,3,,9,,,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,75.00000,17.60000,17.59000,34.14700,24.72000,324.0000,0.250000,5.340000,98.30000,,,,,,,,75,,,,,,,,
10696,279007,103.3 090.0,19-5904PT-HY-100-0212-10330900-0077A-3,77,17.61000,34.18000,5.330000,24.74300,98.10000,232.2902,,3,2,,2,,9,,,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,77.00000,17.61000,17.60000,34.18000,24.74000,321.9000,0.250000,5.330000,98.10000,,,,,,,,77,,,,,,,,
10696,279008,103.3 090.0,19-5904PT-HY-100-0212-10330900-0092A-3,92,17.47000,34.19000,5.390000,24.78500,99.00000,234.8955,,3,2,,2,,9,,,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,92.00000,17.47000,17.45000,34.19000,24.78000,318.4000,0.300000,5.390000,99.00000,,,,,,,,92,,,,,,,,
10696,279009,103.3 090.0,19-5904PT-HY-100-0212-10330900-0100A-7,100,16.42000,34.00000,5.430000,24.88700,97.60000,236.6152,,7,2,,3,,9,,,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,100.0000,16.42000,16.40000,34.00000,24.88000,308.9000,0.330000,5.430000,97.60000,,,,,,,,100,,,,,,,,
10696,279010,103.3 090.0,19-5904PT-HY-100-0212-10330900-0107A-3,107,15.33000,33.82000,5.450000,24.99400,95.70000,237.4619,,3,2,,2,,9,,,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,107.0000,15.33000,15.31000,33.82000,24.99000,298.7000,0.350000,5.450000,95.70000,,,,,,,,107,,,,,,,,
10696,279011,103.3 090.0,19-5904PT-HY-100-0212-10330900-0125A-7,125,13.44000,33.62800,5.220000,25.24600,88.10000,227.3846,,7,2,,3,,9,,,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,125.0000,13.44000,13.42000,33.62800,25.24000,274.9000,0.400000,5.220000,88.10000,,,,,,,,126,,,,,,,,
10696,279012,103.3 090.0,19-5904PT-HY-100-0212-10330900-0132A-3,132,12.82000,33.60000,5.090000,25.34800,84.80000,221.6998,,3,2,,2,,9,,,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,132.0000,12.82000,12.80000,33.60000,25.34000,265.2000,0.420000,5.090000,84.80000,,,,,,,,133,,,,,,,,
10696,279013,103.3 090.0,19-5904PT-HY-100-0212-10330900-0150A-7,150,11.18000,33.58100,4.800000,25.64200,77.20000,209.0086,,7,2,,3,,9,,,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,150.0000,11.18000,11.16000,33.58100,25.64000,237.3000,0.460000,4.800000,77.20000,,,,,,,,151,,,,,,,,
10696,279014,103.3 090.0,19-5904PT-HY-100-0212-10330900-0151A-3,151,11.10000,33.58000,4.780000,25.65600,76.80000,208.1349,,3,2,,2,,9,,,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,151.0000,11.10000,11.08000,33.58000,25.65000,236.0000,0.470000,4.780000,76.80000,,,,,,,,152,,,,,,,,
10696,279015,103.3 090.0,19-5904PT-HY-100-0212-10330900-0176A-3,176,9.620000,33.62000,3.840000,25.94100,59.70000,167.1581,,3,2,,2,,9,,,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,176.0000,9.620000,9.600000,33.62000,25.94000,209.0000,0.520000,3.840000,59.70000,,,,,,,,177,,,,,,,,
10696,279016,103.3 090.0,19-5904PT-HY-100-0212-10330900-0200A-7,200,9.080000,33.73600,3.350000,26.11900,51.50000,145.8028,,7,2,,3,,9,,,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,200.0000,9.080000,9.060000,33.73600,26.11000,192.3000,0.570000,3.350000,51.50000,,,,,,,,201,,,,,,,,
10696,279017,103.3 090.0,19-5904PT-HY-100-0212-10330900-0206A-3,206,9.010000,33.77000,3.260000,26.15700,50.10000,141.8804,,3,2,,2,,9,,,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,206.0000,9.010000,8.990000,33.77000,26.15000,188.9000,0.580000,3.260000,50.10000,,,,,,,,207,,,,,,,,
10696,279018,103.3 090.0,19-5904PT-HY-100-0212-10330900-0236A-3,236,8.480000,33.93000,2.690000,26.36500,40.90000,117.0494,,3,2,,2,,9,,,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,236.0000,8.480000,8.460000,33.93000,26.36000,169.5000,0.630000,2.690000,40.90000,,,,,,,,237,,,,,,,,
10696,279019,103.3 090.0,19-5904PT-HY-100-0212-10330900-0250A-7,250,8.270000,33.96400,2.620000,26.42400,39.60000,113.9969,,7,2,,3,,9,,,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,250.0000,8.270000,8.240000,33.96400,26.42000,164.1000,0.660000,2.620000,39.60000,,,,,,,,251,,,,,,,,
10696,279020,103.3 090.0,19-5904PT-HY-100-0212-10330900-0276A-3,276,7.910000,34.00000,2.530000,26.50600,37.90000,110.0722,,3,2,,2,,9,,,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,276.0000,7.910000,7.880000,34.00000,26.50000,156.6000,0.700000,2.530000,37.90000,,,,,,,,277,,,,,,,,
10696,279021,103.3 090.0,19-5904PT-HY-100-0212-10330900-0300A-7,300,7.640000,34.04700,2.160000,26.58300,32.20000,93.96766,,7,2,,3,,9,,,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,300.0000,7.640000,7.610000,34.04700,26.58000,149.6000,0.740000,2.160000,32.20000,,,,,,,,302,,,,,,,,
10696,279022,103.3 090.0,19-5904PT-HY-100-0212-10330900-0336A-3,336,7.270000,34.11000,1.550000,26.68500,22.90000,67.42380,,3,2,,2,,9,,,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,336.0000,7.270000,7.240000,34.11000,26.68000,140.3000,0.790000,1.550000,22.90000,,,,,,,,338,,,,,,,,
10696,279023,103.3 090.0,19-5904PT-HY-100-0212-10330900-0400A-7,400,6.630000,34.15500,1.040000,26.80800,15.20000,45.23377,,7,2,,3,,9,,,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,400.0000,6.630000,6.590000,34.15500,26.80000,129.1000,0.870000,1.040000,15.20000,,,,,,,,402,,,,,,,,
10696,279024,103.3 090.0,19-5904PT-HY-100-0212-10330900-0413A-3,413,6.510000,34.16000,0.980000,26.82800,14.20000,42.62330,,3,2,,2,,9,,,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,413.0000,6.510000,6.470000,34.16000,26.82000,127.3000,0.890000,0.980000,14.20000,,,,,,,,415,,,,,,,,
