Cst_Cnt,Btl_Cnt,Sta_ID,Depth_ID,Depthm,T_degC,Salnty,O2ml_L,STheta,O2Sat,Oxy_µmol/Kg,BtlNum,RecInd,T_prec,T_qual,S_prec,S_qual,P_qual,O_qual,SThtaq,O2Satq,ChlorA,Chlqua,Phaeop,Phaqua,PO4uM,PO4q,SiO3uM,SiO3qu,NO2uM,NO2q,NO3uM,NO3q,NH3uM,NH3q,C14As1,C14A1p,C14A1q,C14As2,C14A2p,C14A2q,DarkAs,DarkAp,DarkAq,MeanAs,MeanAp,MeanAq,IncTim,LightP,R_Depth,R_TEMP,R_POTEMP,R_SALINITY,R_SIGMA,R_SVA,R_DYNHT,R_O2,R_O2Sat,R_SIO3,R_PO4,R_NO3,R_NO2,R_NH4,R_CHLA,R_PHAEO,R_PRES,R_SAMP,DIC1,DIC2,TA1,TA2,pH2,pH1,DIC Quality Comment
12741,337001,093.3 100.0,19-6107BD-HY-198-1306-09331000-0070A-3,70,14.05000,33.23600,5.860000,24.81700,99.90000,255.3701,,3,2,,3,,9,,,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,70.00000,14.05000,14.04000,33.23600,24.81000,314.2000,0.240000,5.860000,99.90000,,,,,,,,70,,,,,,,,
12741,337002,093.3 100.0,19-6107BD-HY-198-1306-09331000-0075A-7,75,13.85000,33.23400,5.850000,24.85600,99.40000,254.9246,,7,2,,3,,9,,,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,75.00000,13.85000,13.84000,33.23400,24.85000,310.6000,0.250000,5.850000,99.40000,,,,,,,,75,,,,,,,,
12741,337003,093.3 100.0,19-6107BD-HY-198-1306-09331000-0095A-3,95,13.03000,33.24900,5.740000,25.03400,95.90000,250.0877,,3,2,,3,,9,,,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,95.00000,13.03000,13.02000,33.24900,25.03000,294.1000,0.310000,5.740000,95.90000,,,,,,,,95,,,,,,,,
12741,337004,093.3 100.0,19-6107BD-HY-198-1306-09331000-0100A-7,100,12.89000,33.26900,5.660000,25.07700,94.20000,246.5918,,7,2,,3,,9,,,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,100.0000,12.89000,12.88000,33.26900,25.07000,290.1000,0.330000,5.660000,94.20000,,,,,,,,100,,,,,,,,
12741,337005,093.3 100.0,19-6107BD-HY-198-1306-09331000-0114A-3,114,12.48000,33.34500,5.390000,25.21600,89.00000,234.7968,,3,2,,3,,9,,,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,114.0000,12.48000,12.46000,33.34500,25.21000,277.2000,0.370000,5.390000,89.00000,,,,,,,,114,,,,,,,,
12741,337006,093.3 100.0,19-6107BD-HY-198-1306-09331000-0125A-7,125,12.01000,33.43600,5.170000,25.37600,84.60000,225.1781,,7,2,,3,,9,,,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,125.0000,12.01000,11.99000,33.43600,25.37000,262.1000,0.400000,5.170000,84.60000,,,,,,,,126,,,,,,,,
12741,337007,093.3 100.0,19-6107BD-HY-198-1306-09331000-0134A-3,134,11.58000,33.49800,4.980000,25.50500,80.80000,216.8754,,3,2,,3,,9,,,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,134.0000,11.58000,11.56000,33.49800,25.50000,250.1000,0.420000,4.980000,80.80000,,,,,,,,135,,,,,,,,
12741,337008,093.3 100.0,19-6107BD-HY-198-1306-09331000-0150A-7,150,10.74000,33.48400,4.600000,25.64500,73.30000,200.2993,,7,2,,3,,9,,,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,150.0000,10.74000,10.72000,33.48400,25.64000,236.9000,0.460000,4.600000,73.30000,,,,,,,,151,,,,,,,,
12741,337009,093.3 100.0,19-6107BD-HY-198-1306-09331000-0155A-3,155,10.49000,33.48000,4.480000,25.68500,71.00000,195.0665,,3,2,,3,,9,,,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,155.0000,10.49000,10.47000,33.48000,25.68000,233.1000,0.470000,4.480000,71.00000,,,,,,,,156,,,,,,,,
12741,337010,093.3 100.0,19-6107BD-HY-198-1306-09331000-0183A-3,183,9.540000,33.72600,4.050000,26.03700,62.90000,176.2831,,3,2,,3,,9,,,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,183.0000,9.540000,9.520000,33.72600,26.03000,200.0000,0.530000,4.050000,62.90000,,,,,,,,184,,,,,,,,
