Cst_Cnt,Btl_Cnt,Sta_ID,Depth_ID,Depthm,T_degC,Salnty,O2ml_L,STheta,O2Sat,Oxy_µmol/Kg,BtlNum,RecInd,T_prec,T_qual,S_prec,S_qual,P_qual,O_qual,SThtaq,O2Satq,ChlorA,Chlqua,Phaeop,Phaqua,PO4uM,PO4q,SiO3uM,SiO3qu,NO2uM,NO2q,NO3uM,NO3q,NH3uM,NH3q,C14As1,C14A1p,C14A1q,C14As2,C14A2p,C14A2q,DarkAs,DarkAp,DarkAq,MeanAs,MeanAp,MeanAq,IncTim,LightP,R_Depth,R_TEMP,R_POTEMP,R_SALINITY,R_SIGMA,R_SVA,R_DYNHT,R_O2,R_O2Sat,R_SIO3,R_PO4,R_NO3,R_NO2,R_NH4,R_CHLA,R_PHAEO,R_PRES,R_SAMP,DIC1,DIC2,TA1,TA2,pH2,pH1,DIC Quality Comment
19120,478001,124.5 008.0,19-7410AX-HY-281-1749-12450080-0140A-3,140,15.31000,34.99500,1.970000,25.90500,34.80000,85.75862,,3,2,,3,,9,,,,,9,,9,2.580000,,45.90000,,0.020000,,23.70000,,,9,,,9,,,9,,,9,,,9,,,140.0000,15.31000,15.29000,34.99500,25.90000,213.3000,0.440000,1.970000,34.80000,45.90000,2.580000,23.70000,0.020000,,,,141,,,,,,,,
19120,478002,124.5 008.0,19-7410AX-HY-281-1749-12450080-0150A-7,150,14.94000,34.98400,1.830000,25.97900,32.10000,79.65836,,7,2,,3,,9,,,,,9,,9,2.620000,,46.10000,,0.020000,,24.30000,,,9,,,9,,,9,,,9,,,9,,,150.0000,14.94000,14.92000,34.98400,25.97000,206.5000,0.460000,1.830000,32.10000,46.10000,2.620000,24.30000,0.020000,,,,151,,,,,,,,
19120,478003,124.5 008.0,19-7410AX-HY-281-1749-12450080-0170A-3,170,14.16000,34.95300,1.440000,26.12300,24.90000,62.67319,,3,2,,3,,9,,,,,9,,9,2.710000,,47.00000,,0.020000,,25.60000,,,9,,,9,,,9,,,9,,,9,,,170.0000,14.16000,14.14000,34.95300,26.12000,193.2000,0.500000,1.440000,24.90000,47.00000,2.710000,25.60000,0.020000,,,,171,,,,,,,,
19120,478004,124.5 008.0,19-7410AX-HY-281-1749-12450080-0199A-3,199,12.71000,34.87400,1.110000,26.35900,18.60000,48.29948,,3,2,,3,,9,,,,,9,,9,2.870000,,52.40000,,0.020000,,27.50000,,,9,,,9,,,9,,,9,,,9,,,199.0000,12.71000,12.68000,34.87400,26.35000,171.2000,0.550000,1.110000,18.60000,52.40000,2.870000,27.50000,0.020000,,,,200,,,,,,,,
19120,478005,124.5 008.0,19-7410AX-HY-281-1749-12450080-0200A-7,200,12.65000,34.87100,1.100000,26.36900,18.40000,47.86388,,7,2,,3,,9,,,,,9,,9,2.870000,,52.60000,,0.020000,,27.60000,,,9,,,9,,,9,,,9,,,9,,,200.0000,12.65000,12.62000,34.87100,26.36000,170.3000,0.550000,1.100000,18.40000,52.60000,2.870000,27.60000,0.020000,,,,201,,,,,,,,
19120,478006,124.5 008.0,19-7410AX-HY-281-1749-12450080-0229A-3,229,11.14000,34.77900,0.710000,26.58400,11.50000,30.88749,,3,2,,3,,9,,,,,9,,9,2.980000,,58.00000,,0.010000,,29.60000,,,9,,,9,,,9,,,9,,,9,,,229.0000,11.14000,11.11000,34.77900,26.58000,150.1000,0.600000,0.710000,11.50000,58.00000,2.980000,29.60000,0.010000,,,,230,,,,,,,,
19120,478007,124.5 008.0,19-7410AX-HY-281-1749-12450080-0250A-7,250,10.43000,34.73200,0.510000,26.67400,8.100000,22.18484,,7,2,,3,,9,,,,,9,,9,3.050000,,59.80000,,0.010000,,30.60000,,,9,,,9,,,9,,,9,,,9,,,250.0000,10.43000,10.40000,34.73200,26.67000,141.7000,0.630000,0.510000,8.100000,59.80000,3.050000,30.60000,0.010000,,,,251,,,,,,,,
19120,478008,124.5 008.0,19-7410AX-HY-281-1749-12450080-0289A-3,289,9.560000,34.67200,0.300000,26.77600,4.700000,13.04861,,3,2,,3,,9,,,,,9,,9,3.140000,,62.60000,,0.010000,,31.90000,,,9,,,9,,,9,,,9,,,9,,,289.0000,9.560000,9.530000,34.67200,26.77000,132.5000,0.680000,0.300000,4.700000,62.60000,3.140000,31.90000,0.010000,,,,291,,,,,,,,
19120,478009,124.5 008.0,19-7410AX-HY-281-1749-12450080-0300A-7,300,9.360000,34.66500,0.300000,26.80300,4.700000,13.04827,,7,2,,3,,9,,,,,9,,9,3.160000,,64.30000,,0.010000,,32.30000,,,9,,,9,,,9,,,9,,,9,,,300.0000,9.360000,9.330000,34.66500,26.80000,130.0000,0.700000,0.300000,4.700000,64.30000,3.160000,32.30000,0.010000,,,,302,,,,,,,,
19120,478010,124.5 008.0,19-7410AX-HY-281-1749-12450080-0353A-3,353,8.580000,34.64500,0.300000,26.91300,4.600000,13.04687,,3,2,,3,,9,,,,,9,,9,3.220000,,73.50000,,0.010000,,34.20000,,,9,,,9,,,9,,,9,,,9,,,353.0000,8.580000,8.540000,34.64500,26.91000,120.2000,0.760000,0.300000,4.600000,73.50000,3.220000,34.20000,0.010000,,,,355,,,,,,,,
19120,478011,124.5 008.0,19-7410AX-HY-281-1749-12450080-0400A-7,400,7.810000,34.61600,0.270000,27.00700,4.100000,11.74111,,7,2,,3,,9,,,,,9,,9,3.270000,,80.50000,,0.000000,,35.70000,,,9,,,9,,,9,,,9,,,9,,,400.0000,7.810000,7.770000,34.61600,27.00000,111.6000,0.820000,0.270000,4.100000,80.50000,3.270000,35.70000,0.000000,,,,402,,,,,,,,
19120,478012,124.5 008.0,19-7410AX-HY-281-1749-12450080-0471A-3,471,6.890000,34.58100,0.200000,27.11000,2.900000,8.696245,,3,2,,3,,9,,,,,9,,9,3.330000,,88.40000,,0.000000,,37.40000,,,9,,,9,,,9,,,9,,,9,,,471.0000,6.890000,6.850000,34.58100,27.11000,102.1000,0.890000,0.200000,2.900000,88.40000,3.330000,37.40000,0.000000,,,,474,,,,,,,,
19120,478013,124.5 008.0,19-7410AX-HY-281-1749-12450080-0500A-7,500,6.760000,34.57500,0.180000,27.12400,2.600000,7.826514,,7,2,,3,,9,,,,,9,,9,3.350000,,89.80000,,0.000000,,37.70000,,,9,,,9,,,9,,,9,,,9,,,500.0000,6.760000,6.710000,34.57500,27.12000,101.2000,0.920000,0.180000,2.600000,89.80000,3.350000,37.70000,0.000000,,,,503,,,,,,,,
19120,478014,124.5 008.0,19-7410AX-HY-281-1749-12450080-0545A-3,545,6.550000,34.56700,0.150000,27.14600,2.200000,6.521955,,3,2,,3,,9,,,,,9,,9,3.390000,,92.10000,,0.010000,,38.20000,,,9,,,9,,,9,,,9,,,9,,,545.0000,6.550000,6.500000,34.56700,27.14000,99.50000,0.970000,0.150000,2.200000,92.10000,3.390000,38.20000,0.010000,,,,549,,,,,,,,
19121,478015,125.5 009.0,19-7410AX-HY-281-2024-12550090-0000B-3,0,26.63000,35.28100,4.950000,23.04900,107.8000,216.0864,,3,2,,3,,9,,,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,0.000000,26.63000,26.63000,35.28100,23.04000,480.8000,0.000000,4.950000,107.8000,,,,,,,,0,,,,,,,,
19121,478016,125.5 009.0,19-7410AX-HY-281-2024-12550090-0010A-7,10,25.52000,35.29500,4.780000,23.40700,102.2000,208.5923,,7,2,,3,,9,,,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,10.00000,25.52000,25.52000,35.29500,23.40000,447.1000,0.040000,4.780000,102.2000,,,,,,,,10,,,,,,,,
