Cst_Cnt,Btl_Cnt,Sta_ID,Depth_ID,Depthm,T_degC,Salnty,O2ml_L,STheta,O2Sat,Oxy_µmol/Kg,BtlNum,RecInd,T_prec,T_qual,S_prec,S_qual,P_qual,O_qual,SThtaq,O2Satq,ChlorA,Chlqua,Phaeop,Phaqua,PO4uM,PO4q,SiO3uM,SiO3qu,NO2uM,NO2q,NO3uM,NO3q,NH3uM,NH3q,C14As1,C14A1p,C14A1q,C14As2,C14A2p,C14A2q,DarkAs,DarkAp,DarkAq,MeanAs,MeanAp,MeanAq,IncTim,LightP,R_Depth,R_TEMP,R_POTEMP,R_SALINITY,R_SIGMA,R_SVA,R_DYNHT,R_O2,R_O2Sat,R_SIO3,R_PO4,R_NO3,R_NO2,R_NH4,R_CHLA,R_PHAEO,R_PRES,R_SAMP,DIC1,DIC2,TA1,TA2,pH2,pH1,DIC Quality Comment
7699,201001,104.0 303.0,19-5508SB-HY-232-0524-10403030-2000A-7,2000,2.100000,34.67800,2.090000,27.71700,27.30000,90.82208,,7,2,,3,,9,,,,,9,,9,3.400000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,2000.000,2.100000,1.960000,34.67800,27.71000,47.30000,2.220000,2.090000,27.30000,,3.400000,,,,,,2020,,,,,,,,
7699,201002,104.0 303.0,19-5508SB-HY-232-0524-10403030-2007A-3,2007,2.090000,34.68000,2.090000,27.71900,27.30000,90.82191,,3,2,,2,,9,,,,,9,,9,3.400000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,2007.000,2.090000,1.950000,34.68000,27.71000,47.10000,2.220000,2.090000,27.30000,,3.400000,,,,,,2027,,,,,,,,
7699,201003,104.0 303.0,19-5508SB-HY-232-0524-10403030-2200A-7,2200,1.950000,34.68500,2.300000,27.73500,29.90000,99.94600,,7,2,,3,,9,,,,,9,,9,3.350000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,2200.000,1.950000,1.790000,34.68500,27.73000,45.80000,2.310000,2.300000,29.90000,,3.350000,,,,,,2223,,,,,,,,
7699,201004,104.0 303.0,19-5508SB-HY-232-0524-10403030-2400A-7,2400,1.800000,34.69000,2.510000,27.75200,32.50000,109.0697,,7,2,,3,,9,,,,,9,,9,3.300000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,2400.000,1.800000,1.630000,34.69000,27.75000,44.30000,2.400000,2.510000,32.50000,,3.300000,,,,,,2427,,,,,,,,
7699,201005,104.0 303.0,19-5508SB-HY-232-0524-10403030-2402A-3,2402,1.800000,34.69000,2.510000,27.75200,32.50000,109.0697,,3,2,,2,,9,,,,,9,,9,3.300000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,2402.000,1.800000,1.630000,34.69000,27.75000,44.30000,2.400000,2.510000,32.50000,,3.300000,,,,,,2429,,,,,,,,
7700,201006,094.0 301.0,19-5508SB-HY-232-2242-09403010-0000B-3,0,21.48000,34.79000,5.130000,24.20400,101.9000,223.6916,,3,2,,2,,9,,,,,9,,9,0.400000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,0.000000,21.48000,21.48000,34.79000,24.20000,370.6000,0.000000,5.130000,101.9000,,0.400000,,,,,,0,,,,,,,,
7700,201007,094.0 301.0,19-5508SB-HY-232-2242-09403010-0010A-3,10,21.29000,34.78000,5.060000,24.24900,100.2000,220.6295,,3,2,,2,,9,,,,,9,,9,0.400000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,10.00000,21.29000,21.29000,34.78000,24.24000,366.7000,0.030000,5.060000,100.2000,,0.400000,,,,,,10,,,,,,,,
7700,201008,094.0 301.0,19-5508SB-HY-232-2242-09403010-0020A-7,20,21.27000,34.78000,5.130000,24.25500,101.5000,223.6804,,7,2,,3,,9,,,,,9,,9,0.400000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,20.00000,21.27000,21.27000,34.78000,24.25000,366.5000,0.070000,5.130000,101.5000,,0.400000,,,,,,20,,,,,,,,
7700,201009,094.0 301.0,19-5508SB-HY-232-2242-09403010-0024A-3,24,21.26000,34.78000,5.170000,24.25800,102.3000,225.4239,,3,2,,2,,9,,,,,9,,9,0.400000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,24.00000,21.26000,21.26000,34.78000,24.25000,366.4000,0.080000,5.170000,102.3000,,0.400000,,,,,,24,,,,,,,,
7700,201010,094.0 301.0,19-5508SB-HY-232-2242-09403010-0030A-7,30,21.05000,34.75700,5.200000,24.29800,102.5000,226.7231,,7,2,,3,,9,,,,,9,,9,0.400000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,30.00000,21.05000,21.04000,34.75700,24.29000,362.8000,0.110000,5.200000,102.5000,,0.400000,,,,,,30,,,,,,,,
