Cst_Cnt,Btl_Cnt,Sta_ID,Depth_ID,Depthm,T_degC,Salnty,O2ml_L,STheta,O2Sat,Oxy_µmol/Kg,BtlNum,RecInd,T_prec,T_qual,S_prec,S_qual,P_qual,O_qual,SThtaq,O2Satq,ChlorA,Chlqua,Phaeop,Phaqua,PO4uM,PO4q,SiO3uM,SiO3qu,NO2uM,NO2q,NO3uM,NO3q,NH3uM,NH3q,C14As1,C14A1p,C14A1q,C14As2,C14A2p,C14A2q,DarkAs,DarkAp,DarkAq,MeanAs,MeanAp,MeanAq,IncTim,LightP,R_Depth,R_TEMP,R_POTEMP,R_SALINITY,R_SIGMA,R_SVA,R_DYNHT,R_O2,R_O2Sat,R_SIO3,R_PO4,R_NO3,R_NO2,R_NH4,R_CHLA,R_PHAEO,R_PRES,R_SAMP,DIC1,DIC2,TA1,TA2,pH2,pH1,DIC Quality Comment
30831,771001,086.7 040.0,20-0504NM-MX-112-1407-08670400-0267A-3,267,7.910000,34.21400,1.150000,26.67400,17.30000,50.02464,9,3,2,,3,,,,,,,9,,9,2.660000,,49.40000,,0.000000,,32.90000,,,9,,,9,,,9,,,9,,,9,,,267.0000,7.910000,7.880000,34.21400,26.67400,140.6000,0.512000,1.150000,17.30000,49.40000,2.660000,32.90000,0.000000,,,,269,9,,,,,,,
30831,771002,086.7 040.0,20-0504NM-MX-112-1407-08670400-0300A-7,300,7.570000,34.22500,0.980000,26.73300,14.60000,42.62725,,7,2,,3,,9,,,,,9,,9,2.760000,,53.80000,,0.010000,,34.10000,,,9,,,9,,,9,,,9,,,9,,,300.0000,7.570000,7.540000,34.22500,26.73300,135.4000,0.557000,0.980000,14.60000,53.80000,2.760000,34.10000,0.010000,,,,302,,,,,,,,
30831,771003,086.7 040.0,20-0504NM-MX-112-1407-08670400-0318A-3,318,7.430000,34.23100,0.900000,26.75700,13.40000,39.14655,8,3,2,,3,,,,,,,9,,9,2.800000,,55.90000,,0.010000,,34.60000,,,9,,,9,,,9,,,9,,,9,,,318.0000,7.430000,7.400000,34.23100,26.75700,133.3000,0.581000,0.900000,13.40000,55.90000,2.800000,34.60000,0.010000,,,,320,8,,,,,,,
30831,771004,086.7 040.0,20-0504NM-MX-112-1407-08670400-0377A-3,377,7.090000,34.24700,0.720000,26.81800,10.60000,31.31539,7,3,2,,3,,,,,,,9,,9,2.900000,,61.30000,,0.010000,,35.90000,,,9,,,9,,,9,,,9,,,9,,,377.0000,7.090000,7.050000,34.24700,26.81800,128.2000,0.659000,0.720000,10.60000,61.30000,2.900000,35.90000,0.010000,,,,379,7,,,,,,,
30831,771005,086.7 040.0,20-0504NM-MX-112-1407-08670400-0400A-7,400,6.990000,34.25800,0.650000,26.84100,9.600000,28.27020,,7,2,,3,,9,,,,,9,,9,2.940000,,63.60000,,0.010000,,36.30000,,,9,,,9,,,9,,,9,,,9,,,400.0000,6.990000,6.950000,34.25800,26.84100,126.4000,0.688000,0.650000,9.600000,63.60000,2.940000,36.30000,0.010000,,,,403,,,,,,,,
30831,771006,086.7 040.0,20-0504NM-MX-112-1407-08670400-0437A-3,437,6.810000,34.27800,0.530000,26.88200,7.800000,23.05016,6,3,2,,3,,,,,,,9,,9,3.010000,,67.60000,,0.010000,,36.90000,,,9,,,9,,,9,,,9,,,9,,,437.0000,6.810000,6.770000,34.27800,26.88200,123.0000,0.734000,0.530000,7.800000,67.60000,3.010000,36.90000,0.010000,,,,440,6,,,,,,,
30831,771007,086.7 040.0,20-0504NM-MX-112-1407-08670400-0475A-3,475,6.520000,34.29600,0.410000,26.93500,6.000000,17.83034,5,3,2,,3,,,,,,,9,,9,3.080000,,72.40000,,0.010000,,37.80000,,,9,,,9,,,9,,,9,,,9,,,475.0000,6.520000,6.480000,34.29600,26.93500,118.2000,0.780000,0.410000,6.000000,72.40000,3.080000,37.80000,0.010000,,,,478,5,,,,,,,
30831,771008,086.7 040.0,20-0504NM-MX-112-1407-08670400-0500A-7,500,6.370000,34.30700,0.350000,26.96400,5.100000,15.22059,,7,2,,3,,9,,,,,9,,9,3.110000,,75.10000,,0.010000,,38.30000,,,9,,,9,,,9,,,9,,,9,,,500.0000,6.370000,6.320000,34.30700,26.96400,115.7000,0.809000,0.350000,5.100000,75.10000,3.110000,38.30000,0.010000,,,,504,,,,,,,,
30831,771009,086.7 040.0,20-0504NM-MX-112-1407-08670400-0511A-3,511,6.300000,34.31200,0.330000,26.97700,4.800000,14.35066,4,3,2,,3,,,,,,,9,,9,3.130000,,76.40000,,0.010000,,38.50000,,,9,,,9,,,9,,,9,,,9,,,511.0000,6.300000,6.250000,34.31200,26.97700,114.6000,0.822000,0.330000,4.800000,76.40000,3.130000,38.50000,0.010000,,,,515,4,,,,,,,
30831,771010,086.7 040.0,20-0504NM-MX-112-1407-08670400-0566A-3,566,5.880000,34.35200,0.230000,27.06200,3.300000,10.00115,3,3,2,,3,,,,,,,9,,9,3.230000,,86.80000,,0.020000,,39.10000,,,9,,,9,,,9,,,9,,,9,,,566.0000,5.880000,5.830000,34.35200,27.06200,106.8000,0.883000,0.230000,3.300000,86.80000,3.230000,39.10000,0.020000,,,,570,3,,,,,,,
30831,771011,086.7 040.0,20-0504NM-MX-112-1407-08670400-0600A-7,600,5.650000,34.36700,0.180000,27.10300,2.600000,7.826674,,7,2,,3,,9,,,,,9,,9,3.270000,,92.30000,,0.020000,,39.00000,,,9,,,9,,,9,,,9,,,9,,,600.0000,5.650000,5.600000,34.36700,27.10300,103.1000,0.918000,0.180000,2.600000,92.30000,3.270000,39.00000,0.020000,,,,604,,,,,,,,
