Cst_Cnt,Btl_Cnt,Sta_ID,Depth_ID,Depthm,T_degC,Salnty,O2ml_L,STheta,O2Sat,Oxy_µmol/Kg,BtlNum,RecInd,T_prec,T_qual,S_prec,S_qual,P_qual,O_qual,SThtaq,O2Satq,ChlorA,Chlqua,Phaeop,Phaqua,PO4uM,PO4q,SiO3uM,SiO3qu,NO2uM,NO2q,NO3uM,NO3q,NH3uM,NH3q,C14As1,C14A1p,C14A1q,C14As2,C14A2p,C14A2q,DarkAs,DarkAp,DarkAq,MeanAs,MeanAp,MeanAq,IncTim,LightP,R_Depth,R_TEMP,R_POTEMP,R_SALINITY,R_SIGMA,R_SVA,R_DYNHT,R_O2,R_O2Sat,R_SIO3,R_PO4,R_NO3,R_NO2,R_NH4,R_CHLA,R_PHAEO,R_PRES,R_SAMP,DIC1,DIC2,TA1,TA2,pH2,pH1,DIC Quality Comment
6463,167001,090.0 060.0,19-5312CR-HY-342-0142-09000600-0020A-7,20,14.50000,33.38400,,24.83500,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,20.00000,14.50000,14.50000,33.38400,24.83000,311.1000,0.060000,,,,,,,,,,20,,,,,,,,
6463,167002,090.0 060.0,19-5312CR-HY-342-0142-09000600-0030A-7,30,14.52000,33.36200,,24.81400,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,30.00000,14.52000,14.52000,33.36200,24.81000,313.4000,0.090000,,,,,,,,,,30,,,,,,,,
6463,167003,090.0 060.0,19-5312CR-HY-342-0142-09000600-0031A-3,31,14.52000,33.36000,,24.81300,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,31.00000,14.52000,14.52000,33.36000,24.81000,313.5000,0.090000,,,,,,,,,,31,,,,,,,,
6463,167004,090.0 060.0,19-5312CR-HY-342-0142-09000600-0043A-3,43,14.50000,33.38000,,24.83300,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,43.00000,14.50000,14.49000,33.38000,24.83000,312.0000,0.130000,,,,,,,,,,43,,,,,,,,
6463,167005,090.0 060.0,19-5312CR-HY-342-0142-09000600-0050A-7,50,13.57000,33.33300,,24.99000,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,50.00000,13.57000,13.56000,33.33300,24.99000,297.2000,0.150000,,,,,,,,,,50,,,,,,,,
6463,167006,090.0 060.0,19-5312CR-HY-342-0142-09000600-0058A-3,58,12.22000,33.27000,,25.20600,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,58.00000,12.22000,12.21000,33.27000,25.20000,276.6000,0.170000,,,,,,,,,,58,,,,,,,,
6463,167007,090.0 060.0,19-5312CR-HY-342-0142-09000600-0071A-3,71,10.58000,33.18000,,25.43400,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,71.00000,10.58000,10.57000,33.18000,25.43000,255.1000,0.210000,,,,,,,,,,71,,,,,,,,
6463,167008,090.0 060.0,19-5312CR-HY-342-0142-09000600-0075A-7,75,10.29000,33.23100,,25.52400,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,75.00000,10.29000,10.28000,33.23100,25.52000,246.6000,0.220000,,,,,,,,,,75,,,,,,,,
6463,167009,090.0 060.0,19-5312CR-HY-342-0142-09000600-0090A-3,90,9.570000,33.51000,,25.86200,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,90.00000,9.570000,9.560000,33.51000,25.86000,214.7000,0.250000,,,,,,,,,,90,,,,,,,,
6463,167010,090.0 060.0,19-5312CR-HY-342-0142-09000600-0100A-7,100,9.420000,33.66200,,26.00500,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,100.0000,9.420000,9.410000,33.66200,26.00000,201.2000,0.270000,,,,,,,,,,100,,,,,,,,
6463,167011,090.0 060.0,19-5312CR-HY-342-0142-09000600-0125A-7,125,9.030000,33.93000,,26.27800,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,125.0000,9.030000,9.020000,33.93000,26.27000,175.8000,0.320000,,,,,,,,,,126,,,,,,,,
6463,167012,090.0 060.0,19-5312CR-HY-342-0142-09000600-0150A-7,150,8.650000,33.95200,,26.35500,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,150.0000,8.650000,8.630000,33.95200,26.35000,168.9000,0.360000,,,,,,,,,,151,,,,,,,,
6463,167013,090.0 060.0,19-5312CR-HY-342-0142-09000600-0162A-3,162,8.460000,34.04000,,26.45300,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,162.0000,8.460000,8.440000,34.04000,26.45000,159.7000,0.380000,,,,,,,,,,163,,,,,,,,
